Company,Business Type,County,Total Employees,Number Affected,Date of Notice,Layoff Date,Closing Date,Reason for Dislocation,Classification,Reason Stated for Filing,Union,Contact,Phone,Case_ID
,Auto parts manufacturing plant,Onondaga | WIB Name: ONONDAGA| Region: Central Region,-----,417,7/7/2011,"Commencing on 5/2/11 and ending on 5/15/11; for 11 employees, the date of layoff has been further postponed to occur between 7/16/2011 and 7/29/2011.",Not specified at this time.,Economic,Plant Closing,Plant Closing,UAW Local 624,"Tom Albanese, Labor Relations Manager",(315) 432-4094,3223
,Automotive powertrain manufacturing plant,Onondaga | WIB Name: ONONDAGA| Region: Central Region,-----,3,7/7/2011,Will occur between 10/1/2011 through 10/14/2011.,11/30/2011,Economic,Plant Closing,Plant Closing,UAW Local 624,"Tom Albanese, Labor Relations Manager",(315) 432-4094,3222
,Department Store,Tompkins | WIB Name: TOMPKINS| Region: Southern Region,61,61,7/7/2011,Will occur on a 14-day period beginning on 10/9/2011,10/16/2011,Economic,Plant Closing,Plant Closing,There are no bumping rights for employees affected by this store closing.,"Margie Lynch, Divisional Vice President",(847) 286-1427,3220
,Geriatric Care,Kings | WIB Name: NEW YORK CITY| Region: New York City,276,1,7/7/2011,8/9/2011,8/9/2011,Sale of facility,Conditional Plant Closing,Conditional Plant Closing,1199 Service Employees International Union (SEIU),"Francesca Tinti, Vice President, Human Resources",(212) 356-4857,3219
,Electronic Systems,Suffolk | WIB Name: SUFFOLK| Region: Long Island,44,44,7/5/2011,Will begin on 9/29/2011 and continue through plant closing.,11/30/2012,Economic,Plant Closing,Plant Closing,Employees are not represented by a union and do not have bumping rights.,"Jayne A. Nelson, Manager Human Resources",(203) 852-4799,3218
,Grocery Stores/warehouses,Central Region - Onondaga County,"4,142","4,142",7/6/11 Amended,Extensions in layoff dates occuring see below,expected to occur in the 4th quarter of 2011,Economic,Plant Closing,Plant Closing,UFCW Local 1; IBT Local 294 and IBT Local 317,"Christine McMahon, S.V.P. Human Resources",315-461-2340,3217
,Printing Operations,Kings | WIB Name: NEW YORK CITY| Region: New York City,116,116,7/5/2011,Layoffs will occur between 8/20/2011 and 9/20/2011,9/20/2011,Economic,Plant Closing,Plant Closing,No union representation.,Louisa Law,(718) 417-0900,3216
,Cell Phone Sales and Services,Westchester | WIB Name: WESTCHESTER| Region: Mid-Hudson Region,275,275,7/1/2011,Will begin on 6/30/2011 and be staggered through 12/31/2012,12/31/2012,Economic,Plant Closing,Plant Closing,-----,"Tina Kremenezky, Senior Legal Counsel",(914) 413-2917,3214
,Behavioral Health Operating Unit,New York | WIB Name: NEW YORK CITY| Region: New York City,32,32,6/30/2011,Separations will occur between 9/30/2011 through closing,10/13/2011,Economic,Plant Unit Closing,Plant Unit Closing,"Office and Professional Employees International Union, Local 153","Bill Voigt, Director of Employee Relations",(646) 447-5964,3213
,Logistics Service,Suffolk | WIB Name: SUFFOLK| Region: Long Island,20,20,6/30/2011,-----,9/30/2011,Economic,Plant Closing,Plant Closing,No bumping rights exist.,"Trevis Hinds, Director, Human Resources - Northeast",(516) 394-6200,3212
,Automotive powertrain manufacturing plant,Onondaga | WIB Name: ONONDAGA| Region: Central Region,-----,47,6/29/2011,Will occur between 7/4/2011 through 10/2/2011.,11/30/2011,Economic,Plant Closing,Plant Closing,UAW Local 624,"Tom Albanese, Labor Relations Manager",(315) 432-4094,3210
,Financial,New York | WIB Name: NEW YORK CITY| Region: New York City,------,230,6/29/2011,Will occur between 9/26/2011 and 3/31/2012,-----,Economic,Plant Layoff,Plant Layoff,Employees are not represented by a union and are not entitled to any bumping rights.,"Regina S. Palumbo, Managing Director, Associate General Counsel",(212) 357-2191,3209
,Domestic Wire Department,Suffolk | WIB Name: SUFFOLK| Region: Long Island,-----,6,6/29/2011,10/2/2011,-----,Economic,Plant Layoff,Plant Layoff,"Employees are not represented by a union, and they will not have bumping rights.","Gail Ball, VP, Treasury Management Ops",(804) 284-3827,3208
,Health Plan Administrator,New York | WIB Name: NEW YORK CITY| Region: New York City,-----,4,6/29/2011,9/12/2011,-----,Economic,Plant Layoff,Plant Layoff,Employees are not represented by a union.,Janneth Molinary,(212) 747-8247,3207
,Health Plan Administrator,New York | WIB Name: NEW YORK CITY| Region: New York City,-----,9,6/29/2011,Will be postponed for 1 employee from 7/15/11 to occur now on 8/12/2011,-----,Economic,Plant Layoff,Plant Layoff,Employees are not represented by a union.,Janneth Molinary,(212) 747-8247,3206
,Automotive powertrain manufacturing plant,Onondaga | WIB Name: ONONDAGA| Region: Central Region,-----,28,6/29/2011,Will occur between 7/18/2011 through 10/2/2011.,11/30/2011,Economic,Plant Closing,Plant Closing,UAW Local 624,"Tom Albanese, Labor Relations Manager",(315) 432-4094,3205
,Automotive powertrain manufacturing plant,Onondaga | WIB Name: ONONDAGA| Region: Central Region,-----,31,6/29/2011,5 layoffs originally scheduled to commence between 7/1/2011 and 7/14/2011 will be postponed to occur between 7/18/2011 and 7/31/2011.,6/30/2011,Economic - petition,Plant Closing,Plant Closing,UAW Local 624,"Tom Albanese, Labor Relations Manager",(315) 432-4094,3204
,Auto parts manufacturing plant,Onondaga | WIB Name: ONONDAGA| Region: Central Region,-----,36,6/29/2011,2 employee layoffs will be extended from 6/6/11 to occur between 7/18/2011 and 7/31/2011,Not specified at this time.,Economic,Plant Closing,Plant Closing,UAW Local 624,"Tom Albanese, Labor Relations Manager",(315) 432-4094,3203
,Restaurant,New York | WIB Name: NEW YORK CITY| Region: New York City,103,103,6/28/2011,Layoffs will occur between 9/25 through 9/30/2011.,9/25/2011,Lease agreement will expire and premises will be vacated,Plant Closing,Plant Closing,-----,"Richard Cohn, LLC Manager, Vice President",(212) 871-4000 Ext. 2200,3202
,Food Services,Richmond | WIB Name: NEW YORK CITY| Region: New York City,43,43,6/28/2011,-----,9/15/2011,Possible Contract Loss based on sale of facility,Possible Plant Closing,Possible Plant Closing,1199 SEIU,"Georgia Calquhoun-Pryce, Human Resources Director",(516) 240-2205,3201
,Financial management,New York | WIB Name: NEW YORK CITY| Region: New York City,141,2,6/28/2011,Separations to take place on 9/21/2011 and on 9/25/2011.,-----,Economics,Plant Layoff,Plant Layoff,There are no bumping rights at this location and the affected employees are not represented by any union.,"Lori Ostenfeld, Human Resources",(212) 401-5888,3200
,Treasury Services Operations Lockbox,New York | WIB Name: NEW YORK CITY| Region: New York City,124,124,6/28/2011,Layoffs will occur in stages beginning on 7/1/2011 and continuing through 3/31/2012.,2/28/2012,Economic,Plant Unit Closing,Plant Unit Closing,-----,"Gloria Kingston, Human Resources Consultant",(212) 815-3632,3199
,Publishing,Bronx | WIB Name: NEW YORK CITY| Region: New York City,188,188,6/22/2011,Will commence on 9/20/2011- 60 employees affected at that time,Not specified in this notice,Merger between EBSCO And The H.W. Wilson Company,Plant Closing,Plant Closing,-----,"Beth Howell, Vice President of Human Resources",(978) 356-6500,3198
,Paper Manufacturing,St. Lawrence | WIB Name: ST LAWRENCE| Region: North Country Region,87,87,6/21/2011,-----,12/16/2010,Economic,Plant Closing,Plant Closing,Employees are not represented by a union.,"Donald H. Schnackel, Vice President Finance & Administration",(315) 848-3321 Ext 268,3197
,Automotive powertrain manufacturing plant,Onondaga | WIB Name: ONONDAGA| Region: Central Region,-----,16,6/21/2011,9/12/2011,11/30/2011,Economic,Plant Closing,Plant Closing,UAW Local 624,"Tom Albanese, Labor Relations Manager",(315) 432-4094,3196
,Automotive powertrain manufacturing plant,Onondaga | WIB Name: ONONDAGA| Region: Central Region,-----,6,6/21/2011,1 layoff postponed from 6/20/2011 to occur now between 8/15/2011-8/28/2011,6/30/2011,Economic - petition,Plant Closing,Plant Closing,UAW Local 624,"Tom Albanese, Labor Relations Manager",(315) 432-4094,3195
,Auto parts manufacturing plant,Onondaga | WIB Name: ONONDAGA| Region: Central Region,-----,36,6/21/2011,2 employee layoffs will be extended from 6/6/11 to occur between 8/2/2011 and 8/15/2011 ;,Not specified at this time.,Economic,Plant Closing,Plant Closing,UAW Local 624,"Tom Albanese, Labor Relations Manager",(315) 432-4094,3194
,Geriatric Care,Kings | WIB Name: NEW YORK CITY| Region: New York City,276,5,6/20/2011,8/9/2011,8/9/2011,Sale of facility,Conditional Plant Closing,Conditional Plant Closing,1199 Service Employees International Union (SEIU),"Francesca Tinti, Vice President, Human Resources",(212) 356-4857,3193
,Automotive powertrain manufacturing plant,Onondaga | WIB Name: ONONDAGA| Region: Central Region,-----,81,6/17/2011,9/12/2011,11/30/2011,Economic,Plant Closing,Plant Closing,UAW Local 624,"Tom Albanese, Labor Relations Manager",(315) 432-4094,3192
,Pharmaceuticals-winding down operations for manufacturing of lotion and cremes,Erie | WIB Name: ERIE| Region: Western Region,33,33,6/17/2011,Affected employees of this unit will be terminated by 9/16/2011,Winding down operations of facility. Entire plant will close by 12/31/2011,Economic,Plant Unit Closing,Plant Unit Closing,Affected employees are not represented by any union and there are no bumping rights at this location.,"Mary Hughes, Human Resources Council Leader",(716) 887-3752,3191
,Hospital,Richmond | WIB Name: NEW YORK CITY| Region: New York City,63,63,6/16/2011,-----,9/15/2011,Sale of facility,Plant Closing,Plant Closing,No bumping rights.,"Francesca Tinti, Vice President of Human Resources",(212) 356-4857,3190
,Rehabilitation Center,Richmond | WIB Name: NEW YORK CITY| Region: New York City,553,553,6/16/2011,-----,9/15/2011,Economic,Plant Closing,Plant Closing,No bumping rights exist.,"Francesca Tinti, Vice President of Human Resources",(212) 356-4857,3189
,Health Care Service Contracts,Nassau | WIB Name: OYSTER BAY| Region: Long Island,-----,Undetermined at this time,6/15/2010,8/1/2011,-----,Potention contract loss,Potential Plant Layoff,Potential Plant Layoff,,"Fern Director, Director of Human Resources",(516) 326-7767,3187
,Transport Services,,230 in all 3 locations,52,4/13/2011  Amended: 6/14/11,"Original layoff date was expected to be 6/30/2011, but that date has been postponed. The affected employees will now be laid off in two stages: 32 drivers and 49 escorts who are not New York City Department of Education certified will be laid off 7/12/2011; 36 drivers and 12 escorts who are New York City Department of Education certified will be laid off the last day of summer school, expected to be about 8/18/2011.",-----,Economic,Plant Layoff,Plant Layoff,IBT Local 854,Joseph Antoci,(718) 346-9600 Ext 270,3186
,Video game industry developer,New York | WIB Name: NEW YORK CITY| Region: New York City,52,52,6/13/2011,-----,Within a 14 day period following 8/31/2011,Economic,Plant Closing,Plant Closing,Employees are not represented by a union and will have no bumping rights.,"Debbie Adelsberg, Director of Human Resources",(818) 871-5132,3184
,Developer of educationally based programs,Westchester | WIB Name: WESTCH/PTNM | Region: Mid-Hudson Region,35,35,6/13/2011,Separations will occur on the 14 day period beginning 9/8/2011,9/8/2011,Sale of Assets,Plant Closing,Plant Closing,There is no union representation and there are no bumping rights.,"Karen Janowiecki, Human R Manager",(317) 612-3712,3183
,Computer Storage Device Manufacturing,Suffolk | WIB Name: SUFFOLK | Region: Long Island,62,62,6/9/2011,-----,6/2/2011,Economic,Plant Closing,Plant Closing,No labor unions represent any of the affected employees.,"Sue A. Wilson, PHR Director of Human Resources",(631) 775-2100,3181
,Residential Community Living,Niagara | WIB Name: NIAGARA | Region: Western Region,-----,8,6/9/2011,9/30/2011,-----,"Sale of certain Hometown properties to Equity LifeStyle Properties, Inc. (ELS).",Plant Layoff,Plant Layoff,All affected employees are non-union and have no bumping rights.,"Lisa Wright, Vice President, Human Resources",(312) 604-7519,3180
,Geriatric Care,Kings | WIB Name: NEW YORK CITY | Region: New York City,276,3,6/9/2011,9/4/2011,8/9/2011,Sale of facility,Conditional Plant Closing,Conditional Plant Closing,1199 Service Employees International Union (SEIU),"Francesca Tinti, Vice President, Human Resources",(212) 356-4857,3179
,Automotive Stamping Plant,Erie | WIB Name: ERIE | Region: Western Region,-----,150,6/9/2011,9/5/2011,-----,"Ford Motor Company's St. Thomas Assembly Plant (St. Thomas, Ontario, Canada) is planned for closing September 2011. Buffalo Stamping Plant is the primary provider of automotive sheet metal stampings for the vehicles assembled at the St. Thomas Plant. The reduced volume will result in these layoffs.",Plant Layoff,Plant Layoff,"United Automobile, Aerospace, and Agricultural Implement Workers (UAW) Local #897","David Kamienecki, Supervisor, Labor Relations",(716) 821-4255,3178
,Auto parts manufacturing plant,Onondaga | WIB Name: ONONDAGA| Region: Central Region,-----,36,6/8/2011,2 employee layoffs will be extended from 6/6/2011 -- 6/19/2011 to 6/20/2011 -- 7/3/2011; and 1 employee’s layoff will be extended from 6/6/2011 -- 6/19/2011 to 7/18/11 – 7/31/11.,Not specified at this time.,Economic,Plant Closing,Plant Closing,UAW Local 624,"Tom Albanese, Labor Relations Manager",(315) 432-4094,3176
,Photographic equipment and Supplies,Monroe | WIB Name: MONROE | Region: Finger Lakes Region,-----,11,6/8/2011,8/29/2011,-----,Economic,Plant Layoff,Plant Layoff,There is no employee representation. Bumping rights do exist.,"Mary C. Lazzar-Whyte, Director, HR Americas ES",(585) 781-1896,3175
,Hospital,New York | WIB: NEW YORK CITY| Region: NEW YORK CITY,-----,1,6/6/2011,8/30/2011,No exact closing date given at this time.,Economic,Plant Closing,Plant Closing,Service Employees International Union (SEIU).,"Francesca Tinti, Human Resources",(212) 356-4415,3172
,Medical Center,New York | WIB: NEW YORK CITY| Region: NEW YORK CITY,-----,250 at both sites,6/6/2011,Layoff dates postponed. Employees will be released on various dates through 12/31/2011.,No exact closing date given at this time.,Economic,Plant Closing,Plant Closing,"There may be bumping rights with respect to the affected bargaining units initially selected for separation to retain employment. Due to the closure of these facilities, only limited bumping options will be made.","Francesca Tinti, Human Resources",(212) 356-4415,3171
,Suffolk County public bus transportation,Suffolk | WIB Name: SUFFOLK | Region: Long Island,37,37,6/3/2011,-----,7/1/2011or thereafter,Expiration of contract with Suffolk County,Potential Plant Closing,Potential Plant Closing,Teamsters Local 111,"Danow, McMullan & Panoff, P.C.",(212) 370-3744,3170
,Health Services Provider,Monroe | WIB Name: MONROE| Region: Finger Lakes Region,107 total affected at both locations,48,6/2/2011  Amended: 6/6/2011,-----,8/26/2011,Economic,Plant Closing,Plant Closing,-----,Candice Sheffer,(585) 672-1764,3169
,Military aircraft manufacturing,Chemung | WIB Name: CSS | Region: Southern Region,"1,170",386,6/2/2011 Amended: 6/6/2011,The layoffs are expected to occur during the 14-day period commencing on 8/30/2011.,-----,Reduction in military aircraft orders,Plant Layoff,Reduction in military aircraft orders,"United Automobile, Aerospace and Agricultural Implement Workers of America (UAW), Local 1752","Karen Widdows, Human Resources Manager",(607) 378-6241,3168
,Physicians and medical staff,Bronx | WIB Name: NEW YORK CITY | Region: New York City,810 (total affected at both sites),523,6/3/2011,-----,8/1/2011,Transitioning to the Physician Affiliate Group of New York (PAGNY),Plant Closing,Plant Closing,New York State Nurses Association (NYSNA),"Maureen Davids, VP of Human Resources",(718) 918-3060,3167
,Auto parts manufacturing plant,Onondaga | WIB Name: ONONDAGA| Region: Central Region,-----,36,6/2/2011,22 employee layoffs will be extended from 6/6/2011 -- 6/19/2011 to 7/4/2011 -- 7/17/2011,Not specified at this time.,Economic,Plant Closing,Plant Closing,UAW Local 624,"Tom Albanese, Labor Relations Manager",(315) 432-4094,3166
,Military aircraft manufacturing,Chemung | WIB Name: CSS | Region: Southern Region,-----,386,6/2/2011,The layoffs are expected to occur during the 14-day period commencing on 8/30/2011.,-----,Reduction in military aircraft orders,Plant Layoff,Reduction in military aircraft orders,"United Automobile, Aerospace and Agricultural Implement Workers of America (UAW), Local 1752","Karen Widdows, Human Resources Manager",(607) 378-6241,3165
,Health Services Provider,Monroe | WIB Name: MONROE| Region: Finger Lakes Region,107 in both locations,107 in both locations,6/2/2011,-----,8/26/2011,Economic,Plant Closing,Plant Closing,-----,Candice Sheffer,(585) 672-1764,3164
,Automotive powertrain manufacturing plant,Onondaga | WIB Name: ONONDAGA| Region: Central Region,-----,6,6/2/2011,4 layoffs postponed from 6/20/2011 to occur now between 7/4/2011-7/17/2011,6/30/2011,Economic - petition,Plant Closing,Plant Closing,UAW Local 624,"Tom Albanese, Labor Relations Manager",(315) 432-4094,3163
"Flextronics America's LLC (Working at various Verizon Wireless retail stores listed below)Albany Communications Verizon Wireless Retail Store 1770 Central AvenueAlbany, NY 12205",Servicing Verizon Wireless equipment,Albany | WIB Name: CAPITAL DISTRICT | Region: Capital Region,10,10,6/1/2011,8/31/2011,-----,Economic,Plant Layoff,Plant Layoff,There are no unions representing the affected employees. No bumping rights exist.,"Beverly Mulder, VP, HR Business Partner",(704) 509-8296,3161
,Long-term nursing care,Bronx | WIB Name: NEW YORK CITY| Region: New York City,215,85 – 23 employee layoffs will be postponed to occur between 7/12-7/25/2011,5/25/2011,-----,5/27/2011,Economic,Plant Layoff,Plant Layoff,Certain employees are represented by 1199 SEIU United Healthcare Workers East.,"Hugo A. Pizarro, Vice President, Human Resources",(646) 633-4422,3160
,Global Media Operations,New York | WIB Name: NEW YORK CITY| Region: New York City,-----,3,6/1/2011,8/31/2011,10/1/2011,Relocation,Plant Unit Closing,Plant Unit Closing,Affected employees do not have bumping rights and none are represented by a union.,"Tim Cheung, Director of Human Resources",(212) 448-4824,3159
,Medical Center,New York | WIB: NEW YORK CITY| Region: NEW YORK CITY,-----,250 at both sites,4/25/2011,"Layoff dates postponed, employees will be released on various dates through 9/30/2011.",No exact closing date given at this time.,Economic,Plant Closing,Plant Closing,"There may be bumping rights with respect to the affected bargaining units initially selected for separation to retain employment. Due to the closure of these facilities, only limited bumping options will be made.","Francesca Tinti, Human Resources",(212) 356-4415,3158
,Call Center,Westchester | WIB Name: WESTCH/PTNM| Region: Mid-Hudson Region,39,39,6/1/2011,Layoffs will occur on a 30 day commencing 7/1/2011,7/1/2011,Economic,Plant Closing,Plant Closing,Employees do not have bumping rights.,"Astrid Tompkins, Human Resources Manager",(847) 943-6785,3157
,Photographic equipment and Supplies,Monroe | WIB Name: MONROE| Region: Finger Lakes Region,-----,42,6/2/2011,8/17/2011,-----,Economic,,Plant Layoff,Bumping rights do exist.,"Mary C. Lazzar-Whyte, Director, US&C Employee Services",(585) 781-1896,3156
,Hearing aides and accessories for hearing impaired,New York | WIB Name: NEW YORK CITY| Region: New York City,54 additional sites indicated below,2,6/1/2011,-----,Between 8/15/2011 and 8/29/2011,Bankruptcy – Possible Sale of Business,Plant Closing,Plant Closing,Employees have no bumping rights,"Paige Brough, Senior Vice President, Communication",(561) 478-8770 Ext 134,3155
,Call Center,Cattaraugus | WIB Name: ALL/CAT| Region: Western Region,326,149,6/1/2011,"5/20/2011-4 employee layoffs will be postponed to occur on the 14 day period beginning on 7/23/2011, 44 employee layoffs will be postponed to occur on the 14 day period beginning on 8/27/2011.",-----,Economic,Plant Layoff,Plant Layoff,There are no bumping rights and employees are not represented by any union.,"Kathy Kippley, Director of Human Resources",(952) 948-5353,3154
,Energy Service Provider,Orange | WIB Name: ORANGE | Region: Mid-Hudson Region,-----,2,5/31/2011,8/30/2011,-----,Economic,Plant Layoff,Plant Layoff,No collective bargaining agreement or representative. No bumping rights.,"Sophia Dorry, Director of Human Resources",(845) 503-5225,3153
,Restaurant,New York | WIB Name: NEW YORK CITY| Region: New York City,54,54,5/27/2011,-----,7/1/2011,Economic,Plant Closing,Plant Closing,Affected employees are not represented by a union. There are no bumping rights.,"TimothyM. Bartley, Authorized Representative",(212) 980-0369,3152
,Geriatric Care,Kings | WIB Name: NEW YORK CITY | Region: New York City,348,348,5/25/2011,-----,Layoff date has been extended to 8/1/2011 for one of the affected workers.,Sale of facility. Company expects that employees may receive offers of employment from the purchaser and consequently will not experience a loss of employment.,Conditional Plant Closing,Conditional Plant Closing,-----,"Francesca Tinti, Vice President for Human Resources",(212) 356-4857,3150
,Long-term nursing care,Bronx | WIB Name: NEW YORK CITY | Region: New York City,85,85 – 23 employee layoffs will be postponed to occur between 7/12-7/25/2011,5/25/2011,-----,5/27/2011,Economic,Plant Closing,Plant Closing,Certain employees are represented by 1199 SEIU United Healthcare Workers East.,"Hugo A. Pizarro, Vice President, Human Resources",(646) 633-4422,3149
,Manufacturing ready to eat meals and salads,Kings | WIB Name: NEW YORK CITY| Region: New York City,148 - Manufacturing Unit only. Warehouse and Distribution operations will continue to be conducted.,148,5/20/2011,8/22/2011,12/15/2011,Economic,Plant Unit Closing,Plant Unit Closing,UNITE-HERE,"Heather McDermott, Vice President of Human Resources",(708) 617-9975,3147
,Hearing aides and accessories for hearing impaired,New York | WIB Name: NEW YORK CITY| Region: New York City,54 additional sites indicated below,2,5/20/2011,-----,Between 8/15/2011 and 8/29/2011,Bankruptcy – Possible Sale of Business,Plant Closing,Plant Closing,Employees have no bumping rights,"Paige Brough, Senior Vice President, Communication",(561) 478-8770 Ext 134,3146
,Hearing aides and accessories for hearing impaired,New York | WIB Name: NEW YORK CITY| Region: New York City,54 additional sites indicated below,2,5/20/2011,-----,Between 8/15/2011 and 8/29/2011,Bankruptcy – Possible Sale of Business,Plant Closing,Plant Closing,Employees have no bumping rights,"Paige Brough, Senior Vice President, Communication",(561) 478-8770 Ext 134,3145
,Home Health Agency,Rensselaer | WIB Name: CAPITAL DISTRICT| Region: Capital Region,69,69,5/16/2011,-----,8/9/2011,Economic,Plant Closing,Plant Closing,NYSNA-New York State Nurses Association,"Pamela Rehak, Vice Present, Planning & Communications",(518) 268-5517,3144
,Auto parts manufacturing plant,Onondaga | WIB Name: ONONDAGA| Region: Central Region,-----,36,5/13/2011,2 employee layoffs will be extended from 6/6/11 to occur between 7/1/2011 and 7/14/2011,Not specified at this time.,Economic,Plant Closing,Plant Closing,UAW Local 624,"Tom Albanese, Labor Relations Manager",(315) 432-4094,3143
,Pharmaceutical Products,Rockland | WIB Name: ROCKLAND | Region: Mid-Hudson Region,-----,119 - 82 non-bargaining unit colleagues & 37 bargaining unit colleagues,5/12/2011,,-----,Company Restucturing,Plant Layoff,Plant Layoff,-----,"Elaine Cunningham, Human Resources Director",(845) 602-2173,3142
,Call Center,Cattaraugus | WIB Name: WESTERN| Region: Western Region,326,7,5/10/2011,8/4/2011,-----,Economic,Plant Layoff,Plant Layoff,-----,"Kathy Kippley, Director of Human Resources",(952) 948-5353,3139
,Medical Center,New York | WIB: NEW YORK CITY| Region: NEW YORK CITY,-----,2,5/5/2011,7/31/2011,No exact closing date given at this time.,Economic,Plant Closing,Plant Closing,"1199 SEIU, Service Employees International Union - There may be bumping rights with respect to the affected bargaining units initially selected for separation to retain employment. Due to the closure of these facilities, only limited bumping options will be made.","Francesca Tinti, Vice President, Human Resources",(212) 356-4857,3136
,Geriatric Care,Kings | WIB Name: NEW YORK CITY| Region: New York City,273,273,5/4/2011,-----,Postponed layoffs to occur on 8/9/2011,Anticipated sale of facility,Conditional Plant Closing,Conditional Plant Closing,1199 SEIU United Healthcare Workers,"Francesca Tinti, Vice President, Human Resources",(212) 356-4857,3135
,Restaurant,New York | WIB Name: NEW YORK CITY| Region: New York City,86,86,5/5/2011,-----,7/31/2011,Economic,Plant Closing,Plant Closing,"NY Hotel & Motel Trades Council, AFL-CIO",Peter Fernandez,(973) 454-5901,3134
,Market/grocery store,,64,64,5/5/2011,-----,7/31/2011,Possible Sale of Stores,Potential Plant Closing,Potential Plant Closing,UFCS Local One,"Jack Barrett, Sr. VP Human Resources",(716) 635-5949,3133
,Financial Institution - Home Loans Unit,Saratoga/Warren/ Washington | WIB Name: CAPITAL DISTRICT| Region: Capital Region,34,34,4/29/2011,-----,7/15/2011,Economic,Plant Unit Closing,Plant Unit Closing,No bumping rights exist. Associates are not represented by a union.,"John Collingwood, Senior Vice President",(202) 661-7130,3132
,Auto parts manufacturing plant,Onondaga | WIB Name: ONONDAGA| Region: Central Region,-----,417,5/4/2011,"Commencing on 5/2/11 and ending on 5/15/11; for 209 employees, the date of layoff has been postponed to occur between 7/4/2011 and 7/17/2011.",Not specified at this time.,Economic,Plant Closing,Plant Closing,UAW Local 624,"Tom Albanese, Labor Relations Manager",(315) 432-4094,3131
,Assemble Orthodontia Kits,Suffolk | WIB Name: SUFFOLK| Region: Long Island,180,116,5/3/2011,is expected to occur on or about 6/30/2011 through 7/15/2011,-----,Economic,Plant Layoff,Plant Layoff,No collective bargaining agreement,Martha Sherman,(631) 419-1700,3130
,Financial management,New York | WIB Name: NEW YORK CITY| Region: New York City,115,70,5/3/2011,4 employees layoffs will be postponed from 5/4/2011 to occur on 5/18/2011.,-----,Sale of assets and businesses,Plant Layoff,Plant Layoff,There are no bumping rights at this location and the affected employees are not represented by any union.,"Lori Ostenfeld, Human Resources",(212) 401-5888,3129
,Financial Institution - Home Loans Unit,Saratoga/Warren/ Washington | WIB Name: CAPITAL DISTRICT| Region: Capital Region,34,34,5/3/2011,-----,7/15/2011,Economic,Plant Unit Closing,Plant Unit Closing,No bumping rights exist. Associates are not represented by a union.,"John Collingwood, Senior Vice President",(202) 661-7130,3128
,Food Service,New York | WIB Name: NEW YORK CITY| Region: New York City,125,125,5/2/2011,Will begin on 5/25/2011,5/31/2011,Loss of contract,Plant Closing,Plant Closing,UNITEHERE Local 100,"Heather Muhlenberg, District Manager",(908) 781-1265,3127
,Textile Reinforcement Manufacturing,Oneida | WIB Name: HMO| Region: Mohawk Valley Region,85,70,5/2/2011,Has been postponed for all employees to commence on 5/20/2011 and will continue to occur in phases through plant closing on 12/31/2011.,12/31/2011,Economic,Plant Closing,Plant Closing,"United Steel Workers International Union, Local 1160L",Patricia Axtell,(315) 733-4626 Ext 223,3126
,Textile Reinforcement Manufacturing,Oneida | WIB Name: HMO| Region: Mohawk Valley Region,85,70,5/2/2011,Has been postponed for some employees to commence on 5/20/2011 and will continue to occur in phases through plant closing on 12/31/2011.,12/31/2011,Economic,Plant Closing,Plant Closing,"United Steel Workers International Union, Local 1160L",Patricia Axtell,(315) 733-4626 Ext 223,3125
,Child and Youth Services,,-----,13,4/28/2011,Separations will occur during the 14 day period commencing on 7/1/2011,-----,Funding cuts,Plant Layoffs,Plant Layoffs,The affected employees are not represented by any union.,"Myra Gray, Assistant Executive Director of Human Resources",(914) 591-7300,3123
,Child and Youth Services,,-----,57,4/28/2011,"48 layoffs scheduled to occur during the 14 day period commencing on 4/1/2011, will now be extended until the 14 day period commencing on 7/1/2011",-----,Funding cuts,Plant Layoffs,Plant Layoffs,The affected employees are not represented by any union.,"Myra Gray, Assistant Executive Director of Human Resources",(914) 591-7300,3122
,School,New York | WIB Name: NEW YORK CITY| Region: New York City,52,52,4/27/2011,Will occur between 6/30/2011 and 8/19/2011,8/19/2011,Economic,Plant Closing,Plant Closing,None of the affected employees are represented by a union.,"Curtis Palmore, Head of School",(646) 248-8376,3121
,Health Plan Administrator,New York | WIB Name: NEW YORK CITY| Region: New York City,-----,9,4/25/2011,7/15/2011,-----,Economic,Plant Layoff,Plant Layoff,Employees are not represented by a union.,Janneth Molinary,(212) 747-8247,3117
,Health Plan Administrator,New York | WIB Name: NEW YORK CITY| Region: New York City,-----,25,4/25/2011,Layoffs postponed from 5/18/2011 to 6/10/2011,-----,Economic,Plant Layoff,Plant Layoff,Employees are not represented by a union.,Janneth Molinary,(212) 747-8247,3116
,Adult Home Care,Kings | WIB Name: NEW YORK CITY | Region: New York City,506,506,4/25/2011,-----,Closing date changed from 1/31/2011 to 4/28/2011,Facility will be sold,Plant Closing,Plant Closing,1199 SEIU,"Barbara Farrell, Director of Employee & Labor Relations",(718) 630-2646,3115
,Women's clothing,New York | WIB Name: NEW YORK CITY| Region: New York City,24,24,4/22/2011,-----,4/18/2011,Economic,Plant Closing,Plant Closing,-----,Kevin Nisbet,(212) 869-3619,3114
,Medical Center,New York | WIB: NEW YORK CITY| Region: NEW YORK CITY,-----,1,4/25/2011,7/17/2011,No exact closing date given at this time.,Economic,Plant Closing,Plant Closing,"There may be bumping rights with respect to the affected bargaining units initially selected for separation to retain employment. Due to the closure of these facilities, only limited bumping options will be made.","Francesca Tinti, Human Resources",(212) 356-4415,3113
