Company,Business Type,County,Total Employees,Number Affected,Date of Notice,Layoff Date,Closing Date,Reason for Dislocation,Classification,Reason Stated for Filing,Union,Contact,Phone,Case_ID
"TeleTech Niagara Falls   Service Delivery   Center (SDC)
333 1st Street
Niagara Falls, NY 14303",TeleTech provides customer service to the customers of  its corporate clients.,Niagara | WIB: NIAGARA | Region: WESTERN  REGION,-----,340,2/26/2008,"These  permanent layoffs are expected to occur on April 26, 2008 and May 2, 2008.",-----,Economic,Mass Layoff,Mass  Layoff,There are no bumping rights that exist with  regard to these positions.,"William H. Brierly, Vice President, Compliance",(303) 397-8100,1747
"ARAMARK Management Services Limited Partnership
St. Vincent's Catholic Medical   Center
153 West 11th Street
New York, NY 10011","Provide  Food, Environmental, and Transport services at St.  Vincent's Catholic   Medical Center",New York | WIB: NEW YORK CITY | Region: NEW YORK CITY,22,22,2/26/2008,4/25/2008,4/25/2008,Contract expiration,Other,Plant  Closing,Employees affected by this facility closing  are not represented by a union.,"Thomas  Lodge, Regional Human Resources Director",(212) 409-4317,1746
"SkyWest Airlines, Inc.
Greater Binghamton/Edwin Link Field, 2534 Airport Road
Johnson, NY 13790",Airline ground handlers,Orange  | WIB: ORANGE | Region: HUDSON VALLEY,-----,8,2/20/2008,The first layoff is expected to occur in June 2008.,-----,"This action is due to SkyWest Airlines, Inc.s loss of  the ground handling contract supporting the United system in sixteen (16)  cities throughout the Chicago  region.",Layoff,Layoff,-----,"Johanna Baker, Paralegal",(435) 634-3531,1743
"Wachovia Corporation
125 Broad    Street,  Floor 40
New York, NY",Banking,New York | WIB: NEW YORK CITY | Region: NEW YORK CITY,-----,55,2/20/2008,12/8/07 - 3/31/08,-----,Integration of business units,Layoff,Layoff,No employees are represented by a labor  union,Erin Steinke,(704) 374-2411,1742
"Vanity Fair Brands, LP
136 Madison    Avenue
New York, NY",Women's Intimate wear,New York | WIB: NEW YORK CITY | Region: NEW YORK CITY,-----,62,2/13/2008,"Separations will begin on April 18, 2008 and continue  through June 30, 2008.",-----,Economic,Layoff,Layoff,"Approximately  12 of the employees to be terminated are members of the Disability Services  & Allied Workers Joint Board, UNITE HERE.","Kathleen Oswald, Vice President Human Resources",(770) 753-5660,1741
"PELCO
10 Corporate Drive
Orangeburg, NY 10962","Design, development and manufacture of video security  systems and supporting equipment.",Rockland | WIB: ROCKLAND | Region: HUDSON VALLEY,100,80,2/11/2008,4/8/2008,-----,Restructuring related to an acquisition of Pelco that  occurred in mid October 2007.,Mass Layoff,Mass  Layoff,"The Company policy does not include any  provisions for transfer, bumping or reassignment of employees when a mass  layoff occurs.","Janine M. Kalle, HR Manager",(845) 398-8700,1737
"Ocean Logistics LLC
199 Lowell    Avenue
Central Islip, NY 

  County: Suffolk | WIB: SUFFOLK | Region: LONG ISLAND",Warehouse distribution center,,251,251,1/30/2008,3/29/2008,3/29/2008,Economic,Plant Closing,Plant  Closing,"International  Brotherhood of Teamsters, Local 707 (208 affected) and the International Union  of Operating Engineers, Local 30 (3 affected)","Mariann Cheney, Regional Human Resources Manager",(845) 567-6830,1736
"Tech Valley Printing
2550 Ninth    Avenue
Watervliet, NY 12189","Full service commercial and publication printer with  large format sheet fed, cold and heat set web presses; complete in house  prepress, bindery, and distribution services.",Albany  | WIB: CAPITAL DISTRICT | Region: CAPITAL  DISTRICT,-----,50,2/7/2008,2/6/2008,-----,Economic,Mass Layoff,Mass  Layoff,"GCC/IBT - Graphic Communications International Union
  &  CWA Local 14156 - New York Typographical Union","John Smith, President",(518) 720-3939,1735
"Transervice Logistics Inc. (Motormen Haulage Division)
Hemlock Street and Boulevard Avenue
Central Islip, NY 11722",Transportation company that provides transportation  and other services from its Central Islip  facility to certain of their customers stores.,Suffolk | WIB: SUFFOLK | Region: LONG ISLAND,110,110,2/4/2008,3/29/2008,3/29/2008,"Transervice Logistics Inc. was advised on  January 29, 2008 that their customer, Ocean Logistics, may be closing their Central Islip facility on or about March 29, 2008,  whereby Transervice Logistics Inc. contract with Ocean Logistics would be  terminated.",Plant Closing,Plant  Closing,"IBT, Local  202","Edward J. Flannigan, President",(516) 488-3574 extension 228,1734
"CBS Studios Inc. - The Montel Williams Show
   433 West 53rd    Street and 423 West 55th Street
  New York, NY 10019",Talk Show,New York | WIB: NEW YORK CITY | Region: NEW YORK CITY,74,74 – A total of 50 employees will be separated on  4/11/08 and 24 enployees will be separated between 4/11/08 and 7/5/08.,2/1/2008,4/11/2008,7/5/2008,FOX's stations not renewing the show,Plant Closing,Plant  Closing,-----,"Eileen Sherwin, Director, Human Resources",(212) 541-0207,1733
"Altria Group, Inc. and Altria Corporate Services, Inc.
   120 Park Avenue, 12th Floor
  New York, NY 10017",Office and administrative operations/services to  Phillip Morris USA,New York | WIB: NEW YORK CITY | Region: NEW YORK CITY,440,440,1/30/2008,3/31/2008,12/31/2008,Company restructuring,Plant Closing,Plant  Closing,"There are no bumping rights that can be  exercised. Some employees in New York will be offered opportunities to relocate to  other offices, including Richmond, Virginia and Lausanne,   Switzerland.","Michael A. Wright, VP, HR & Technology",(917) 663-4140,1731
"Ocean Logistics LLC
   199 Lowell    Avenue
  Central Islip, NY 
   
  County: Suffolk | WIB: SUFFOLK | Region: LONG ISLAND",Warehouse distribution center,,251,251,1/30/2008,3/29/2008,3/29/2008,Economic,Plant Closing,Plant  Closing,"International  Brotherhood of Teamsters, Local 707 (208 affected) and the International Union  of Operating Engineers, Local 30 (3 affected)","Mariann Cheney, Regional Human Resources Manager",(845) 567-6830,1730
"Interpharm, Inc.
   75 and 85    Adams Avenue
  Hauppauge, NY 11788","Developer, manufacturer and distributor of high  quality generic pharmaceuticals",Suffolk | WIB: SUFFOLK | Region: LONG ISLAND,-----,79 (both sites),1/30/2008,1/29/2008,-----,Economic,Layoff,Layoff,There is no union representation at these  locations,"Jennine Zezima, Director of Human Resources",(631) 656-5086,1729
"Sandoz
227-15 North    Conduit Avenue
Laurelton, NY 11413",Manufacturer of generic pharmaceutical products,Queens | WIB: NEW YORK CITY | Region: NEW YORK CITY,193,193,1/23/2008,3/21/2008,3/21/2008,Entered a contract to sell facility,Plant Closing,Plant  Closing,The affected employees do not have bumping  rights.,"Steven H. Chezum, Sr. HR Compliance Specialist,  Director Level, Sandoz",(718) 276-8600 extension 303,1728
"Federal Reserve Bank of New York
120 Airline    Street
Oriskany, NY 13424",Handles check processing for upstate NY area,Oneida  | WIB: HMO | Region: CENTRAL  REGION,128,128,1/23/2008,3/28/2008,3/28/2008,Due to dramatic and irreversible changes taking place  in the check business,Plant Closing,Plant  Closing,Affected employees do not have bumping  rights and are not represented by a union.,"Marge Mullins, Human Resources Officer",(212) 720-5520,1727
"Metro One
100 Engineers    Road
Hauppauge, NY 
  
  County: Suffolk | WIB: SUFFOLK | Region: LONG ISLAND",Call Center,,172,172,1/7/2008,3/7/2008,3/7/2008,Economic,Plant Closing,Plant  Closing,-----,"L. Lynne Michaelson, Vice President, Human Resources",(503) 524-1612,1720
"Penny Curtiss Baking Co., Inc. a wholly owned  subsidiary of Penn Traffic Company
1810 Lemoyne    Avenue
Syracuse, NY",Commercial bakery operation,Onondaga | WIB: ONONDAGA | Region: CENTRAL  REGION,174,174,1/4/2008,1/2/2008,1/2/2008,Economic,Plant Closing,Plant  Closing,"Local One  UFCW, Teamsters Local 317 and Local 116","Christine McMahon, Sr Vice President Human Resources  and Labor Relations",(315) 461-2340,1719
"IFMG Securities, Inc.
100 Manhattanville Road
Purchase, NY 10577",Broker Dealer,Westchester | WIB: WESTCH/PTNM | Region: HUDSON VALLEY,-----,170,1/3/2008,"The  first round of separations is scheduled for March 4, 2008.",-----,Acquired by LPL Financial,Mass Layoff,Mass  Layoff,None of the affected employees is  represented by a union.,Peggy L. Ho,(617) 897-4348,1717
