Company,Business Type,County,Total Employees,Number Affected,Date of Notice,Layoff Date,Closing Date,Reason for Dislocation,Classification,Reason Stated for Filing,Union,Contact,Phone,Case_ID
CONCENTRA INC.,MEDICAL,NASSAU | SSA Name: OYSTER BAY | Region: LONG ISLAND,37,32,8/13/2004 Control Number: 2004-024,10/5/2004,---,ECONOMIC,,LAYOFF,,"PAM LIFSEY, VPHR Phone: 800 243-2336",,939
,MEDICAL EQUIPMENT SALES,SUFFOLK | SSA Name: SUFFOLK | Region: LONG ISLAND,2,2,,9/27/2004,---,ECONOMIC,,LAYOFF,,"CRISTY WHEELER, DIR. LEGAL DEPT.; 317 249-2420",,937
,PHARMACEUTICALS,ONONDAGA | SSA Name: ONONDAGA | Region: CENT VAL REGION,120,120,,TO BE DETERMINED,TO BE DETERMINED,"ECONOMIC - 
several buildings of the bulk manufacturing operation will close",,CLOSING,,"SALLIE BIITTNER, DIR. H.R.; Phone: 315 432-4768",,935
,BUSINESS SERVICES,NASSAU | SSA Name: HEMPSTEAD | Region: LONG ISLAND,73,73,,9/29/2004,12/31/2004,ECONOMIC,PLANT CLOSING,UNIT CLOSING,,"BETH NOONAN, HR PARTNER ; Phone: 201 296-4461",,934
,MFG. OF FABRICS,QUEENS | SSA Name: NEW YORK CITY | Region: NEW YORK CITY,95,33,,9/30/2004,---,ECONOMIC,,LAYOFF,UNITE,KYLE HOMAN ; 212 265-7000,,933
,"MFG. OF CUTLERY, KNIVES, TOOLS",ULTSTER | SSA Name: ULSTER | Region: HUDSON VALLEY,280,280,,7/30/2004,7/30/2004,ECONOMIC,,CLOSING,NONE,"DAWN BLADES, DIR. H.R. OR WALTER GARDINER, PRES. , 800 351-9658",,932
,BANK,RICHMOND | SSA Name: NEW YORK CITY | Region: NEW YORK CITY,N/A,24,,10/1/2004,N/A,"ECONOMIC - 
Layoffs to take place also at Beach St. and Prospect Ave.",,LAYOFF,,"CATHERINE ARCURI, FIRST VPHR; Phone: 718 697-2960",,931
,APPLICATION PROCESSING,KINGS | SSA Name: NEW YORK CITY | Region: NEW YORK CITY,N/A,118,,9/30/2004,N/A,ECONOMIC,OTHER,LAYOFF,,"WENDY PATITUCCI OR RICHARD F. ROTHBARD, PRESIDENT;",212 417-8507,929
,COMMUNICATIONS,ROCKLAND | SSA Name: ROCKLAND | Region: HUDSON VALLEY,134,134,,9/29/2004,9/29/2004,CONSOLIDATION,,UNIT CLOSING,,"ANNETTE LOWTHER, ASSOC. DIR. HR ; 845 365-7808",,927
,HOTEL,NEW YORK | SSA Name: NEW YORK CITY | Region: NEW YORK CITY,205,205,,BEGINNING 9/22/2004,APPROXIMATELY 9/22/2004,SALE,,SALE/ CLOSING,NYHMTC; HEREIU; SEIU,"MARK MILLER, GEN. MGR.; Phone: 212 254-0060",,926
,FOOD SERVICE,ERIE | SSA Name: ERIE | Region: WESTERN REGION,19,19,,BEGINNING 8/6/2004,12/31/2004,NEW VENDOR HIRED,,LAYOFF,,"MARIAN WIDMER, GEN. MGR. ; Phone: 716 631-7555",,925
,MFG. OF RESCUE EQUIPMENT,CORTLAND | SSA Name: CAYUGA/CORT | Region: CENTRAL REGION,205,205,,BEGINNING 9/15/2004,12/31/2004,ECONOMIC,PLANT CLOSING,CLOSING,,"BOBBY C. HERRING, VP; Phone: 352 861-3594",,924
,HOTEL,ERIE | SSA Name: ERIE | Region: WESTERN REGION,110,110,,9/22/2004,9/22/2004,ECONOMIC,PLANT CLOSING,SALE / CLOSING,,"STEVEN DOUGHERTY, GEN.MGR.; 716 634-2300",,923
,BUSINESS MEDIA,NEW YORK | SSA Name: NEW YORK CITY | Region: NEW YORK CITY,386,386,,10/31/2004,10/31/2004,ECONOMIC,,CLOSING,,"SUZANNE YATES, SPHR; Phone: 609 683-6253",,921
,FINANCIAL,MONROE | SSA Name: MONROE | Region: FINGER LAKES,51,51,,10/1/2004,10/1/2004,ECONOMIC,,OFFICE CLOSING,NONE,"ASHLEY CINK, MGR. HR; Phone: none given",,920
,HOCKEY LEAGUE OFFICES,NEW YORK | SSA Name: NEW YORK CITY | Region: NEW YORK CITY,N/A,96,,9/20/2004 - 10/15/04,N/A,ECONOMIC,,LAYOFF,NONE,"CRAIG HARNETT, EXEC. VP; 212 789-2143",,919
,SHOE SHOW ROOM,NEW YORK | SSA Name: NEW YORK CITY | Region: NEW YORK CITY,4,4,,9/24/2004,9/24/2004,ECONOMIC,,CLOSING,,"AIDA TEJERO-DECOLLI, SR. VP, 215 781-5207",,918
,RETAIL STORE,,25,25,,NO LATER THAN 9/30/2004,NO LATER THAN 9/30/2004,BANKRUPTCY,OTHER,CLOSING,NONE,"MARK SPELLER, 603 775-1467, 32 INDUSTRIAL DR., EXETER, NH 03833",,914
,MANUFACTURE OF AUTO AIR CONDITIONING COMPONENTS,,97 (plus 72 seasonal employees),97 (plus 72 seasonal employees),7/16/2004 Control Number: 2004-006,9/13/2004,12/31/2004,ECONOMIC,,CLOSING,,"MICHELE ROFFO, DIR. H.R. Phone: 914 798-7913",,912
"ST. JOSEPH'S HOSPITAL 
  SAINT VINCENT CATHOLIC MEDICAL CENTERS
  158-40 79TH AVENUE
  FLUSHING, NY 11366",HOSPITAL,,436,436,7/15/2004 Control Number: 2004-005,9/14/2004,9/28/2004,ECONOMIC- This is part of a turnaround plan to create a financially sound Medical network. They will try to place affected workers in their other facilities in existing vacancies.,PLANT CLOSING,CLOSING,SEIU 1199; 803,"M. ANTHONY NAPOLI, SVP, CHIEF HR , 212 356-4719",,911
"VERIZON WIRELESS 
CUSTOMER FINANCIAL SERVICES (CFS)
2000 CORPORATE DRIVE
ORANGEBURG, NY 10962",COMMUNICATIONS,ROCKLAND | SSA Name: ROCKLAND | Region: HUDSON VALLEY,74,74,7/13/2004 Control Number: 2004-W004,9/15/2004,9/15/2004,ECONOMIC- Closing of the call center.,PLANT CLOSING,UNIT CLOSING,,ANNETTE LOWTHER Phone: 845 765-7808,,909
"WACHOVIA CORPORATION
  111 8TH AVENUE
NEW YORK, NY",FINANCIAL,NEW YORK | SSA Name: NEW YORK CITY | Region: NEW YORK CITY,,67,7/9/2004 Control Number: 2004-003,4/15/2004 - 12/31/04,NA,ECONOMIC - Integration of business units,,LAYOFF,,"ANN MARIE SMITH, VPHR, 704 374-7903",,908
"LANGENSCHEIDT PUBLISHERS, INC.
46-35 54TH ROAD
MASPETH, NY 11378",PUBLISHING,QUEENS | SSA Name: NEW YORK CITY | Region: NEW YORK CITY,55,55,7/6/2004 Control Number: 2004-002,9/7/2004,9/21/2004,ECONOMIC,,CLOSING,,"STUART DOLGINS, PRESIDENT, 718 784-9054",,905
"SUNREST HEALTH FACILITIES
125 EAST OAKLAND AVENUE
PORT JEFFERSON, NY 11777",NURSING SERVICES,SUFFOLK | SSA Name: SUFFOLK | Region: LONG ISLAND,46,46,7/6/2004 Control Number: 2004-001,9/1/2004,9/30/2004,ECONOMIC - There is a nursing home and manor at this location. The nursing home will remain open.,OTHER,CLOSING,"SEIU, 1199","ROBERT SCHERDEL, 631 928-2000",,904
"MONTIFIORE MEDICAL CENTER - LOEB CENTER
111 EAST 210TH ST .
BRONX, NY 10467",LONG TERM CARE FACILITY,BRONX | SSA Name: NEW YORK C ITY | Region: NEW YORK CITY,95,95,6/28/2004 Control Number: 2003-166,8/31/2004,8/31/2004,ECONOMIC,PLANT CLOSING,CLOSING,"SEIU , LO. 1199, NYS NURSES ASSOCIATION, AMER. PHYSICAL THERAPY ASSOC.,","CINDY RAMSEY, HR MGR. , 718 920-4472",,896
"TRAFALGAR TOURS USA
29-76 NORTHERN BLVD.
LONG ISLAND CITY, NY 11101
County: QUEENS | SSA Name: NEW YORK CITY | Region: NEW YORK CITY",TOURISM,,128,128,6/25/2004 Control Number: 2003-165,6/18/2004,6/18/2004,ECONOMIC,,CLOSING,---,"JOHN SEVERINI, PRES. ; 718 685-3535",,894
ROEHLEN ENGRAVING,"ENGRAVING- TEXTURED ROLLS, PLATES, MOLDS",MONROE | SSA Name: MONROE | Region: FINGER LAKES,50,50,6/24/2004 Control Number: 2003-164,6/16/2004,6/30/2004,ECONOMIC,,CLOSING,USW; LEO GERARD,"MATTHEW PURSEL, CONTROLLER, 585 475-1250",,893
"STROEHMANN BAKERIES, LC",BAKERY,ERIE | SSA Name: ERIE | Region: WESTERN REGION,104,104,6/24/2004 Control Number: 2003-163,6/21/2004,8/20/2004,ECONOMIC,,UNIT CLOSING,"BCTGIU, LO. 802; RON LUCAS, 716 668-8007","DANIEL P. BABIN, SR. VP OPERATIONS OR NANCY FOX 800 289-7876",,892
"BETH ISRAEL MEDICAL CENTER
  HERBERT & NELL SINGER DIVISION
  170 E. END AVENUE
  NEW YORK, NY 10128
  County: NEW YORK | SSA Name: NEW YORK CITY | Region: NEW YORK CITY",MEDICAL FACILITY,,1266,1266,,8/6/2004,8/6/2004,"ECONOMIC -This division is being sold - there are now 
  several bids on it.
  It is not known if the purchaser will change the function of the facility. So 
  as of now they are assuming that all the staff will be laid off.",PLANT CLOSING,UNIT CLOSING,"AFL/CIO, SEIU, DENNIS RIVERA","BART METZGER, CORPORATE VPHR, 212 523-3050",,884
"FEUZ MANUFACTURING, INC.
  679 MARIAVILLE RD.
  SCHENECTADY, NY 
  County: SCHENECTADY | SSA Name: CAPITAL DISTRICT | Region: CAPITAL DISTRICT",MFG. OF PRECISION PARTS FOR TURBINES,,84,27,,6/15/2004,---,ECONOMIC,OTHER,LAYOFF,,"GARY A. FEUZ , 518 355-2000",,883
"MANCHESTER TECHNOLOGIES, INC.
  160 OSER AVENUE
  HAUPPAUGE, NY 11788
  County: SUFFOLK | SSA Name: SUFFOLK | Region: LONG ISLAND",TECHNOLOGY SERVICES,,---,104,,8/31/2004,---,ECONOMIC,LAYOFF,LAYOFF,,"ROSE ANN GORDON, DIR. H.R. , 631 951-7048",,881
"CONCENTRA INC.
  1000 WOODBURY RD.
  WOODBURY, NY 11797
  County: NASSAU | SSA Name: OYSTER BAY | Region: LONG ISLAND",MEDICAL,,129,69,,7/25/2004,---,ECONOMIC,MASS LAYOFF,LAYOFF,,"PAM LIFSEY, VPHR, 800 243-2336",,879
"USF RED STAR
  34 WRIGHT AVENUE
  AUBURN, NY 13021
  County: CAYUGA | SSA Name: CAYUGA/CORT | Region: CENTRAL REGION",TRUCKING,,95,95,,5/23/2004,5/23/2004,"According to the employer- a strike action by the Teamster 
  Union beginning 5/21/04. See Labor Disputes Bulletin #04-18 dated 6/1/04 on 
  the INTRANET.",PLANT CLOSING,CLOSING,TEAMSTERS LO. 294,"BRADLEY D. EAGLESTON, VPHR, 315 253-2721",,876
"MONTIFIORE DIALYSIS FACILITY
  (MONTIFIORE I AND II DIALYSIS )
  3547-49 WEBSTER AVENUE
  BRONX, NY 10467
  County: BRONX | SSA Name: NEW YORK CITY | Region: NEW YORK CITY",MEDICAL,,71,71,,POSSIBLY BEGINNING 5/24/2004,TO BE DETERMINED BASED ON REASSIGNMENT OF PATIENTS,"TERMINATION OF MEDICARE PARTICIPATION BY CENTERS FOR 
  MEDICARE AND MEDICAID SERVICES (CMS) AS OF 5/20/04",PLANT CLOS. (UNIT),UNIT CLOSING,,"BRIAN BRANDENBURG, ADMINISTRATOR, 718 798-8800",,874
"FIRST AMERICAN REAL ESTATE INFORMATION
		58 SOUTH SERVICE RD., STE. 210
MELVILLE, NY  11747
County:		SUFFOLK | SSA Name: SUFFOLK  | Region: LONG ISLAND

Contact:		MELANIE DIVELY, HR	, 214 571-1554

Business Type: 	Real Estate Services

Number Affected:	108

Total Employees:		108

Layoff Date:	Beginning June 30, 2004	

Closing Date:	Approx. 7/16/2004	

Reason for Dislocation:	ECONOMIC

ERNUM: 6482983			

Classification: 	PLANT CLOSING","Real Estate Services

Number Affected:	108

Total Employees:		108

Layoff Date:	Beginning June 30, 2004	

Closing Date:	Approx. 7/16/2004	

Reason for Dislocation:	ECONOMIC

ERNUM: 6482983			

Classification: 	PLANT CLOSING","SUFFOLK | SSA Name: SUFFOLK  | Region: LONG ISLAND

Contact:		MELANIE DIVELY, HR	, 214 571-1554

Business Type: 	Real Estate Services

Number Affected:	108

Total Employees:		108

Layoff Date:	Beginning June 30, 2004	

Closing Date:	Approx. 7/16/2004	

Reason for Dislocation:	ECONOMIC

ERNUM: 6482983			

Classification: 	PLANT CLOSING","108

Layoff Date:	Beginning June 30, 2004	

Closing Date:	Approx. 7/16/2004	

Reason for Dislocation:	ECONOMIC

ERNUM: 6482983			

Classification: 	PLANT CLOSING","108

Total Employees:		108

Layoff Date:	Beginning June 30, 2004	

Closing Date:	Approx. 7/16/2004	

Reason for Dislocation:	ECONOMIC

ERNUM: 6482983			

Classification: 	PLANT CLOSING",,"Beginning June 30, 2004	

Closing Date:	Approx. 7/16/2004	

Reason for Dislocation:	ECONOMIC

ERNUM: 6482983			

Classification: 	PLANT CLOSING","Approx. 7/16/2004	

Reason for Dislocation:	ECONOMIC

ERNUM: 6482983			

Classification: 	PLANT CLOSING","ECONOMIC

ERNUM: 6482983			

Classification: 	PLANT CLOSING",PLANT CLOSING,"CLOSING

Company:	FIRST AMERICAN REAL ESTATE INFORMATION
		58 SOUTH SERVICE RD., STE. 210
MELVILLE, NY  11747
County:		SUFFOLK | SSA Name: SUFFOLK  | Region: LONG ISLAND

Contact:		MELANIE DIVELY, HR	, 214 571-1554

Business Type: 	Real Estate Services

Number Affected:	108

Total Employees:		108

Layoff Date:	Beginning June 30, 2004	

Closing Date:	Approx. 7/16/2004	

Reason for Dislocation:	ECONOMIC

ERNUM: 6482983			

Classification: 	PLANT CLOSING",,,,869
"MOORE WALLACE RESPONSE MARKETING
(AN RR DONNELLEY COMPANY)
340 WALES AVE.
TONAWANDA, NY  14150
County:		ERIE | SSA Name: ERIE  | Region: WESTERN REGION
Contact:		STEVE CAMPBELL, HR. MGR,  716 693-3899

Business Type: 	MARKETING/ PUBLISHING

Number Affected:	83

Total Employees:		83

Layoff Date:	BEGINNING 7/16/2004	

Closing Date:	APPROX. 8/1/2004	

Reason for Dislocation:	ECONOMIC

ERNUM: 2750173	

Classification: 	PLANT CLOSING","MARKETING/ PUBLISHING

Number Affected:	83

Total Employees:		83

Layoff Date:	BEGINNING 7/16/2004	

Closing Date:	APPROX. 8/1/2004	

Reason for Dislocation:	ECONOMIC

ERNUM: 2750173	

Classification: 	PLANT CLOSING","ERIE | SSA Name: ERIE  | Region: WESTERN REGION
Contact:		STEVE CAMPBELL, HR. MGR,  716 693-3899

Business Type: 	MARKETING/ PUBLISHING

Number Affected:	83

Total Employees:		83

Layoff Date:	BEGINNING 7/16/2004	

Closing Date:	APPROX. 8/1/2004	

Reason for Dislocation:	ECONOMIC

ERNUM: 2750173	

Classification: 	PLANT CLOSING","83

Layoff Date:	BEGINNING 7/16/2004	

Closing Date:	APPROX. 8/1/2004	

Reason for Dislocation:	ECONOMIC

ERNUM: 2750173	

Classification: 	PLANT CLOSING","83

Total Employees:		83

Layoff Date:	BEGINNING 7/16/2004	

Closing Date:	APPROX. 8/1/2004	

Reason for Dislocation:	ECONOMIC

ERNUM: 2750173	

Classification: 	PLANT CLOSING",,"BEGINNING 7/16/2004	

Closing Date:	APPROX. 8/1/2004	

Reason for Dislocation:	ECONOMIC

ERNUM: 2750173	

Classification: 	PLANT CLOSING","APPROX. 8/1/2004	

Reason for Dislocation:	ECONOMIC

ERNUM: 2750173	

Classification: 	PLANT CLOSING","ECONOMIC

ERNUM: 2750173	

Classification: 	PLANT CLOSING",PLANT CLOSING,"CLOSING

Company:	
MOORE WALLACE RESPONSE MARKETING
(AN RR DONNELLEY COMPANY)
340 WALES AVE.
TONAWANDA, NY  14150
County:		ERIE | SSA Name: ERIE  | Region: WESTERN REGION
Contact:		STEVE CAMPBELL, HR. MGR,  716 693-3899

Business Type: 	MARKETING/ PUBLISHING

Number Affected:	83

Total Employees:		83

Layoff Date:	BEGINNING 7/16/2004	

Closing Date:	APPROX. 8/1/2004	

Reason for Dislocation:	ECONOMIC

ERNUM: 2750173	

Classification: 	PLANT CLOSING",,,,868
"WACHOVIA CORPORATION
  1 NEW YORK PLAZA
  NEW YORK, NY 
  County: NEW YORK | SSA Name: NEW YORK CITY | Region: NEW YORK CITY",FINANCIAL,,954,954,,1/20/2004,4/30/2005,ECONOMIC,PLANT CLOSING (UNIT CLOS.),DISLOCATION,,"ERIC GUTHRIE , 704 374-7903 ; 
  ANNE MARIE SMITH, VPHR, 704 374-7903",,859
"BSB BANK & TRUST COMPANY
  58-68 EXCHANGE ST.
  BINGHAMTON, NY 13901
  County: BROOME | SSA Name: BROOME/TIOGA | Region: SOUTHERN TIER",BANK,,81,81,,6/30/2004,12/31/2004,"THESE BRANCHES WILL BE CLOSED AS A RESULT OF A MERGER 
  WITH SBU BANK",PLANT CLOSING,6 CLOSINGS,,"ROY BROCK, SR.V.P. Phone: 607 779-2345",,858
"LIBERTY LINES TRANSIT, INC.
  59 BABCOCK PLACE
  YONKERS, NY 10701
  County: WESTCHESTER | SSA Name: YONKERS | Region: HUDSON VALLEY",BUS TRANSPORTATION,,913,Not known at thie time,,If takeover occurs 6/30/04,If takeover occurs 6/30/04,"FUNDING- Proposed takeover by the MTA- this also includes 
  their
  facilities at 475 Saw Mill River Rd., Yonkers and 101 Grasslands Rd., Valhalla.",CONDITIONAL,CONDITIONAL NOTICE,TWU- LO. 100,JERRY D'AMORE Phone: 914 376-6448,,857
"QUEENS SURFACE CORP.
  128-15 28TH AVE.
  FLUSHING, NY 11354
  County: QUEENS | SSA Name: NEW YORK CITY | Region: NEW YORK CITY",PUBLIC TRANSPORTATION,,789,Not known at this time,,Proposed transfer to MTA- 7/1/04,If takeover occurs 6/30/04,FUNDING- Proposed takeover by MTA,CONDITIONAL,CONDITIONAL NOTICE,"TRANSPORT WORKERS, LO. 100",MYRA BURKE Phone: 718 445-3500,,856
"FOUR WINDS SYRACUSE (Parent Co. - ARBOR WINDS, LLC)
  650 SALINA ST.
  SYRACUSE, NY 13202
  County: ONONDAGA | SSA Name: ONONDAGA | Region: CENTRAL REGION",HOSPITAL,,226,226,,4/30/2004,"4/30/2004 - a core group of 12 employees will remain temporarily 
  to close the hospital","REVOCATION OF CERTIFICATE OF OPERATION - The employer 
  states that they were unable to give 60 days due to unforseen business circumstances.",PLANT CLOSING,CLOSING,,"HEATHER D. DIDDLE, WHITEMAN OSTERMAN & HANNA, LLP Phone: 518 487-7600",,855
"INDEPENDENCE COMMUNITY BANK
  15 BEACH ST.
  STATEN ISLAND, NY 10304
  County: RICHMOND | SSA Name: NEW YORK CITY | Region: NEW YORK CITY",BANK,,,60,,6/18/2004,N/A,ECONOMIC,"OTHER
  ----------------------------------------------------------------------------------------------------------------------",2 LAYOFFS,NONE,"CATHERINE ARCURI, FIRST VPHR, 718 697-2960",,852
"KRAFT FOODS, INC.
  800 WESTCHESTER AVE.
  RYE BROOK, NY 10573
  County: WESTCHESTER | SSA Name: WESTCH/PTNM | Region: HUDSON VALLEY",FOOD MFG.,,550,50,,6/30/2004,12/31/2004,ECONOMIC,,Layoff,,"CAROL BONAVITA, SR. HR MGR. ; Phone: number not included",,851
"NEW YORK BUS SERVICE
  INTERSTATE 95 AT EXIT 13
  BRONX, NY 10475
  County: KINGS | SSA Name: NEW YORK CITY | Region: NEW YORK CITY",BUS LINES,,546,Possibly 231,,6/30/2004,n/a,"The employer states that if there is a takeover of 
  private bus lines by the MTA on 7/1/04, they will experience a layoff and termination 
  of several express bus lines they operate.",CONDITIONAL,CONDITIONAL NOTICE,"TWU, LO. 100","JIM O'REILLY, PRESIDENT, 718 994-5500",,850
"GREEN BUS LINES, INC.
  165-25 147TH AVE.
  JAMAICA, NY 11434
  County: QUEENS | SSA Name: NEW YORK CITY | Region: NEW YORK CITY",TRANSPORTATION,,606,---,,7/1/2004 - If a layoff occurs,---,"THE EMPLOYER STATES: “…in the event the 
  City of New York does not adjust the funding of its operations and extend the 
  operating authority [of this bus company]…., then at 12:01 A.M. on July 
  1, 2004, the Company will effect a mass layoff and permanent complete shut-down 
  of its facility [at this location] …”","CONDITIONAL
  ---------------------------------------------------------------","CONDITIONAL NOTICES 
  (IN THE EVENT A LAYOFF/CLOSING OCCURS)","AFL-CIO ATU1179; JOHN LONGO, PRES., 147-12 ARCHER AVE., NYC 11435","JEROME COOPER, CEO , 718 526-0800",,849
"HOLIDAY INN SELECT HOTEL - LODGIAN, INC.
  300 THIRD ST.
  NIAGARA FALLS, NY 
  County: NIAGARA | SSA Name: NIAGARA | Region: WESTERN REGION",HOTEL,,148,Not known at this time,4/23/2004 Control Number: 2003-137,6/30/2004,---,"POSSIBLE SALE- If the hotel is sold, it will be closed 
  and 
  all 148 employees will be affected.",,POSSIBLE SALE AND CLOSING,,"CAROL L. MAYNE, VPHR, 404 365-2781",,847
"INDEPENDENCE COMMUNITY BANK
  15 BEACH ST.
  STATEN ISLAND, NY 10304
  County: RICHMOND | SSA Name: NEW YORK CITY | Region: NEW YORK CITY",BANK,,,7,,6/18/2004,N/A,ECONOMIC,"OTHER
  ----------------------------------------------------------------------------------------------------------------------",2 LAYOFFS,NONE,"CATHERINE ARCURI, FIRST VPHR, 718 697-2960",,846
"ETHAN ALLEN INC.
  GROVE STREET, PO BOX 119
  BOONVILLE, NY 13309
  County: ONEIDA | SSA Name: HMO | Region: CENTRAL REGION",MFG. OF FURNITURE,,256,256,,6/18/2004,6/18/2004,ECONOMIC,PLANT CLOSING,PLANT CLOSING,,"LOIS COMPO, HR MGR. , 315 942-4471",,844
"LABCORP
  115 DELAFIELD ST.
  POUGHKEEPSIE, NY 12601
  County: DUTCHESS | SSA Name: DUTCHESS | Region: HUDSON VALLEY",MEDICAL,,,119,,6/18/2004,,ECONOMIC,OTHER,LAYOFF,,"COLIN KNOWLES, REGIONAL OPERATIONS MGR. 203 574-1344",,843
"PURDUE PHARMA LP
  444 SAW MILL RIVER ROAD
  ARDSLEY, NY
  County: WESTCHESTER",PHARMACEUTICALS,,,149,,To be announced,---,ECONOMIC,OTHER,LAYOFF,,"DANIELLE NELSON, VPHR 203 588-7035",,838
"NORTHEAST CENTER FOR SPECIAL CARE (""NCSC"")
  300 GRANT AVENUE
  LAKE KATRINE, NY 12449
  County: ULSTER | SSA Name: ULSTER | Region: HUDSON VALLEY",NURSING/REHABILITATION FACILITY,,530,0,,---,---,"Notification given pending CMS (Medicare/Medicaid) 
  recertification. Employer states that if they are re-surveyed and re-certified 
  by 4/25/04, no dislocation will occur.",OTHER,CONDITIONAL NOTIFICATION,,"ANN BELCHER, CEO, 845 336-3500",,836
"PACTIV CORPORATION
		2651 BRICKYARD ROAD
CANANDAIGUA, NY  14424

County:		ONTARIO | SSA Name: FINGER LAKES  | Region: FINGER LAKES

Contact:		FENTON MORAN, REGIONAL H R MGR	,  585 393-5393


Business Type: 	PACKAGING

Number Affected:	85  (Some may relocate to another facility)

Total Employees:		

Layoff Date:	5/31/2004	

Closing Date:	n/a	

Reason for Dislocation:	CONSOLIDATION

ERNUM: 2650107		

Classification: 	OTHER","PACKAGING

Number Affected:	85  (Some may relocate to another facility)

Total Employees:		

Layoff Date:	5/31/2004	

Closing Date:	n/a	

Reason for Dislocation:	CONSOLIDATION

ERNUM: 2650107		

Classification: 	OTHER","ONTARIO | SSA Name: FINGER LAKES  | Region: FINGER LAKES

Contact:		FENTON MORAN, REGIONAL H R MGR	,  585 393-5393


Business Type: 	PACKAGING

Number Affected:	85  (Some may relocate to another facility)

Total Employees:		

Layoff Date:	5/31/2004	

Closing Date:	n/a	

Reason for Dislocation:	CONSOLIDATION

ERNUM: 2650107		

Classification: 	OTHER","Layoff Date:	5/31/2004	

Closing Date:	n/a	

Reason for Dislocation:	CONSOLIDATION

ERNUM: 2650107		

Classification: 	OTHER","85  (Some may relocate to another facility)

Total Employees:		

Layoff Date:	5/31/2004	

Closing Date:	n/a	

Reason for Dislocation:	CONSOLIDATION

ERNUM: 2650107		

Classification: 	OTHER",,"5/31/2004	

Closing Date:	n/a	

Reason for Dislocation:	CONSOLIDATION

ERNUM: 2650107		

Classification: 	OTHER","n/a	

Reason for Dislocation:	CONSOLIDATION

ERNUM: 2650107		

Classification: 	OTHER","CONSOLIDATION

ERNUM: 2650107		

Classification: 	OTHER",OTHER,"LAYOFF

Company:	PACTIV CORPORATION
		2651 BRICKYARD ROAD
CANANDAIGUA, NY  14424

County:		ONTARIO | SSA Name: FINGER LAKES  | Region: FINGER LAKES

Contact:		FENTON MORAN, REGIONAL H R MGR	,  585 393-5393


Business Type: 	PACKAGING

Number Affected:	85  (Some may relocate to another facility)

Total Employees:		

Layoff Date:	5/31/2004	

Closing Date:	n/a	

Reason for Dislocation:	CONSOLIDATION

ERNUM: 2650107		

Classification: 	OTHER",,"FENTON MORAN, REGIONAL H R MGR	,  585 393-5393


Business Type: 	PACKAGING

Number Affected:	85  (Some may relocate to another facility)

Total Employees:		

Layoff Date:	5/31/2004	

Closing Date:	n/a	

Reason for Dislocation:	CONSOLIDATION

ERNUM: 2650107		

Classification: 	OTHER",,834
"QUEENS CABLE CONTRACTORS, INC.
  35-27 35 ST.
  LIC, NY 11106
  County: QUEENS | SSA Name: NEW YORK CITY | Region: NEW YORK CITY",CABLE SERVICES,,194,194,,5/28/2004,5/28/2004,ECONOMIC,PLANT CLOSING,CLOSINGS,"IBEW, LANCE VAN ARSDALE, 158-11 HARRY VAN ARDSDALE AVE, FLUSHING 11365","STAN WOYCHUK, REGIONAL MANAGER, 718 729-6515",,833
"FIRST DATA - CONCORD PAYMENT SYSTEMS
  500 7TH AVE., 18TH FLOOR
  NEW YORK, NY 
  County: NEW YORK | SSA Name: NEW YORK CITY | Region: NEW YORK CITY",FINANCIAL,,56,56,,3/29/2004,To be announced,ECONOMIC,PLANT CLOSING,CLOSING,,"MICHAEL COX, VPHR , 916 435-3778",,832
"SORRENTO LACTALIS, INC.
  2 SORRENTO DRIVE
  GOSHEN, NY 
  County: ORANGE | SSA Name: ORANGE | Region: HUDSON VALLEY",MANUFACTURE OF CHEESES,,68,68,,5/28/2004,5/28/2004,ECONOMIC,PLANT CLOSING,PLANT CLOSING,,"JENNIFER WARE, MANAGER, 845 294-9701",,831
"TAYLOR & FRANCIS BOOKS, INC.
  270 MADISON AVE.
  NEW YORK, NY 10016
  County: NEW YORK | SSA Name: NEW YORK CITY | Region: NEW YORK CITY",BOOK SALES,,,73,,6/25/2004,N/A,ECONOMIC,OTHER,LAYOFF,,"FENTON MARKEVICH, PRES. AND CEO, 561 998-2570",,828
"SIERRA MILITARY HEALTH SERVICES, INC. (SMHS)
  AT GRIFFIS TSC
  584 PHOENIX DR.
  ROME, NY 13441
  County: ONEIDA | SSA Name: HMO | Region: CENTRAL REGION",HEALTH SERVICES,,25,25,,7/23/2004,4/30/2005,"CONTRACT WITH THE DEPT. OF DEFENSE TO PROVIDE SERVICES 
  WAS NOT RENEWED.",OTHER,CLOSINGS,,"ELLERY JOYEAU, DIR. H.R., 410 864-2371",,827
"NEW ERA CAP CO., INC.
  MYRTLE AVENUE
  BUFFALO, NY 
  County: ERIE | SSA Name: ERIE | Region: WESTERN REGION",MFG.,,372,"277 ( 95 WILL BE TRANSFERRED TO THE DERBY, NY FACILITY )",,6/1/2004,6/30/2004,ECONOMIC,PLANT CLOSING,PLANT CLOSING,"INDEPENDENT UNION, ANTHONY LIPSKI, TONAWANDA, NY 14150","TIMOTHY FREER, VPHR, 716 549-0445",,826
"ARISTA RECORDS/ BMG MUSIC
  888 7TH AVE.
  NEW YORK, NY 10019
  County: NEW YORK | SSA Name: NEW YORK CITY | Region: NEW YORK CITY",MUSIC,,123,75,,3/26/2004,N/A,ECONOMIC,MASS LAYOFF,LAYOFF,,"JENNIFER LARABEE, ESQ., 212 930-4122",,825
