Company,Business Type,County,Total Employees,Number Affected,Date of Notice,Layoff Date,Closing Date,Reason for Dislocation,Classification,Reason Stated for Filing,Union,Contact,Phone,Case_ID
"Eastman Kodak Company  (Eastman Business Park) 1669 Lake Avenue Rochester, NY 14650",Photographic equipment and Supplies,Monroe | WIB Name: MONROE| Region: Finger Lakes Region,-----,1,7/30/2015,10/27/2015,-----,Economic,Plant Layoff,Plant Layoff,Bumping rights  do exist.,"Kim  M. Chesher-Nguyen, Supervisor, US Employee Services",(585) 781-1758,5239
"SUNY Downstate Medical Center  at LICH - StaffCo of Brooklyn LLC 339 Hicks Street Brooklyn, NY 11201",Medical Center,Kings | WIB Name: NEW YORK CITY| Region: New York City,111,61 (postponed for 20 workers),3/25/2013Amended:7/30/2015,Postponed to occur between 4/30/2015 and 8/27/2015.,TBD,Economic,Plant Closing,Plant Closing,"1199 SEIU United Healthcare Workers East, New York  State Nurses Association, Local 30 & 30 A-B-C-D of the International Union  of Operating Engineers, and Special and Superior Officers Benevolent  Association","Francesca  Tinti, Assistant Vice President for Human Resources",(718) 780-1500,5238
"Catholic Health Services Home  Support Services (CHS) 15 Power Drive Hauppauge, NY 11788",Home Support Services,Suffolk | WIB Name: SUFFOLK| Region: Long Island,40,40,2/6/2015Amended 7/27/2015,to occur between 9/16/2015 and 9/30/2015,9/30/2015,Sale  of CHS Home Support Services to Continued Care  of L.I. Inc.,Plant Closing,Plant  Closing,None of the  affected employees are represented by a union or will have “bumping” rights to  other positions.,"Mary Ellen  Polit, Chief Administrative Officer",(631) 465-6457,5237
"Menorah Home & Hospital  for the Aged Adult Day Health Center 6202 16th Avenue Brooklyn, NY 11204",Adult Day Center,Kings | WIB Name: NEW YORK CITY| Region: New York City,47,47,7/27/2015,10/25/2015,10/25/2015,Economic,Plant Closing,Plant  Closing,1199 SEIU,"Elliot M.  Brooks, Senior Vice President",(718) 630-2555,5236
,Alcohol & Substance Abuse Treatment & CASAC Training Centers,Bronx/Kings/Queens | WIB Name: NEW YORK CITY| Region: New York City,513 for all locations listed,513 for all locations listed,7/29/2015,9/21/2015,9/21/2015,Economic,Plant Closing,Plant Closing,No employee will have bumping rights.,Malynda Jordan,(718) 292-2240,5235
"Depalino Restaurant Corp.  DBA City Crab and Seafood  Company 235 Park Ave S New York, NY 10003",Restaurant,New York | WIB Name: NEW YORK CITY| Region: New York City,73,73,7/27/2015,8/30/2015,8/30/2015,Economic,Plant Closing,Plant Closing,Employees have  no bumping rights.,Pilar Chopa,(212) 253-6404,5233
"Advance Publications, Inc. Staten Island Advance 950 Fingerboard Road Staten Island, NY 10305",Newspaper Publication,Richmond | WIB Name: NEW YORK CITY| Region: New York City,-----,45,7/22/2015,10/23/2015,-----,Company Restructuring - Outsourcing certain business operations,Plant Layoff,Plant Layoff,Employees are  not represented by unions nor do they have bumping rights.,Caroline  Harrison,(718) 816-2852,5232
"Samsung Electronics America,  Inc. 123 West 18th Street, 7th  Floor New York, NY",Electronics Company,New York | WIB Name: NEW YORK CITY| Region: New York City,-----,42,7/23/2015,10/21/2015,-----,Terminate PX Project Research and Development Team,Plant Layoff,Plant  Layoff,Employees are  not unionized or otherwise organized.,Michelle  Ferrell,(972) 761-7756,5230
"Quirky Inc.Headquarters 606 West 28th Street New York, NY",Invention Company,New York | WIB Name: NEW YORK CITY| Region: New York City,-----,109,7/24/2015,to occur between 7/31/2015 and 8/14/2015,-----,Economic,Plant Layoff,Plant Layoff,No bumping rights exist and there are no bargaining unit employees.,"Maria Dunn, Sr. Director, People & Culture",(518) 332-5950,5229
"Restaurant Associates (The  Brooklyn Museum) 200 Eastern Parkway Brooklyn, NY 11238",Food Services,Kings | WIB Name: NEW YORK CITY| Region: New York City,32,32,7/22/2015,9/30/2015,9/30/2015,Loss of Contract,Plant Closing,Plant  Closing,"Unite Here, Local 100",Michael O’Brien,(212) 874-5530,5228
"Restaurant Associates (Credit  Suisse) 11 Madison Avenue New York, NY 10010",Food Services,New York/Kings | WIB Name: NEW YORK CITY| Region: New York City,42,42,7/24/2015,9/18/2015,9/18/2015,Building Renovations,Plant Closing,Plant  Closing,"Unite Here, Local 100",Joseph  DiPhillipo,(212) 325-5244,5227
"United Airlines, Inc. John F. Kennedy International  Airport, Terminal 7 Jamaica, NY 11430",Transcontinenal Flights/p.s. service,Queens | WIB Name: NEW YORK CITY| Region: New York City,271,271,7/21/2015Amended 7/21/2015,to  occur on or about 10/25/2015 or during the  14-day period thereafter,10/25/2015,Transfer operation to Newark Liberty International  Airport (EWR),Plant Closing,Plant  Closing,International Association of Machinists and Aerospace  Workers,David  Dome/Magda Morais,(973) 681-2040/(973) 681-0182,5226
"Gold Pure Food Products Co.  Inc. 1 Brooklyn Road Hempstead Village, NY 11550-6619",Food Products,Nassau | WIB Name: HEMPSTEAD| Region: Long Island,-----,56,7/21/2015Amended 7/21/2015,7/31/2015,-----,"Asset Purchase Agreement with Gold's Pure Foods, LLC",Plant Layoff,Plant  Layoff,Teamsters Local 802 Bakery & Warehouse Division,Steven Gold,(516) 483-5600,5225
"Sterling National Bank 1412 Broadway New York, NY 10018",Financial Institution,New York/Bronx | WIB Name: NEW YORK CITY| Region: New York City Westchester  | WIB Name: WESTCH/PTNM | Region: Mid-Hudson Region,-----,6,7/23/2015,to occur during a 14-day period commencing on 10/21/2015,-----,Economic,Plant Layoff,Plant  Layoff,There are no bumping rights.,"Jean Strella,  M.S., CBP, CCP, SPRH, Senior Vice President, Chief Human Capital Officer",(845) 369-8086,5224
"Sterling National Bank 500 7th Avenue New York, NY 10018",Financial Institution,New York | WIB Name: NEW YORK CITY| Region: New York City Westchester  | WIB Name: WESTCH/PTNM | Region: Mid-Hudson Region Rockland |  WIB Name: ROCKLAND| Region: Mid-Hudson Region Oyster Bay  | WIB Name: OYSTER BAY| Region: Long Island,-----,5,7/7/2015Amended 7/23/2015,to occur during a 14-day period commencing on 10/5/2015,-----,Economic,Plant Layoff,Plant  Layoff,There are no  bumping rights.,"Jean Strella,  M.S., CBP, CCP, SPRH, Senior Vice President, Chief Human Capital Officer",(845) 369-8086,5223
"Gold Pure Food Products Co.  Inc. 1 Brooklyn Road Hempstead Village, NY 11550-6619",Food Products,Nassau | WIB Name: HEMPSTEAD| Region: Long Island,-----,55,7/21/2015,7/31/2015,-----,"Asset Purchase Agreement with Gold's Pure Foods, LLC",Plant Layoff,Plant  Layoff,Teamsters Local 802 Bakery & Warehouse Division,Steven Gold,(516) 483-5600,5222
"United Airlines, Inc. John F. Kennedy International  Airport, Terminal 7 Jamaica, NY 11430",Transcontinenal Flights/p.s. service,Queens | WIB Name: NEW YORK CITY| Region: New York City,206,206,7/21/2015,to  occur on or about 10/25/2015 or during the  14-day period thereafter,10/25/2015,Transfer operation to Newark Liberty International  Airport (EWR),Plant Closing,Plant  Closing,International Association of Machinists and Aerospace  Workers,David  Dome/Magda Morais,(973) 681-2040/(973) 681-0182,5221
"The Great Atlantic Pacific  Tea Company Pathmark Store #6623 1764 Grand Avenue Baldwin, NY 11510",Supermarket,Nassau | WIB Name: HEMPSTEAD| Region: Long Island Suffolk | WIB Name: SUFFOLK| Region: Long Island Nassau | WIB Name: OYSTER BAY| Region: Long Island,128,128,7/18/2015,Separations expected to occur between 10/19/2015 and 11/1/2015,11/1/2015,Economic,Plant Closing,Plant  Closing,"UFCW Locals: 342, 1245, 338 & 1500, 1199 SEIU","Sheryl  Schermer, Vice President, Human Resources and Labor Relations",(201) 571-4018,5220
"Durham School Services 10-14 Tucker Drive Poughkeepsie, NY 12603",Transportation Services,Dutchess | WIB Name: DUTCHESS| Region: Mid-Hudson Region,76,76,7/16/2015,10/15/2015,10/15/2015,"Loss of Contract with Spackenkill United Free School  District, Dutchess County BOCES and Rhinebeck School District",Plant Closing,Plant  Closing,Bumping rights  do exist.,"Kelly Shaner,  Area Human Resources Manager",(630) 210-2724,5218
"Spanier Building Maintenance  Co., Inc. One Wall Street New York, NY",Building Service & Maintenance,New York | WIB Name: NEW YORK CITY| Region: New York City,40,40,6/18/2015,to  occur between 7/1/2015 and 9/25/2015,9/25/2015,Economic,Plant Closing,Plant  Closing,"Local 32BJ, SEIU","Kim Walsh,  Comptroller",(212) 868-3441,5216
,Transportation Department,Westchester | WIB Name: WESTCH/PTNM| Region: Mid-Hudson Region,10,10,7/9/2015,10/8/2015,10/8/2015,Economic,Plant Closing,Plant Closing,"Local 1181-1061 Amalgamated Transit Union AFL-CIO, Local 338 Retail, Wholesale, Department Store Union (TWDSU), United Food and Commercial Workers (UFCS) (Local338)","Bruce Stern, Director of Human Resources",(914) 220-4344,5214
"Gameloft, Inc. 275 7th Avenue New York, NY 10001",Game Developer,New York | WIB Name: NEW YORK CITY Region: New York City,68,68,7/8/2014,7/8/2015,7/8/2015,Economic,Plant Closing,Plant Closing,Bumping rights  do not exist.,Sherilyne  Smith,(212) 994-2505,5213
"Eastman Kodak  Eastman Business Park 343 State Street Rochester, NY",Photographic equipment and supplies,Monroe  | WIB Name: MONROE| Region: Finger Lakes Region,-----,1,7/7/2015,10/6/2015,-----,Economic,Plant Layoff,Plant  Layoff,Bumping rights  do not exist.,"Kim M. Chesher-Nguyen, Supervisor, US Employee Services",(585) 781-1758,5212
"Yeshiva University 1300 Morris Park Avenue Bronx, NY 10461",Medical School,Bronx | WIB Name: NEW YORK CITY| Region: New York City,1546,1546,4/1/2015Amended 7/8/2015,8/31/2015 or within 14 days of this date,8/31/2015 or within 14 days of this date,COM will take operational control,Plant Closing,Plant  Closing,"1199 SEIU, NYSNA, APTA","Yvonne M. Ramirez, Chief Human Resources Officer",(718) 430-2541,5211
"Michael Malotz Skilled  Nursing Facility (Michael Malotz) 120 Odell Avenue Yonkers, NY 10701",Skilled Nursing Facility,Westchester | WIB Name: WESTCH/PTNM| Region: Mid-Hudson  Region,226,226,3/31/2015  Amended 7/10/2015,7/22/2015 or within 14 days thereafter,7/22/2015 or  withing 14 days thereafter,Sale of Business,Plant Closing,Plant Closing,"1199 SEIU, Local 30","Mark Pohar, Administrator",(914) 964-4722,5210
"Research Foundation  CUNY/Bronx Community College Poised for Success Program 2205 Sedgwick Avenue,  Altschul Hall, 1st Floor Bronx, NY 10453",Community Service Program,KING/Bronx | WIB Name: NEW YORK CITY| Region: New York City,11,11,7/8/2015  Amended 7/14/2015,10/9/2015,10/9/2015,Funding Cuts,Plant Closing,Plant  Closing,None of the  affected employees will have “bumping” rights to other positions.,"Wendy E.  Patitucci, Senior Director of Human Resources",(212) 417-8601,5209
"Ortho Clinical Diagnostics 100 Indigo Creek Drive Rochester, NY 14626",Instrument Manufacturing Operations,Monroe | WIB Name: MONROE| Region: Finger Lakes Region,1000,105,4/27/2015Amended 7/13/2015,undetermined at this time,undetermined at this time,Transitioning operations to Nypro Inc.,Plant Unit Closing,Plant Unit Closing,Bumping  rights are not available.,"Inga Hill, Sr.  Manager Human Resources",(585) 453-4642,5207
"Daikin Applied 4900 Technology Park  Boulevard Auburn, NY 13021",Air conditioning manufacturing,Cayuga | WIB Name: CAYUGA/CORT| Region: Central Region,310,179,7/10/2015,(8th phase) layoff will occur on or around 10/9/2015,12/31/2015,Economic,Plant Closing,Plant Closing,"United Steelworkers, Local 32","Matthew  Alexejun, Director, Human Resources",(315) 282-6296,5206
"Sterling National Bank 500 7th Avenue New York, NY 10018",Financial Institution,New York  | WIB Name: NEW YORK CITY| Region: New York City Westchester  | WIB Name: WESTCH/PTNM | Region: Mid-Hudson Region Rockland|  WIB Name: ROCKLAND| Region: Mid-Hudson Region Oyster Bay  | WIB Name: OYSTER BAY| Region: Long Island,-----,5,7/7/2015,to  occur during a 14-day period commencing on 10/5/2015,-----,Economic,Plant Layoff,Plant  Layoff,There are no  bumping rights.,"Jean Strella,  M.S., CBP, CCP, SPRH, Senior Vice President, Chief Human Capital Officer",(845) 369-8086,5205
"Pfizer Inc.  401 North Middletown Road Pearl River, NY 10965",Pharmaceutical Products,Rockland  | WIB Name: ROCKLAND| Region: Mid-Hudson Region,----,23 -  19 bargaining unit colleagues & 4 non-bargaining  unit colleagues,7/7/2015,To be  separated from employment through July 2015,-----,Company Restructuring,Plant Layoff,Plant Layoff,Local 95c ICWU/UFCW,"Mariana Arteaga, Human Resources Director, Phone: (845) 602-3611",,5203
"Pfizer Inc. 64 Maple Street Rouses Point, NY 12979",Pharmaceuticals,Clinton  | WIB Name: C-E-F-H| Region: North Country Region,-----,27 affected – 19 union employees & 8 non  union employees,7/7/2015,To occur  on 10/3/2015,12/2015,Economic,Plant Closing,Plant  Closing,Local 95c International Chemical Workers Union/UFCW,"Mariana  Arteaga, Human Resources Director",(845) 602-3611,5202
"Bosch Healthcare Systems Inc. 2118 Beech Grove Utica, NY 13501",Healthcare Services,Oneida | WIB Name: HMO| Region: Mohawk Valley Region,19,19,7/1/2015 Amended 7/7/2015,Late August early September 2015,Undetermined at this time,Economic,Plant Closing,Plant  Closing,There is no union.,"J. William  Zehel, Human Resources Director",(734) 709-8196,5201
,Corporate Offices,New York | WIB Name: NEW YORK CITY| Region: New York City,70,70,7/2/2015,Layoffs will occur between 7/3/2015 and 1/31/2016,1/31/2016,Reorganization,Plant Closing,Plant Closing,"Workers United; New York Coat, Suit, Dress, Rainwear & Allied Worker Local 89-22-1, Workers United; Amalgamated Ladies’Garment Cutters Union Local 10, Workers United","Suzanne Smith, Director of Human Resources",(212) 768-5971,5200
,Manufacturer of steam specialty & fluid control devices,Orange | WIB Name: ORANGE| Region: Mid-Hudson Region,91,52,8/19/2013           Amended: 7/1/2015,Layoffs were extended for remaining workers to occur on 8/31/2015,-----,Economic,Plant Layoff,Plant Layoff,International Association of Machinist and Aerospace Workers Union (IAM),Amanda Alves,(845) 778-6232,5199
,Hotel,Onondaga | WIB Name: ONONDAGA| Region: Central Region,81,81,6/25/2015,9/7/2015,9/7/2015,Economic,Plant Closing,Plant Closing,Bumping rights do not exist.,Anthony Mangano,(315) 671-5960,5198
,Medical Supplies and Services,Kings | WIB Name: NEW YORK CITY | Region: New York City,52,52,6/30/2015,9/30/2015,9/30/2015,"Relocation to South Plainfield, NJ",Plant Closing,Plant Closing,Affected employees are not represented by a union.,Martin Oestreich,(718) 802-1085,5197
,Dialysis Services,Kings | WIB Name: NEW YORK CITY| Region: New York City,65,65,6/9/2015 Amended: 7/2/2015,Postponed to occur between 7/11/2015 and 7/25/2015,Postponed to occur between 7/11/2015 and 7/25/2015,Sale of facility,Plant Closing,Plant Closing,1199 SEIU United Healthcare Workers East; New York State Nurses Association,"Courtney Gordon, Director of Operations",(516) 741-2860,5196
,Medical School,Bronx | WIB Name: NEW YORK CITY| Region: New York City,1546,1546,4/1/2015                              Amended 6/29/2015,Exact date undetermined at this time (late summer of 2015),Exact date undetermined at this time (late summer of 2015),COM will take operational control,Plant Closing,Plant Closing,"1199 SEIU, NYSNA, APTA","Yvonne M. Ramirez, Chief Human Resources Officer",(718) 430-2541,5195
,Healthcare Services,Oneida | WIB Name: HMO| Region: Mohawk Valley Region,23,23,7/1/2015,9/30/2015,9/30/2015,Economic,Plant Closing,Plant Closing,Yes,"J. William Zehel, Human Resources Director",(734) 709-8196,5194
,Investment advisors,New York | WIB Name: NEW YORK CITY| Region: New York City,43,43,3/17/2015                          Amended 7/1/2015,to occur between 7/27/2015 and 8/10/2015,to occur between 7/27/2015 and 8/10/2015 (the expected sale date),Sale of company,Plant Closing,Plant Closing,There are no bumping rights. The affected employees are not represented by a union.,Joyce Pead,(949) 219-3730,5193
,Grocery Store,Ontario | WIB Name: FINGER LAKES| Region: Finger Lakes Region,133,133,7/1/2015,9/30/2015,9/30/2015,Economic,Plant Closing,Plant Closing,-----,Denise Schlossnagle,(585) 924-3667 Ext 210,5192
,Photographic equipment and supplies,Monroe | WIB Name: MONROE| Region: Finger Lakes Region,-----,1,6/25/2015,9/22/2015,-----,Economic,Plant Layoff,Plant Layoff,Bumping rights do not exist.,"Kim M. Chesher-Nguyen, Supervisor, US Employee Services",(585) 781-1758,5191
,Financial,New York | WIB Name: NEW YORK CITY| Region: New York City,50,50,2/27/2015            Amended 6/26/2015,layoffs occurring between 4/24/2015 through closing date,to be determined,Economic,Plant Closing,Plant Closing,The affected employees are not represented by a union or any other collective bargaining representative.,"Jeanne Mason, Human Resources Business Partner",(412) 234-8952,5190
"The Bank of New York Mellon One Wall Street New York, NY 10286",Financial,New York | WIB Name: NEW YORK CITY| Region: New York City,50,50,2/27/2015Amended 6/26/2015,extended until 9/28/2015,to be  determined,Economic,Plant Closing,Plant  Closing,The affected  employees are not represented by a union or any other collective bargaining  representative.,"Jeanne Mason,  Human Resources Business Partner",(412) 234-8952,5189
"Oneida Savings Bank 182 Main Street Oneida, NY 13421",Bank - Back office,Oneida | WIB Name: HMO| Region: Mohawk Valley Region,61,61,5/12/2015Amended 6/26/2015,to  occur between 10/14/2015 and 10/27/2015,------,Merger,Plant Layoff,Plant  Layoff,Employees are not represented by a union and there are no bumping rights for affected  employees.,Kelly Shaw,(315) 366-3708,5188
"Envoy Air Inc. John F. Kennedy International  Airport  JFK Acces Rd., Terminal 8 Jamaica, NY 11430",Aircraft Maintenance,Queens | WIB Name: NEW YORK CITY | Region: New York City,-----,10,6/22/2015,9/25/2015,-----,Economic,Plant Layoff,Plant Layoff,Air Transport Division,Stephen Day,(631) 960-1764,5187
,Distribution Facility & Resale Stores,Monroe | WIB Name: MONROE| Region: Finger Lakes Region,28,28,6/23/2015,10/31/2015,10/31/2015,Economic,Plant Closing,Plant Closing,No Union affiliation,"Karen Oliveri, SVP, Human Resources",(585) 402-7214,5186
,Grocery Store,Queens | WIB Name: NEW YORK CITY| Region: New York City,83,83,6/19/2015,9/17/2015,9/17/2015,Economic,Plant Closing,Plant Closing,Local 338 RWDSU/UFCW and Local 342 UFCW,"Steven Kaufman, CPA, Chief Financial Officer",(973) 699-3874,5185
"Novartis Pharmaceuticals  Corporation 25 Old Mill Road Suffern, NY 10901",Pharmaceutical Manufacturing,Rockland | WIB Name: ROCKLAND| Region: Mid-Hudson Region,----,21,6/23/2015,5th phase  of layoffs to occur during a 14-day period commencing on 9/30/2015.,To  occur in 2016 – no definite date  indicated at this time.,Economic,Plant Closing,Plant  Closing,No union  representation; bumping arrangements are not available for affected  employees.,"Luz Rodgers,  Head, Human Resources",(845) 368-6086,5184
"Sodexo, Inc. @ Colgate University Frank Dining Hall  13 Oak Drive Hamilton, NY 13346",Food Services,Madison  | WIB Name: HMO| Region: Mohawk Valley Region,99,99,6/17/2015,7/11/2015,7/11/2015,Expiration of Contract,Plant Closing,Plant  Closing,SEIU Local 200,George Murray,(315) 228-7669,5183
"Johnson Controls, Inc. @ Eastman Kodak Kodak Research Labs  1999 Lake Avenue Rochester, NY",Equipment and Building Maintenance,Monroe  | WIB Name: MONROE| Region: Finger Lakes Region,32,32,6/16/2015,9/15/2015,9/15/2015,Contract Expiration,Plant Closing,Plant  Closing,UA Local 13,"Thom W. Sella, Senior Human Resources Manager",(908) 835-0420,5182
"Spanier Building Manintenance  Co., Inc. One Wall Street New York, NY",Building Service & Maintenance,New York | WIB Name: NEW YORK CITY| Region: New York City,40,40,6/18/2015,to  occur between 7/1/2015 and 9/25/2015,9/25/2015,Economic,Plant Closing,Plant  Closing,"Local 32BJ, SEIU","Kim Walsh, Comptroller",(212) 868-3441,5181
"Eastman Kodak  Kodak Research Labs  1999 Lake Avenue Rochester, NY",Photographic equipment and supplies,Monroe  | WIB Name: MONROE| Region: Finger Lakes Region,-----,1,6/23/2015,9/14/2015,-----,Economic,Plant Layoff,Plant Layoff,Bumping rights  do not exist.,"Kim M. Chesher-Nguyen, Supervisor, US Employee Services",(585) 781-1758,5180
"Father Flanagan's Boys' Home d/b/a Boys Town New York,  Incl (Boys Town) 451 Park Avenue South, 2nd  Floor New York, NY 10016",Children and family services,New York | WIB Name: NEW YORK CITY| Region: New York City,-----,83 in all locations,6/19/2015,9/19/2015,-----,Economic,Plant Layoff,Plant  Layoff,There are no  applicable bumping rights. There are no  unions representing affected employees.,"Jon Jelley,  Executive Director",(212) 725-4260,5179
"TLC Health Network/Lake Shore Health Care Center Long Term Care Unit 845 Routes 5 & 20 (Main  Road) Irving, NY 14081",Health Center - Long Term Care Unit,Chautauqua | WIB Name: CHAUTAUQUA| Region: Western Region,70,70,1/6/2015Amended 6/16/2015,to occur between 8/8/2015 and 8/21/2015,6/21/2015,Sale of the facility,Plant Unit Closing,Plant Unit Closing,1199 SEIUUnited Healthcare Workers East,Shannon Bobseine,(716) 951-7037,5178
"Raytheon Company 1515 Stewart Avenue Westbury, NY",Air Traffic Control Optimum Training Solution,Nassau | WIB Name: HEMPSTEAD| Region: Long Island,33,33,5/4/2015  Amended 6/19/2015,9/8/2015,9/8/2015,ATCOTS contract awarded to SAIC,Plant Closing,Plant Closing,Employees do  not have bumping rights.,"Larry Wright, Terminal Domain Manager",(847) 946-7170,5177
"New York Life Insurance  Company 51 Madison Avenue New York, NY 10010",Life Insurance,New York | WIB Name: NEW YORK CITY| Region: New York City,-----,17,6/18/2015,To occur in phases between 10/31/2015 and 3/31/2016,-----,Relocation of finance operations,Plant Layoff,Plant Layoff,There is no  union representation at this location. Bumping arrangements are not available for affected employees.,Donald P.  Vandegrift Jr.,(212) 576-6598,5176
,Private Collection Agency,Livingston/Monroe | WIB Name: GLOW/MONROE| Region: Finger Lakes Region,-----,60 (termination for 112 employees rescinded),3/5/2015                      Amended: 6/18/2015,To occur between 3/5/2015 and 6/5/2015 or within 14-days of these dates,------,Termination of Contract with Department of Education,Plant Layoff,Plant Layoff,There are no bumping rights and the affected employees are not represented by a union.,"Michele Malczewski, Director of Human Resources",(585) 991-5287,5175
"Earthlink 275 Northpointe Parkway Amherst, NY 14228",Outsourced call center-desktop support,Erie | WIB Name: ERIE| Region: Western Region,65,65,6/12/2015,To occur between 9/30/2015 and 12/31/2017,12/31/2015,Economic,Plant Closing,Plant Closing,None of the affected employees are represented by a labor organization.,"Amy Koris, VP,  Total Rewards",(585) 530-2797,5174
"ConAgra Foods Inc. aka The Carriage House Companies, Inc. 196 Newton Street Fredonia, NY",Manufacturing plant,Chautauqua | WIB Name: CHAUTAUQUA| Region: Western Region,395,395,3/20/2014Amended 6/12/2015,To occur between 10/3/2014 and 8/21/2015 or within 14  days following for a few employees left on site to wind down operations,5/31/2015,Economic,Plant Closing,Plant  Closing,National  Conference Firemen & Oilers District of Local  32 BJ/S.E.I.U.,Lori Bridges,(716) 673-8265,5173
"Visiting Nurse Service of New  York Home Care (VNSNY Home Care) Headstart Program 216-20 Beach 87th Street  Rockaway Beach, NY 11693",Headstart Program,Queens | WIB  Name: NEW YORK CITY| Region: New York City,48,48,5/1/2015Amended 6/12/2015,8/31/2015,8/31/2015,Transfer of program to Child Development Institute,Plant Closing,Plant  Closing,1199 SEIU United Healthcare Workers East,"Marian Hass,  Vice President, Human Resources Policy & Practice",(212) 609-7880,5172
"Bank of America Consumer & LAS Operations 300 Broadhollow Road Melville, NY 11747",Bank,Suffolk | WIB Name: SUFFOLK| Region: Long Island,29,29,6/3/2015,9/1/2015,9/1/2015,Economic,Plant Unit Closing,Plant Unit Closing,No bumping  rights exist and associates are not represented by a Union.,"John  Collingwood, Senior Vice President",(202) 661-7130,5171
"Brooklyn Kidney Center New York Dialysis Services,  Inc. 184 Sterling Street Brooklyn, NY 11215",Dialysis Services,Kings | WIB Name: NEW YORK CITY| Region: New York City,65,65,6/9/2015,7/1/2015,7/1/2015,Sale of facility,Plant Closing,Plant  Closing,"1199 SEIU United Healthcare Workers East, New York  State Nurses Association","Courtney Gordon, Director of Operations",(516) 741-2860,5170
"Eastman Kodak  Eastman Business Park 343 State Street Rochester, NY",Photographic equipment and supplies,Monroe  | WIB Name: MONROE| Region: Finger Lakes Region,-----,1,6/4/2015,9/1/2015,-----,Economic,Plant Layoff,Plant  Layoff,Bumping rights  do not exist.,"Kim M. Chesher-Nguyen, Supervisor, US Employee Services",(585) 781-1758,5169
"Euromarket Designs, Inc.  d/b/a Crate & Barrel 650 Madison Avenue New York, NY 10022",Retail Store,New York | WIB Name: NEW YORK CITY| Region: New York City,137,137,6/7/2015,to occur between 8/6/2015 and 8/11/2015,to  the public on 8/2/2015,Economic,Plant Closing,Plant  Closing,"None of the  individuals are represented by a union or other third party representative, and  no bumping rights exist.","Tiffanny  Stepherson, Human Resources Manager",(212) 519-5663,5168
,Designs and manufactures electronic controls,Onondaga | WIB Name: ONONDAGA| Region: Central Region,47,47 - (regular and temporary contract positions),6/1/2015,Will occur between 9/1/2015 and the end of 2015,at the end of 2015,Economic,Plant Closing,Plant Closing,No union,"Laura Mangum, Human Resouce Representative",(617) 464-8981,5166
,Air conditioning manufacturing,Cayuga | WIB Name: CAYUGA/CORT| Region: Central Region,310,45,6/2/2015,(7th phase) layoff will occur on or around 9/1/2015,12/31/2015,Economic,Plant Closing,Plant Closing,"United Steelworkers, Local 32","Matthew Alexejun, Director, Human Resources",(315) 282-6296,5165
,Transportation,New York | WIB Name: NEW YORK CITY| Region: New York City,-----,121,2/2/2015                               Amended: 6/1/2015,To occur between 9/14/2015and 9/27/2015,-----,Economic,Plant Layoff,Plant Layoff,"Transport Workers Union of America, Local 225",James T. Murphy,(212) 235-5888,5164
"Getinge Sourcing LLC 1777 East Henrietta Road Rochester, NY 14623",Medical Technology,Monroe | WIB Name: MONROE | Region: Finger Lakes Region,-----,69,6/4/2015,To commence on 9/1/2015,9/1/2015,Economic,Plant Closing,Plant Closing,"International Association of Machinists and Aerospace  Workers (AFL-CIO) & International Brotherhood of Boilermakers, Iron,  Shipbuilders, Blacksmiths, Forgers, and Helpers","Bradley P.  Tomaszewski, Director of Human Resources",(585) 272-5057,5163
"Coast Professional, Inc. 4273 Volunteer Road Geneseo, NY 14454",Private Collection Agency,Livingston/Monroe | WIB Name: GLOW/MONROE| Region: Finger Lakes Region,-----,172,3/5/2015Amended 6/3/2015,To  occur between 3/5/2015 and 6/5/2015 or within 14-days of these dates,------,Termination of Contract with Department of Education,Plant Layoff,Plant  Layoff,There are no  bumping rights and the affected employees are not represented by a union.,"Michele  Malczewski, Director of Human Resources",(585) 991-5287,5162
"Mel S. Harris and Associates,  LLC 5 Hanover Square, 8th Floor New York, NY 10004",Law Firm,New York | WIB Name: NEW YORK CITY| Region: New York City,53,53,6/2/2015,9/4/2015,9/7/2015,Economic,Plant Closing,Plant  Closing,"The Company is not part of a union; therefore, no  bumping rights are either applicable or exist.","Joanna Hobot,  Human Resources Mananger",(212) 571-4900,5161
"Nirvana, Inc., Nirvana  Transport, Inc., Nirvana Warehousing One Nirvana Plaza Forestport, NY 13338",Spring Water Distributor,Oneida | WIB Name: HMO| Region: Mohawk Valley Region,70,70,6/1/2015,To  commence on or about 9/2/2015,TBD,Chapter 11 Bankruptcy,Plant Closing,Plant  Closing,Employees are  not represented by a union. Bumping  rights for the affected employees do not exist.,Ed Wiehl,(315) 942-4900,5160
"Mount Kisco Medical Group PC  (MKMG) 6734 Route 9 Rhinebeck, NY 12572",Medical Group,Dutchess/Westchester | WIB Name: DUTCHESS/WESTCHESTER| Region: Mid-Hudson Region,-----,6,6/1/2015,8/30/2015,-----,Economic,Plant Layoff,Plant  Layoff,The affected  employees are not represented by any union and there are no bumping rights at  these facilities.,"Ann Henning,  Sr. Director of Human Resources",(914) 302-8474,5159
"Commission on Economic Opportunity Stepping Stones II 300 Valley View Boulevard Rensselaer, NY 12144",Childcare center,Rensselaer | WIB Name: CAPITAL DISTRICT| Region: Capital  Region,34,34,5/28/2015,8/28/2015,8/28/2015,Economic,Plant Closing,Plant  Closing,Bumping  rights for affected employees do not exist.,Sue Rosa,(518) 272-6012 Ext 281,5157
