Company,Business Type,County,Total Employees,Number Affected,Date of Notice,Layoff Date,Closing Date,Reason for Dislocation,Classification,Reason Stated for Filing,Union,Contact,Phone,FEIN NUM,Event Number,Case_ID
"Fairway Group Holdings Corp.Harlem2328 12th AvenueNew York, NY 10027",Grocery Store,New York | WDB Name: NEW YORK CITY | Region: New York CityKings | WDB Name: NEW YORK CITY | Region: New York CityQueens | WDB Name: NEW YORK CITY | Region: New York CityBronx | WDB Name: NEW YORK CITY | Region: New York CityWestchester | WDB Name: WESTCHESTER | Region: Mid-HudsonNassau | WDB Name: HEMPSTEAD | Region: Long IslandNassau | WDB Name: OYSTER BAY | Region: Long Island,"2,479 affected for all 14 sites",165,1/24/2020 Amendment: 4/29/2020,"Layoffs that may happen at the Corporate Office will occur between 4/8/2020 and 5/7/2020. Due to delays relating to the Company’s efforts to sell the Red Hook, Douglaston, Westbury, and Plainview stores, the company expects layoffs to occur between 5/1/2020 and 5/15/2020. Due to delays relating to the closing of the agreement between the Company and the Buyer, the Company expects that the mass layoff at the Production and Distribution Center will occur between 4/30/2020 and 5/13/2020.",-----,Economic,Possible Plant Layoff,Possible Plant Layoff,"UFCW, Local 1500; UFCW, Local 1262; UFCW, Local 371","Charles J. Farfaglia, Senior Vice President Human Resources",(646) 616-8090,20-5948719,2019-0252,8352
"Hartz Hotel Services, Inc. (manager of the Soho Grand Hotel) 310 W. Broadway New York, NY 10013",Hotel,New York | WDB Name: NEW YORK CITY | Region: New York City,109,109,5/4/2020,5/15/2020,5/15/2020,Unforeseeable business circumstances prompted by COVID-19,Temporary Plant Closing,Temporary Plant Closing,The employees are not represented by a union.,"Lawrence D. Garb, Executive Vice President",(201) 272-5800,22-3660552,2019-1605,8351
"JAD Transportation, Inc. Twin America, LLC, R. W. Express, & Sightseeing Pass 1430 Broadway, Suite 507 New York, NY 10018",Transporation Services,New York | WDB Name: NEW YORK CITY | Region: New York City,550,550,4/30/2020,3/18/2020,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,Temporary Plant Closing,Temporary Plant Closing,"United Service Workers Union, Local 1212, the Stationary Engineers, Firemen, Maintenance and Building Service Employees Union, RWDSU/UFCW, Local 670, and Local Union No. 966, affiliated with the International Brotherhood of Teamsters","Michael Booker, General Manager of Human Resources",(212) 235-5850,65-1248590,2019-1604,8350
"CPS5, LLC (CPS Events at the Plaza) 770 5th Avenue New York, NY 10019",Event Planners/Caterers,New York | WDB Name: NEW YORK CITY | Region: New York City,125,125,5/4/2020,3/16/2020,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,Temporary Plant Closing,Temporary Plant Closing,"New York Hotel & Motel Trades Council, AFL-CIO, affiliated with UNITE HERE","Sacha Kramer, HR Director",(646) 265-6952,20-8684887,2019-1603,8349
"NRG Energy, Inc. (Green Mountain Energy NYC Office-Sales Agents) 16 Madison Square Park West, 12th Floor New York, NY 10010",Renewable Energy Provider,New York | WDB Name: NEW YORK CITY | Region: New York City,-----,71,5/4/2020,Beginning on 5/4/2020.,-----,Unforeseeable business circumstances prompted by COVID-19,Temporary Plant Layoff,Temporary Plant Layoff,The employees are not represented by a union.,"Len Kluft, Vice President of Human Resources",(713) 537-2187,41-1724239,2019-1602,8348
"Truck-Lite Co, LLC 310 E. Elmwood Avenue Falconer, NY 14733",Producer of LED safety lighting,Chautauqua | WDB Name: CHAUTAUQUA | Region: Western,97,97,4/30/2020,Layoffs will begin on 7/31/2020.,12/31/2020,Economic,Plant Closing,Plant Closing,International Association of Machinists and Aerospace Workers and its Local Lodge No. 2495,"Gregory Certo, Vice President of Human Resources",(716) 661-1141,27-4034515,2019-1601,8347
"LH Employment Services, LLC (4 NYC sites)",Restaurant,New York | WDB Name: NEW YORK CITY | Region: New York City,274 (total affected for all sites),274,5/1/2020,5/1/2020,-----,Unforeseeable business circumstances prompted by COVID-19,Temporary Plant Layoff,Temporary Plant Layoff,The employees are not represented by a union.,Pilar Ponceano,(212) 244-8866,38-4100180,2019-1600,8346
"OS Restaurant Services, LLC (Bloomin Brands - Outback, Carrabba's, Bonefish Grill, Flemings, Aussie Grill) Multiple Long Island Region locations",Restaurant,Nassau /Suffolk | WDB Name: HEMPSTEAD|SUFFOLK | Region: Long Island,696 (total affected at all sites),696,4/27/2020,3/15/2020,-----,Unforeseeable business circumstances prompted by COVID-19,Temporary Plant Closing,Temporary Plant Closing,The employees are not represented by a union.,"Ivette Kaptzan, Employee Relations Manager",(813) 282-1225,59-3549811,2019-1580,8345
"OS Restaurant Services, LLC (Bloomin Brands - Outback, Carrabba's, Bonefish Grill, Flemings, Aussie Grill) Multiple Mid-Hudson locations",Restaurant,Westchester/Dutchess/Rockland/Orange | WDB Name: WESTCH/PTNM | Region: Mid-Hudson,393 (total affected at all sites),393,4/27/2020,3/15/2020,-----,Unforeseeable business circumstances prompted by COVID-19,Temporary Plant Closing,Temporary Plant Closing,The employees are not represented by a union.,"Ivette Kaptzan, Employee Relations Manager",(813) 282-1225,59-3549811,2019-1581,8344
"OS Restaurant Services, LLC (Bloomin Brands - Outback, Carrabba's, Bonefish Grill, Flemings, Aussie Grill) Multiple New York City locations",Restaurant,New York/Richmond/Queens/Kings/Bronx | WDB Name: NEW YORK CITY | Region: New York City,447 (total affected for all sites),447,4/27/2020,3/15/2020,-----,Unforeseeable business circumstances prompted by COVID-19,Temporary Plant Closing,Temporary Plant Closing,The employees are not represented by a union.,"Ivette Kaptzan, Employee Relations Manager",(813) 282-1225,59-3549811,2019-1576,8343
"OS Restaurant Services, LLC (Bloomin Brands - Outback, Carrabba's, Bonefish Grill, Flemings, Aussie Grill) Multiple Southern Region locations",Restaurant,Broome/Chemung | WDB Name: Broome/Tioga | Region: Southern,154 (total affected for all sites),154,4/27/2020,3/15/2020,-----,Unforeseeable business circumstances prompted by COVID-19,Temporary Plant Closing,Temporary Plant Closing,The employees are not represented by a union.,"Ivette Kaptzan, Employee Relations Manager",(813) 282-1225,59-3549811,2019-1586,8342
"OS Restaurant Services, LLC (Bloomin Brands - Outback, Carrabba's, Bonefish Grill, Flemings, Aussie Grill) Multiple Western Region locations",Restaurant,Erie | WDB Name: ERIE | Region: Western,289 (total affected at all sites),289,4/27/2020,3/15/2020,-----,Unforeseeable business circumstances prompted by COVID-19,Temporary Plant Closing,Temporary Plant Closing,The employees are not represented by a union.,"Ivette Kaptzan, Employee Relations Manager",(813) 282-1225,59-3549811,2019-1584,8341
"OS Restaurant Services, LLC (Bloomin Brands - Outback, Carrabba's, Bonefish Grill, Flemings, Aussie Grill) Multiple Finger Lakes Region locations",Restaurant,Monroe/Ontario | WDB Name: MONROE | Region: Finger Lakes,239 (total affected at all sites),239,4/27/2020,3/15/2020,-----,Unforeseeable business circumstances prompted by COVID-19,Temporary Plant Closing,Temporary Plant Closing,The employees are not represented by a union.,"Ivette Kaptzan, Employee Relations Manager",(813) 282-1225,59-3549811,2019-1583,8340
"OS Restaurant Services, LLC (Bloomin Brands - Outback, Carrabba's, Bonefish Grill, Flemings, Aussie Grill) Multiple Capital Region locations",Restaurant,Albany/Saratoga/Warren | WDB Name: CAPITAL DISTRICT|SAR-WAR-WASH| Region: Capital,260 (total affected at all sites),260,4/27/2020,3/15/2020,-----,Unforeseeable business circumstances prompted by COVID-19,Temporary Plant Closing,Temporary Plant Closing,The employees are not represented by a union.,"Ivette Kaptzan, Employee Relations Manager",(813) 282-1225,59-3549811,2019-1585,8339
"OS Restaurant Services, LLC (Bloomin Brands- Outback, Carrabba's, Bonefish Grill, Flemings, Aussie Grill) Multiple Central Region locations",Restaurant,Onondaga | WDB Name: ONONDAGA | Region: Central,174 (total affected for all sites),174,4/27/2020,3/15/2020,-----,Unforeseeable business circumstances prompted by COVID-19,Temporary Plant Layoff,Temporary Plant Layoff,The employees are not represented by a union.,"Ivette Kaptzan, Employee Relations Manager",(813) 282-1225,59-3549811,2019-1582,8338
"GCT New York LP (Global Container Terminals USA) 300 Western Avenue Staten Island, NY 10303",Marine Cargo Handling,Richmond | WDB Name: NEW YORK CITY | Region: New York City,-----,"To be determined (The company expects to have reductions in hiring associated with this business loss on or about May 15, 2020).",4/21/2020,5/15/2020,-----,"Early contract termination by Maersk Lines. They are moving their three vessel services calling at GCT New York to APM Terminal in Elizabeth, NJ.",Plant Layoff,Plant Layoff,"International Longshoreman’s Association (ILA) Local 1, Local 1814, and Local 920","Ana Quintela, Director of Human Resources",(201) 779-4537 (work cell phone),47-1697982,2019-1525,8337
"Planned Parenthood of Greater New York, Inc. Multiple New York City locations",Family planning services,New York/Kings/Queens/Bronx/Richmond | WDB Name: NEW YORK CITY | Region: New York City,-----,146,4/6/2020,"These layoffs and furloughs commenced on April 6, 2020, or during the 14-day period commencing on that date.",-----,Unforeseeable business circumstances prompted by COVID-19,Plant Layoff,Plant Layoff,SEIU/1199,"Alicia Kenaley, MSW, MBA, Chief People Officer",(607) 273-1526 ext. 2329,13-2621497,2019-1529,8336
"Bauman Bus Company, Inc. 107 Lawson Boulevard Oceanside, NY 11572",Transportation,Nassau | WDB Name: HEMPSTEAD | Region: Long Island,222,222,4/28/2020,March 2020,March 2020,The Company’s initial temporary layoffs were unforeseeable due to the impacts of COVID-19. The Company’s permanent layoffs and cessation of operations were due to Unforeseeable Business Circumstances in that the Company’s customers breached their Transportation Contracts by refusing to pay amounts due through the end of the school year.,Plant Closing,Plant Closing,Transport Workers Union Local 252,"Wendy Sidman, Human Resources",(631) 471-4600,80-0969631,2019-1536,8335
Acme Bus Corp. (Seven Acme Bus Corp. loctions in Long Island & Mid-Hudson),Transportation,Suffolk | WDB Name: SUFFOLK | Region: Long IslandWestchester | WDB Name: WESTCH/PTNM | Region: Mid-Hudson,814 (total affected at all locations),814,4/28/2020,March 2020,March 2020,The Company’s initial temporary layoffs were unforeseeable due to the impacts of COVID-19 and the Company’s permanent layoffs and cessation of operations were due to Unforeseeable Business Circumstances in that the Company’s customers breached their Transportation Contracts by refusing to pay amounts due through the end of the school year.,Plant Closing,Plant Closing,Teamsters Local 1205,"Wendy Sidman, Human Resources",(631) 471-4600,80-0969631,2019-1534 and 2019-1577,8334
"Baumann & Sons Buses, Inc. (Six Baumann & Sons Buses, Inc. locations in Long Island & Mid-Hudson)",Transportation,Suffolk | WDB Name: SUFFOLK | Region: Long IslandWestchester | WDB Name: WESTCH/PTNM | Region: Mid-Hudson,209 (total at all locations),209,4/28/2020,March 2020,March 2020,The Company’s initial temporary layoffs were unforeseeable due to the impacts of COVID-19. The Company’s permanent layoffs and cessation of operations were due to Unforeseeable Business Circumstances in that the Company’s customers breached their Transportation Contracts by refusing to pay amounts due through the end of the school year.,Plant Closing,Plant Closing,"Teamsters Local 1205, United Service Workers Union Local 355","Wendy Sidman, Human Resources",(631) 471-4600,80-0969631,2019-1535 and 2019-1578,8333
Brookset Bus Corp. (Nine Brookset Bus Corp. locations in Long Island & Mid-Hudson),Transportation,Nassau/Suffolk | WDB Name: HEMPSTEAD-SUFFOLK | Region: Long IslandWestchester | WDB Name: WESTCH/PTNM | Region: Mid-Hudson,132 (total affected at all locations),132,4/28/2020,March 2020,March 2020,The Company’s initial temporary layoffs were unforeseeable due to the impacts of COVID-19. The Company’s permanent layoffs and cessation of operations were due to Unforeseeable Business Circumstances in that the Company’s customers breached their Transportation Contracts by refusing to pay amounts due through the end of the school year.,Plant Closing,Plant Closing,"Teamsters Local 1205; United Service Workers Union Local 355; International Union of Journeymen & Allied Trades, Local 726","Wendy Sidman, Human Resources",(631) 471-4600,80-0969631,2019-1537 and 2019-1579,8332
"Auburn YMCA - WEIU, Inc. 27 William Street Auburn, NY 13021",Social Organization,Cayuga | WDB Name: CAYUGA/CORT | Region: Central,-----,359,4/29/2020,4/1/2020,-----,Unforeseeable business circumstances prompted by COVID-19,Temporary Plant Layoff,Temporary Plant Layoff,The employees are not represented by a union,"Chris Nucerino, CEO",(315) 253-5304 Ext: 1001,-----,2019-1574,8331
"Watertown Family YMCA 119 Washington Street Watertown, NY 13601",Social Organization,Jefferson | WDB Name: JEFF/LEWIS | Region: North Country,-----,149,4/27/2020,3/15/2020,-----,Unforeseeable business circumstances prompted by COVID-19,Temporary Plant Layoff,Temporary Plant Layoff,The employees are not represented by a union,"Denise K. Young, CEO",(315) 783-4947,15-0559207,2019-1569,8330
"Buffalo Niagara Convention Center Management Corporation 153 Franklin Street Buffalo, NY 14202",Convention Center,Erie | WDB Name: ERIE | Region: Western,-----,35,4/29/2020,3/12/2020,-----,Unforeseeable business circumstances prompted by COVID-19,Temporary Plant Layoff,Temporary Plant Layoff,SEIU and IUOE,Tom Beiter,(716) 855-5559,-----,2019-1572,8329
"Planned Parenthood of Greater New York, Inc. Multiple Long Island Region locations",Family planning services,Nassau | WDB Name: HEMPSTEAD/OYSTER BAY | Region: Long Island,-----,21,4/6/2020,"These layoffs and furloughs commenced on April 6, 2020, or during the 14-day period commencing on that date.",-----,Unforeseeable business circumstances prompted by COVID-19,Plant Layoff,Plant Layoff,SEIU/1199,"Alicia Kenaley, MSW, MBA, Chief People Officer",(607) 273-1526 ext. 2329,13-2621497,2019-1532,8328
"Crescent Hotels & Resorts LLC, dba Marriott Syracuse Downtown 100 E. Onondaga St. Syracuse, NY 13202",Hotel,Onondaga | WDB Name: ONONDAGA | Region: Central,-----,142,4/24/2020,3/17/2020,-----,Unforeseeable business circumstances prompted by COVID-19,Temporary Plant Layoff,Temporary Plant Layoff,"UNITEHERE Local 150, AFL-CIO","Laura Warner, SVP of Human Resources",(703) 279-7820,-----,2019-1554,8327
"Enterprise Holdings 11 Northway Lane N. Latham, NY 12111",Car Rental,Albany | WDB Name: CAPITAL DISTRICT | Region: Capital,-----,131,4/29/2020,3/23/2020,-----,Unforeseeable business circumstances prompted by COVID-19,Temporary Plant Layoff,Temporary Plant Layoff,The employees are not represented by a union,Nicole Cain,(518) 383-3444,-----,2019-1552,8326
"Leonard's Palazzo 555 Northern Blvd. Great Neck, NY 11021",Event Venue,Nassau | WDB Name: HEMPSTEAD | Region: Long Island,218,218,4/15/2020,3/18/2020,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,Temporary Plant Closing,Temporary Plant Closing,The employees are not represented by a union,"Yvonne Colon, HR",(516) 487-7900,-----,2019-1544,8325
"Enterprise Holdings 3125 Veterans Memorial Highway Ronkonkoma, NY 11779",Car Rental,Suffolk | WDB Name: SUFFOLK | Region: Long Island,-----,"113 (105 temporary layoff, 8 permanent layoff)",4/29/2020,3/23/2020,-----,Unforeseeable business circumstances prompted by COVID-19,Temporary & Permanent Layoff,Temporary & Permanent Layoff,The employees are not represented by a union,Kathy Wagner,(631) 737-9100,-----,2019-1551,8324
"Coral Graphic Services, Inc. 840 S. Broadway Hicksville, NY 11801",Commercial Printing,Nassau | WDB Name: OYSTER BAY | Region: Long Island,-----,140,4/23/2020,3/23/2020,-----,Unforeseeable business circumstances prompted by COVID-19,Temporary Plant Layoff,Temporary Plant Layoff,The employees are not represented by a union,"Doreen Moody, Director of Human Resources",(516) 349-4362,11-2659002,2019-1555,8323
"Ivy Rehab Network, Inc. Central Billing Office 1377 Motor Pkwy. Islandia, NY 11749",Medical Billing,Suffolk | WDB Name: SUFFOLK | Region: Long Island,-----,36,4/30/2020,5/6/2020,-----,Unforeseeable business circumstances prompted by COVID-19,Plant Closing,Plant Closing,The employees are not represented by a union,"Robin Black, Chief People Officer",(914) 777-8700,-----,2019-1568,8322
"Planned Parenthood of Greater New York, Inc. Multiple Captial Region locations",Family planning services,Warren/Saratoga/Schenectady | WDB Name: SAR/WAR/WAS | CAPITAL DISTRICT | Region: Capital,-----,22,4/6/2020,"These layoffs and furloughs commenced on April 6, 2020, or during the 14-day period commencing on that date.",-----,Unforeseeable business circumstances prompted by COVID-19,Plant Layoff,Plant Layoff,SEIU/1199,"Alicia Kenaley, MSW, MBA, Chief People Officer",(607) 273-1526 ext. 2329,13-2621497,2019-1530,8321
"Housing Works, Inc. 81 Willoughby StreetBrooklyn, NY 11201",Non-profit,New York/Kings/Queens | WDB Name: NEW YORK CITY | Region: New York City,-----,196 (total across all sites),4/30/2020,3/27/2020,3/27/2020,Unforeseeable business circumstances prompted by COVID-19,Temporary Plant Closing and Plant Closing,Temporary Plant Closing and Plant Closing,The employees are not represented by a union,"Jewel Allred, Vice President of Human Resources",(718) 408-6547,-----,2019-1575,8320
"Planned Parenthood of Greater New York, Inc. Multiple Mid-Hudson Region locations",Family planning services,Dutchess/Sullivan/Orange/Ulster | WDB Name: DUTCHESS | Region: Mid-Hudson,-----,29,4/6/2020,"These layoffs and furloughs commenced on April 6, 2020, or during the 14-day period commencing on that date.",-----,Unforeseeable business circumstances prompted by COVID-19,Plant Layoff,Plant Layoff,SEIU/1199,"Alicia Kenaley, MSW, MBA, Chief People Officer",(607) 273-1526 ext. 2329,13-2621497,2019-1533,8319
"Screen Actors Guild-American Federation of Television & Radio Artists (SAG-AFTRA) 1900 Broadway, 5th Floor New York, NY 10023",Labor Union,New York | WDB Name: NEW YORK CITY | Region: New York City,-----,39,4/30/2020,5/15/2020,-----,Unforeseeable business circumstances prompted by COVID-19,Temporary Plant Layoff,Temporary Plant Layoff,-----,"Will Bensussen, Executive Director, Operations & Chief Administrative Officer",(323) 549-6631,-----,2019-1573,8318
"Gemological Institute of America, Inc. 50 W. 47th Street New York, NY 10036","Gem Research, Education, and Laboratory",New York | WDB Name: NEW YORK CITY | Region: New York City,-----,317,5/1/2020,5/18/2020,-----,Unforeseeable business circumstances prompted by COVID-19,Temporary Plant Layoff,Temporary Plant Layoff,The employees are not represented by a union,"Lisa Garris, Director, Human Resources",(917) 286-3604,-----,2019-1570,8317
"Crescent Hotels & Resorts, LLC dba Hyatt Herald Square New York 30 West 31st Street New York, NY 10018",Hotel,New York | WDB Name: NEW YORK CITY | Region: New York City,-----,21,4/22/2020,3/14/2020,-----,Unforeseeable business circumstances prompted by COVID-19,Temporary Plant Layoff,Temporary Plant Layoff,The employees are not represented by a union,"Laura Warner, SVP of Human Resources",(703) 279-7820,-----,2019-1571,8316
"Planned Parenthood of Greater New York, Inc. Multiple Southern Tier Region locations",Family planning services,Schuyler/Tompkins/Steuben/Chemung | WDB Name: CSS | Region: Southern,-----,8,4/6/2020,"These layoffs and furloughs commenced on April 6, 2020, or during the 14-day period commencing on that date.",-----,Unforeseeable business circumstances prompted by COVID-19,Plant Layoff,Plant Layoff,SEIU/1199,"Alicia Kenaley, MSW, MBA, Chief People Officer",(607) 273-1526 ext. 2329,13-2621497,2019-1531,8315
"USM, Inc. 1700 Markley St., Suite 100Norristown, PA 19401",Janitorial Services,New York | WDB Name: NEW YORK CITY | Region: New York City,-----,38,4/27/2020,3/30/2020,-----,Unforeseeable business circumstances prompted by COVID-19,Temporary Layoff,Temporary Layoff,The employees are not represented by a union,"Beth Hill, Manager, Human Resources",(610) 313-2671,23-2522463,2019-1566,8314
"RTW Retailwinds, Inc. 330 West 34th Street New York, NY 10001",Retail,New York | WDB Name: NEW YORK CITY | Region: New York City,-----,192,4/28/2020,5/2/2020 and 06/01/2020,-----,Unforeseeable business circumstances prompted by COVID-19,Plant Layoff,Plant Layoff,The employees are not represented by a union,"Faeth Bradley, EVP, Human Resources",(212) 884-2030,-----,2019-1550,8313
"Lyft, Inc. 441 9th Avenue, Floor 2 New York, NY 10001",Transportation,New York | WDB Name: NEW YORK CITY | Region: New York City,-----,53,4/29/2020,5/8/2020,-----,Unforeseeable business circumstances prompted by COVID-19,Temporary Plant Layoff,Temporary Plant Layoff,The employees are not represented by a union,"Tara Presnell, Senior Counsel, Employment and Litigation",(415) 504-2812,20-8809830,2019-1565,8312
"Planned Parenthood of Greater New York, Inc. Mohawk Valley Region locations",Family planning services,Montgomery/Schoharie/Oneida/Fulton/Madison | WDB Name: FMS | Region: Mohawk Valley,-----,14,4/6/2020,"These layoffs and furloughs commenced on April 6, 2020, or during the 14-day period commencing on that date.",-----,Unforeseeable business circumstances prompted by COVID-19,Plant Layoff,Plant Layoff,SEIU/1199,"Alicia Kenaley, MSW, MBA, Chief People Officer",(607) 273-1526 ext. 2329,13-2621497,2019-1528,8311
"TripAdvisor LLC and Smarter Travel Media 330 Hudson Street New York, NY 10013",Travel Agency,New York | WDB Name: NEW YORK CITY | Region: New York City,-----,52,4/28/2020,5/5/2020,-----,Unforeseeable business circumstances prompted by COVID-19,Temporary Plant Layoff,Temporary Plant Layoff,The employees are not represented by a union,"Patti Petrella, Senior Director, Global Benefits",(781) 800-5341,-----,2019-1549,8310
"Enterprise Holdings 1300 Brooks Avenue Rochester, NY 14624",Car Rental,Monroe | WDB Name: MONROE | Region: Finger Lakes,-----,4,4/28/2020,4/30/2020,-----,Unforeseeable business circumstances prompted by COVID-19,Plant Layoff,Plant Layoff,The employees are not represented by a union,Whitney Knudsen,(585) 235-2999 Ext: 1042,-----,2019-1546,8309
"Enterprise Holdings 1300 Brooks Avenue Rochester, NY 14624",Car Rental,Monroe | WDB Name: MONROE | Region: Finger Lakes,-----,169,4/28/2020,3/23/2020,-----,Unforeseeable business circumstances prompted by COVID-19,Temporary Plant Layoff,Temporary Plant Layoff,The employees are not represented by a union,Whitney Knudsen,(919) 896-9192,-----,2019-1545,8308
"Enterprise Holdings 4200 Genesee St. Buffalo, NY 14225",Car Rental,Erie | WDB Name: ERIE | Region: Western,-----,18,4/28/2020,4/30/2020,-----,Unforeseeable business circumstances prompted by COVID-19,Plant Layoff,Plant Layoff,The employees are not represented by a union,Whitney Knudsen,(585) 235-2999 Ext: 1042,-----,2019-1548,8307
"Enterprise Holdings 4200 Genesee St. Buffalo, NY 14225",Car Rental,Erie | WDB Name: ERIE | Region: Western,-----,93,4/28/2020,3/23/2020,-----,Unforeseeable business circumstances prompted by COVID-19,Temporary Plant Layoff,Temporary Plant Layoff,The employees are not represented by a union,Whitney Knudsen,(919) 896-9192,-----,2019-1547,8306
Regal Cinemas (Statewide impacted sites),Cinemas,New York/Kings/Queens | WDB Name: NEW YORK CITY | Region: New York CitySuffolk/No. Hempstead |WDB Name: SUFFOLK-OYSTER BAY-NO. HEMP-GLEN COVE | Region: Long IslandErie | WDB Name: ERIE | Region: Western Onondaga | WDB Name: ONONDAGA | Region: CentralAlbany | WDB Name: ALBANY-RENSS/SCH’DY | Region: Capital Tompkins | WDB Name: TOMPKINS | Region: Southern Westchester/Rockland | WDB Name: WESTCHESTER-ROCKLAND | Region: Mid-HudsonOntario | WDB Name: ONTARIO-WAYNE-SENECA-YATES | Region: Finger LakesJefferson | WDB Name: JEFF-LEWIS | Region: North Country,"1,004 (total affected across all sites)","1,004",4/29/2020,3/16/2020,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,Temporary Plant Closing,Temporary Plant Closing,The employees are not represented by a union.,"Lorie Walker, Vice President of Legal Affairs",(865) 925-9831,62-1412720,2019-1556 through 2019-1564,8305
"Tiger Retail Coast, LLC dba Flying Tiger Copenhagen 424 Columbus Avenue New York, NY 10024",Retail,New York/Kings | WDB Name: NEW YORK CITY | Region: Long Island,-----,64 (Total across all locations),4/10/2020 Amendment: 4/29/2020,3/17/2020 (62); 4/1/2020 (1); 4/5/2020 (1),-----,Unforeseeable business circumstances prompted by COVID-19,Temporary Plant Closing,Temporary Plant Closing,The employees are not represented by a union,"Jeanette Bull Nielsen, HR & Business Support Manager",(212) 777-1239,32-0453971,2019-1245,8304
"The Century Association (the Club) 7 West 43rd Street New York, NY 10036",Social Club,New York | WDB Name: NEW YORK CITY | Region: New York City,-----,81,3/31/2020 Amendment: 4/30/2020,3/16/2020,"3/16/2020 The business anticipates that it will remain closed until at least May 15, 2020.",Unforeseeable business circumstances prompted by COVID-19,Temporary Plant Closing,Temporary Plant Closing,"Local 6 Hotel, Restaurant & Club Employees & Bartenders Union, UNITE-HERE","Guy Smalling, Controller",(516) 695-3075,-----,2019-0949,8303
"MJ Mechanical Services, Inc. 95 Pirson Parkway Tonawanda, NY 14150",Mechanical Contractor,Erie | WDB Name: ERIE | Region: Western,-----,44,4/15/2020 Amendment: 4/30/2020,3/23/2020 (38); 4/14/2020 (6),-----,Unforeseeable business circumstances prompted by COVID-19,Temporary Plant Layoff,Temporary Plant Layoff,The employees are not represented by a union,Paul Kwiatkowski,(716) 844-3613,-----,2019-1388,8302
"Hudson's Bay Company 225 Liberty Street New York, NY 10281",Retail,New York | WDB Name: NEW YORK CITY | Region: New York City,-----,507,4/2/2020 Amendment: 4/20/2020,"The total number of affected employees will increase from 491 to 507. Most affected employees will be laid off between April 21, 2020 and May 4, 2020.",-----,Unforeseeable business circumstances prompted by COVID-19,Temporary Plant Layoff,Temporary Plant Layoff,The employees are not represented by a union.,"Sarah Gerber, Vice President, Associate Experience",(917) 763-5290,-----,2019-1112,8301
"Maison Kayser, LLC (16 NYC sites)",Catering,New York/Kings | WDB Name: NEW YORK CITY | Region: New York City,-----,689 (total number affected for all sites),3/19/2020,Layoffs began on 3/14/2020.,-----,Unforeseeable business circumstances prompted by COVID-19,Temporary Plant Layoff,Temporary Plant Layoff,The employees are not represented by a union.,"Kimberly Colón-Möller, Vice President of Human Resources",(917) 207-0788,46-3563279,2019-1553,8300
"LeNoble Lumber Co., Inc. 38-20 Review Avenue Long Island City, NY 11101",Lumber and Building Material Distribution,Queens | WDB Name: NEW YORK CITY | Region: New York City,99,99,3/27/2020  Amendment: 4/26/2020,3/20/2020,"3/20/2020 (The business will re-open for “normal” business on May 4, 2020.)",Unforeseeable business circumstances prompted by COVID-19,Temporary Plant Closing,Temporary Plant Closing,"International Brotherhood of Teamsters, Local 522","Matthew Dienstag, Vice President",(718) 784-5230,13-2543688,2019-1011,8299
"New York City & Vicinity District Council of Carpenters 395 Hudson Street, 1st Floor and 9th Floor New York, NY 10014",Carpentry Organization,Queens/New York | WDB Name: NEW YORK CITY | Region: New York City,-----,85 (total number affected for both sites),4/3/2020Amendment: 4/24/2020,4/3/2020 (76); 4/24/2020 (9),-----,Unforeseeable business circumstances prompted by COVID-19,Temporary Plant Layoff,Temporary Plant Layoff,The employees are not represented by a union,"Dana Brownstein, Director of Human Resources",(917) 376-5528,-----,2019-1064,8298
"HH Brown Shoe Co., Inc. dba Super Shoes 230 Amsterdam Commons Amsterdam, NY 12010",Shoe Store,Oneida/Montgomery | WDB Name: HMO and FMS | Region: Mohawk Valley,-----,32 (total number affected at both sites),3/31/2020 Amendment: 4/16/2020,3/20/2020 (15); 4/19/2020 (17),-----,Unforeseeable business circumstances prompted by COVID-19,Temporary Plant Layoff,Temporary Plant Layoff,The employees are not represented by a union,"Mark McGranahan, Director of Operations",(203) 273-6765,-----,2019-1260,8297
"HH Brown Shoe Co., Inc. dba Super Shoes 1440 Central Avenue Albany, NY 12205",Shoe Store,Albany/Warren | WDB Name: CAPITAL DISTRICT and SWW | Region: Capital,-----,36 (total number affected at both sites),3/31/2020Amendment: 4/16/2020,3/20/2020 (17); 4/19/2020 (19),-----,Unforeseeable business circumstances prompted by COVID-19,Temporary Plant Layoff,Temporary Plant Layoff,The employees are not represented by a union,"Mark McGranahan, Director of Operations",(203) 273-6765,-----,2019-1261,8296
"HH Brown Shoe Co., Inc. dba Super Shoes 2044 Saranac Lake Lake Placid, NY 12946",Shoe Store,Clinton/Essex | WDB Name: C-E-F-H | Region: North Country,-----,25 (number affected for both sites),3/31/2020Amendment: 4/16/2020,3/20/2020 (12); 4/19/2020 (13),-----,Unforeseeable business circumstances prompted by COVID-19,Temporary Plant Layoff,Temporary Plant Layoff,The employees are not represented by a union,"Mark McGranahan, Director of Operations",(203) 273-6765,-----,2019-1262,8295
