Company,Business Type,County,Total Employees,Number Affected,Date of Notice,Layoff Date,Closing Date,Reason for Dislocation,Classification,Reason Stated for Filing,Union,Contact,Phone,FEIN NUM,Event Number,Case_ID
"New York Air Brake LLC (NYAB) 748 Starbuck Avenue Watertown, NY13601",Peripheral product assembly production lines,Jefferson | WDB Name:JEFF/LEWIS | Region: North Country Region,39,39,8/17/2017 Amended: 8/24/2017,"Separations are currently anticipated to begin during the 14-day period beginning November 14, 2017, and are expected to be completed by the end of February 2018.",February 2018,"Transferring the peripheral product assembly  production lines from its manufacturing plant to NYAB's Premtec facility located in Salisbury, North Carolina.",Plant Unit Closing,Plant Unit Closing,"The International Association Of Machinists &Aerospace Workers - Lodge No 761, District 65","Michael Hawthorne, President",(315) 786-5653,,2017-0032,6016
"RDSL Urban NY LLC dba Open Loop - NYC785 8th AvenueNew York, NY10036",A hop-on hop-off transport service to explore the city at your own pace.,New York | WDB Name:NEW YORK CITY | Region:New York City,127,127,8/16/2017,11/14/2017,11/14/2017,Economic,Plant Closing,Plant Closing,"New York Public Transit Union, Transport Workers Union Local 100","Irina Gantolea, Human Resources/Logistics Coordinator-Phone:(201) 905-6736 Ext: 2005",,,2017-0030,6014
"Eastman Kodak Company (Eastman Business Park)1669 Lake AvenueRochester, NY14650",Photographic equipment and Supplies,Monroe | WDB Name:MONROE | Region:Finger Lakes Region,,32,8/10/2017,11/7/2017,-----,Economic,Plant Layoff,Plant Layoff,The affected workers are not represented by a union.,"Pamela J. Fantauzzo, HR Specialist",(585) 724-7080,,2017-0028,6013
"Jay Strongwater107 Salem StreetUnion Springs, NY13160",Manufacturing facility of hand decorated cast pewter giftware,Cayuga | WDB Name:CAYUGA/CORT | Region:Central Region,29,29,8/9/2017,"Separations are expected to begin 12/31/2017, or during the 14-day period beginning on that date.",12/31/2017,Sale of business,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Robin Fickenscher, Human Resources Director",(315) 364-7123,,2017-0027,6012
"Aptim Services, LLC (@FitzPatrick Nuclear Station)  268 Lake Road  Oswego, NY 13126",,Oswego  | WDB Name: OSWEGO | Region: Central Region,,,8/7/2017,,,,Plant Layoff,Plant Layoff,"International Brotherhood of Boilermakers  Local 5, Northeast Regional Council of Carpenters, International Brotherhood of  Electrical Workers Local 43, Laborers International Union of North America  Local #633, International Union of Operating Engineers Local 158, International Union of Painters and Allied Trades, District Council 4, United Association of  Plumbers and Pipe Fitters Local 73, International Brotherhood of Teamsters Local 317, and Heat & Frost Insulators Local 30.","Chris  Bethmann, Human Resources Manager",(225) 987-7507,,2017-0025,6011
"TPS Parking Management, LLC, dba The Parking Spot(JFK Airport Lot)130-24 South Conduit AvenueJamaica, NY11430",Parking Facility,Queens | WDB Name:NEW YORK CITY | Region:New York City,71,71,8/7/2017,"TPS expects that it will need to discharge all employees working at the JFK Airport Lot on or around November 5, 2017, but no later than January 2, 2018.",1/2/2018,Sale of Property,Plant Closing,Plant Closing,"United Service Workers Union, Local 1031","Mary Ruberry, Senior Vice President, Human Resources",(312) 453-1613,,2017-0024,6010
"River Club of New York, Inc.447 E 52 StreetNew York, NY10022",Private social sports club.,New York | WDB Name:NEW YORK CITY | Region:New York City,60,60,8/4/2017,11/10/2017,11/10/2017,Closing due to planned renovations.,Plant Closing,Plant Closing,"New York Hotel & Motel Trades Council, AFL-CIO and UNITE HERE","Daniel Somogyi, General Manger or Eric Ruehlmann, General Manger",(212) 751-0100 Ext: 115,,2017-0023,6009
"Lion Re:Sources, Inc. 27-01 Queens Plaza North Long Island City, NY 11101",Providing help supply and personnel supply services.,Queens | WDB Name: NEW YORK CITY  | Region: New York City,266,154,2/15/2017,"All affected employees will be terminated between May 1, 2017 and December 1, 2017.",-----,Economic,Plant Layoff,Plant Layoff,The affected workers are not represented by a union.,"Thomas Caffrey, CEO- Americas",(617) 867-1660,,2016-0304,6008
"Hudson Valley Snacks and Soda, LLC 155 Bracken Road Montgomery, NY 12549",Snapple products distributor/sales.,Orange | WDB Name:ORANGE | Region:Mid-Hudson Region,38,38,8/2/2017,"Earliest termination date will be October 31, 2017 or within the 14-day period thereafter.",11/14/2017,Economic,Plant Closing,Plant Closing,Teamsters Local 812,"Terry Marold, General Manager",(845) 457-9201 Ext: 215,,2017-0021,6007
"MSO of Kings County, LLC Physicians' Practices and Wound Care Center One Prospect Park West Brooklyn, NY11215",Physicians'practices and Wound Care Center,Kings | WDB Name:NEW YORK CITY | Region:New York City,25,25,7/31/2017,"Employment separations will occur on or about October 31, 2017 or within fourteen (14) calendar days thereafter.",10/31/2017,Economic,Plant Closing,Plant Closing,1199 SEIU Healthcare Workers East,"Joanne Kennedy, HR Business Partner",(718) 488-3154,,2017-0022,6006
"Heritage Health and Housing, Inc.2473, 2475, 2477 Crotona AvenueBronx, NY10458","Provides health care, housing and a wide range of social and support services.",Bronx | WDB Name: NEW YORK CITY | Region: New York CityCounty: New York | WDB Name:NEW YORK CITY | Region:New York City,101,7,7/31/2017,10/26/2017,-----,Loss of NYS Office of Mental Health Funding,Plant Layoff,Plant Layoff,1199 SEIU,"Kenya Salaudeen, Director of Human Resources",(212) 866-2600,,2017-0014,6004
"Command Security Corporation(FedEx Express contract at JFK International Airport)JFK International AirportJamaica, NY 11430",Security guard services,Queens | WDB Name:NEW YORK CITY | Region:New York City,46,46,7/18/2017,8/31/2017,8/31/2017,Loss of contract,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Richard Klein, Vice President of Human Resources",(703) 464-4153,,2017-0013,6002
"DAL Global Services (for Virgin America at JFK Int'l Airport)John F. Kennedy International AirportJamaica, NY11430",Baggage Handling,Queens | WDB Name:NEW YORK CITY | Region:New York City,49,49,7/14/2017,10/31/2017,10/31/2017,Loss of contract with Virgin America.,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Charles Stanley, HR Business Partner",(404) 773-8746,,2017-0007,6001
"LMEG Wireless LLC303 Louisiana AvenueBrooklyn, NY 11207",Wireless phone company,Kings | WDB Name:NEW YORK CITY | Region:New York City,151,151,7/20/2017,"LM Wireless expects to separate approximately 103 employees on October 15, 2017 and the remaining 48 employees on or before October 19, 2017.",10/19/2017,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Shevy Halpern, Controller",(718) 832-0700 Ext. 335,,2017-0012,6000
"WestRock44 Island Container PlazaWheatley Heights, NY11798",Manufacturer of corrugated boxes.,Suffolk | WDB Name:SUFFOLK | Region:Long Island,152,152,7/17/2017,"Employment separations will occur on October 14, 2017, or within a 14-day period beginning onthis date.",10/14/2017,Economic,Plant Closing,Plant Closing,"United Steelworkers Local 381, International Brotherhood of the Teamsters (IBT) Local Union No. 813","Colleen Garrity, Human Resources Manager",(612) 845-4705,,2017-0011,5999
"ADP, LLC305 Spindrift DriveWilliamsville, NY14221","Provider of cloud-based Human Capital Management solutions and Business Process Outsourcing (BPO) services, analytics and compliance expertise.",Erie | WDB Name:ERIE | Region:Western Region,25,25,7/14/2017,9/29/2017,10/13/2017,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Yvette M. Gordon, Senior Counsel",(973) 974-5033,,2017-0009,5997
"Kmart Store #09542200 S Washington StreetHerkimer, NY13350",Department Store,Herkimer | WDB Name:HMO | Region:Mohawk Valley Region,46,46,7/7/2017,"Separations are expected to begin October 05, 2017, or during the 14-day period beginning on that date.",10/5/2017,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Michael Smith, Regional Human Resources Director",(847) 286-5904,,2017-0010,5996
"Michaud Residential Health Care Facility, Inc.453 Park StreetFulton, NY 13126",Nursing Home,Oswego | WDB Name:OSWEGO | Region:Central Region,113,113,7/3/2017,10/2/2017,10/2/2017,Economic,Plant Closing,Plant Closing,1199 SEIU,"Maura O'Toole, H.R. Director",(315) 342-3166,,2017-0004,5994
"Zeluck, Inc.5300 Kings HighwayBrooklyn, NY11234",Window supplier,Brooklyn | WDB Name:NEW YORK CITY | Region:New York City,49,49,7/13/2017,7/14/2017,7/14/2017,Economic,Plant Closing,Plant Closing,"Amalgamated Union, Local No. 1 Affiliated with NOITU-IUJAT","Roy Zeluck, President",(718) 251-8060,,2017-0008,5993
"Gannett National Shared Services33 Lewis Road, Suite 9Binghamton, NY 13905",Operation of national commercial banks.,Broome | WDB Name: BROOME/TIOGA | Region: Southern Region,31,31,7/13/2017,"There are five affected employees that will terminate during a 14-day period commencing on October 12, 2017. The remainder 26 affected employees will terminate during a 14-day period commencing on October 27, 2017.",10/27/2017,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Brianne Taksony, Human Resources Business Partner",(317) 444-8305,,2017-0006,5991
"Delft Blue LLC36 Garden StreetNew York Mills, NY 13417",Meat Processing,Oneida | WDB Name:HMO | Region:Mohawk Valley Region,83,83,7/12/2017,"Employment separations will occur within the 14-day period from October 10, 2017 to October 24, 2017.",10/24/2017,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Katie Curley, Human Resources",(315) 768-7100 Ext. 233,,2017-0005,5990
"Lighthouse Guild (LGI)125 Baylis RoadMelville, NY 11747",Provides full spectrum of integrated vision + healthcare services.,Suffolk | WDB Name:SUFFOLK | Region:Long Island,46,46,6/29/2017,"The terminations will occur on or about September 30, 2017.",9/30/2017,Economic,Plant Closing,Plant Closing,"1199 SEIU United Healthcare Workers East; Federation of Nurses/UFT, FNHP/AFT, AFL-CIO","Melissa Farber, Vice President Human Resources",(212) 769-6220,,2016-0303,5989
"Conduent IncorporatedConduent Business Services, LLC.100 Clinton Ave. SouthRochester, NY14644",Business process services company,Monroe | WDB Name:MONROE | Region:Finger Lakes Region,-----,59,6/30/2017,"The terminations will occur on or about September 28, 2017.",To be determined,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Cordelia Guevara, Human Resources",(801) 567-5453,,2016-0302,5988
"CEVA Logistics260 Hudson River RdWaterford, NY 12188",Provide logistic services,Saratoga | WDB Name:SAR/WAR/WAS | Region:Capital Region,42,42,7/3/2017,Layoffs will be effective on or before 9/30/2017.,9/30/2017,Loss of contract,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Shawn Carney, Operations Manager",(518) 925-7518,,2017-0003,5987
"Inter-Lakes Health Heritage Commons Residential Heath Care, Moses Ludington Adult Home and Moses Ludington Hospital1019 Wicker StreetTiconderoga, NY12883",Provides general medical and surgical care,Essex | WDB Name:C-E-F-H | Region: North Country Region,232,232,7/5/2017,"First termination of employees will begin on or about October 1, 2017 or within 14 days thereafter. Additional terminations of employees will occur on or about October 15, 2017 or within 14 days thereafter.",10/15/2017,Sale of business,Plant Closing,Plant Closing,"New York State Nurses Association (NYSNA), Laborers’ International Union of North America, Local 1822","John Remillard, President",(518) 585-3720,,2017-0002,5986
"SoundCloud Inc.50 W 23rd, 10th FloorNew York, NY10010",Online audio distribution platform,New York | WDB Name:NEW YORK CITY | Region:New York City,-----,53,7/6/2017  Amernded:7/7/2017,10/5/2017,-----,Economic,Plant Layoff,Plant Layoff,The affected workers are not represented by a union.,"Alison Moore, Chief Revenue Officer",(646) 258-2807,,2017-0001,5984
"Conduent IncorporatedConduent Business Services, LLC800 Phillips RdWebster, NY14580",Business process services company,Monroe | WDB Name:MONROE | Region:Finger Lakes Region,-----,129,6/30/2017,"The terminations will occur on or about September 28, 2017.",To be determined,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Cordelia Guevara, Human Resources",(801) 567-5453,,2016-0301,5981
"Mid-State Raceway, Inc. d/b/a Vernon Downs Casino Hotel 4229 Stuhlman Rd Vernon, NY13476",Casino and Hotel,Oneida | WDB Name: HMO | Region:Mohawk Valley Region,345,0,6/12/2017 Rescission: 6/30/2017,,-----,Economic,Plant Closing,Plant Closing,,"Melissa Hudson, Human Resources Manager",(315) 829-3400 ext. 2124,,2016-0278,5980
"Restaurant Associates (@Ogilvy & Mather) 636 11th Avenue New York, NY 10036",Food Services,New York | WDB Name: NEW YORK CITY | Region: New York City,23,23,6/29/2017,9/30/2017,9/30/2017,Non-renewal of contract,Plant Closing,Plant Closing,"UNITE HERE, Local 100","Lauren Ressa, Director Dining Services, Restaurant Associates",(212) 237-5301,,2016-0300,5979
"Courtyard by Marriott LaGuardia Hotel90-10 Grand Central ParkwayEast Elmhurst, NY11368",Hotel,Queens | WDB Name:NEW YORK CITY | Region:New York City,144,144,6/28/2017,10/1/2017,10/1/2017,Economic,Plant Closing,Plant Closing,"New York Hotel & Motel Trades Council, AFL-CIO","Mark Ranieri, General Manager",(718) 308-4803,,2016-0299,5978
"Allied Health Services, Inc.391 East 149th StreetBronx, NY10455",Home Health Care Services,Bronx | WDB Name:NEW YORK CITY | Region:New York City,351,351,6/28/2017,"Separations are expected to occur September 26, 2017 or within 14 days before or after said date.",10/9/2017,Transfer to new owner,Plant Closing,Plant Closing,"1199 SEIU, United Healthcare Workers East","Josie Rivera, HR Director, Allied Health Services",(718) 401-8500 Ext. 28,,2016-0298,5977
"Kmart Corporation (Store #07695)2801 W. State StreetOlean, NY14760",Department Store,Cattaraugus | WDB Name: ALL/CAT | Region:Western Region,63,63,6/28/2017,"All employee separations are expected to occur on 9/20/2017, or during the14-day period commencing on that date.",10/3/2017,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Michael Smith, Regional Human Resources Director",(847) 286-5904,,2016-0297,5976
"Elmwood Country Club, Inc.850 Dobbs Ferry RoadWhite Plains, NY10607",Country Club,Westchester | WDB Name:WESTCH/PTNM | Region:Mid-Hudson Region,76,76,6/27/2017,9/30/2017,9/30/2017,Property being sold.,Plant Closing,Plant Closing,"SEIU, 32 BJ and UNITE HERE, Local 100","Jerry Schurhammer, General Manager",(914) 592-6600,,2016-0296,5975
"Father Flanagan's Boys Home (aka Boys Town)525 Dean StreetBrooklyn, NY11217",Provide outplacement support and help them transition out of the organization.,Kings | WDB Name:NEW YORK CITY | Region:New York CityCounty:New York | WDB Name:NEW YORK CITY | Region:New York CityCounty: Queens | WDB Name: NEW YORK CITY | Region:New York City,92 (total affected workers at all six sites),40,6/27/2017,9/24/2017,9/24/2017,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Traci McAuliffe, Director of Human Resources",(402) 498-1785,,2016-0290,5974
"Triumph Structures - Long Island, LLC717 Main StreetWestbury, NY11590",Aerospace structural products manufacturer,Nassau | WIB Name: HEMPSTEAD | Region: Long Island,88,88,10/24/2016 Amended: 6/23/2017,"Layoffs pushed back from period January 15, 2017 through December 15, 2017 to four (4) layoffs to occur on July 15, 2017; one (1) layoff to occur on August 11, 2017 and remainder of layoffs to occur after December 30, 2018 (date to be determined).",12/30/2018,Consolidation of operations,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Alesia Campanile, HR Manager",(516) 997-5757,,2016-0068,5973
"Exel Inc., DBA DHL Supply Chain10 Sheridan DriveTonawanda, NY14150",Package delivery service,Erie | WDB Name:ERIE | Region:Western Region,42,42,6/23/2017,9/30/2017,9/30/2017,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Donna Blanchett, Human Resource Manager",(734) 732-7339,,2016-0289,5972
"L&R Distributors, Inc - Brooklyn Warehouse9301 Avenue DBrooklyn, NY 11236",Distribution of non-food products.,Kings | WDB Name:NEW YORK CITY | Region:New York City,136,79,6/20/2017,"The expected date of the first separation from the Brooklyn warehouse will beapproximately September 15, 2017.",9/15/2017,Relocation of Warehouse,Plant Unit Closing,Plant Unit Closing,"United Food and Commercial Workers (UFCW), Local 2013","Zach Daum, HR Managers",(718) 272-2100 ext. 2168,,2016-0287,5971
"L&R Distributors, Inc - Deer Park Warehouse120 Industry CtDeer Park, NY 11729",Distribution of non-food products.,Nassau | WDB Name:HEMPSTEAD | Region: Long Island,70,48,6/20/2017,"The expected date of the first separation from the Deer Park warehouse will beapproximately October 30, 2017.",10/30/2017,Relocation of Warehouse,Plant Unit Closing,Plant Unit Closing,The affected workers are not represented by a union.,"Zach Daum, HR Managers",(718) 272-2100 ext. 2168,,2016-0288,5970
"Merchant Cash and Capital, LLC (and its BIZFI subsidiary)460 Park Avenue South, 10th floorNew York, NY10016",Automated online marketplace designed to give multiple financing options to applicants.,New York | WDB Name:NEW YORK CITY | Region:New York City,192,43,6/12/2017,"Separations occur on September 10, 2017, or within fourteen days thereafter.",-----,Economic,Plant Layoff,Plant Layoff,The affected workers are not represented by a union.,"Taniya Mazzullo, Vice President - Human Resources",(646) 604-8245,,2016-0286,5969
"Merchant Cash and Capital, LLC (and its BIZFI subsidiary)460 Park Avenue South, 10th floorNew York, NY10016",Automated online marketplace designed to give multiple financing options to applicants.,New York | WDB Name:NEW YORK CITY | Region:New York City,192,43,6/12/2017,"Separations occur on September 10, 2017, or within fourteen days thereafter.",-----,Economic,Plant Layoff,Plant Layoff,The affected workers are not represented by a union.,"Taniya Mazzullo, Vice President - Human Resources",(646) 604-8245,,2016-0286,5968
"GT Forge, Inc. d/b/a Gett237 West 35th StreetNew York, NY10001",A global ridesharing app.,New York | WDB Name:NEW YORK CITY | Region:New York CityCounty:Queens | WDB Name:NEW YORK CITY | Region:New York City,,36,6/15/2017,8/11/2017,9/13/2017,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Lauren Brown, HR Manager",(347) 439-2255,,2016-0282,5966
"PHH Mortgage Corporation1760 Wehrle DriveWilliamsville, NY14221",Real Estate Credit,Erie | WIB Name: ERIE | Region:Western Region,----,1,6/19/2017,The sixth round of this layoff is scheduled on or about 9/29/2017 or within fourteen days thereof.,7/1/2017,Reduction in loan originations,Plant Closing,Plant Closing,The affected worker is not represented by a union.,"Terence P. Zirnheld, Director, HR Business Partner",(856) 917-3312,,2016-0285,5965
"W. P. Carey Inc.(Carey Financial, LLC & Retail fundraising business)50 Rockefeller PlazaNew York, NY 10020",Build-to-suit financing solutions for companies worldwide.,New York | WDB Name: NEW YORK CITY | Region: New York City,226,60,6/15/2017,"Separations will commence on June 30, 2017 and continue through September 29, 2017.",9/29/2017,Economic,Plant Unit Closing,Plant Unit Closing,The affected workers are not represented by a union.,"Stacey Lamendola, Director of Human Resources",(212) 492-1104,,2016-0284,5964
"Catholic Charities Neighborhood Services, Inc.Super Storm Sandy Employment Program1329 Beach Channel DriveFar Rockaway, NY11691",Super Storm Sandy Employment Program,Queens | WDB Name:NEW YORK CITY | Region:New York City,2,2,6/15/2017,9/13/2017,9/13/2017,Loss of funding,Plant Unit Closing,Plant Unit Closing,The affected workers are not represented by a union.,"James Norcott, Senior Vice President - Planning and Evaluation",(718) 722-6021,,2016-0281,5963
"GTA Americas, LLCOperations and Finance Depts5 Pennsylvania PlazaNew York, NY10001",Operations and Finance Departments,New York | WDB Name:NEW YORK CITY | Region: New York City,1,1,6/13/2017,"Separation is expected to commence during the 14-day period starting on September 15, 2017.",9/15/2017,Outsourcing of its Operations and Finance depts,Plant Unit Closing,Plant Unit Closing,The affected workers are not represented by a union.,"Linda Petrone, Head of Human Resources, Americas",(212) 376-5460,,2016-0280,5962
"Visiting Nurse Service of New York Hospice and Palliative CareHaven Hospice Specialty Care Unit462 1st AvenueNew York, NY 10016",Haven Hospice Specialty Care Unit,New York | WDB Name: NEW YORK CITY | Region: New York City,36,15-18,6/14/2017 Amended: 8/4/2017,"Layoffs will occur between September 12, 2017 and October 17, 2017. Due to bumping rights, some represented employees will be displaced in the Hospice Home Care Program.",10/17/2017,Economic,Plant Unit Closing,Plant Unit Closing,1199 SEIU United Healthcare Workers East; United Federation of Teachers (UFT),"Marian Haas, Vice President, Human Resources Policy & Practice",(212) 609-7880,,016-0279,5961
"Mid-State Raceway, Inc. d/b/a Vernon Downs Casino Hotel 4229 Stuhlman Rd Vernon, NY13476",Casino and Hotel,Oneida | WDB Name: HMO |  Region:Mohawk Valley Region,345,345,6/12/2017,,12/18/2017,Economic,Plant Closing,Plant Closing,,"Melissa Hudson, Human Resources Manager",(315) 829-3400 ext. 2124,,2016-0278,5960
"Kmart Store #03943 (Kmart Corporation)230 West Main StreetMalone, NY 12953",Department Store,Franklin | WDB Name: C-E-F-H | Region: North Country,70,70,6/6/2017,"Separations are expected to occur on September 4, 2017, or during the 14-day period commencing on that date.",9/4/2017,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Michael Smith, Regional Human Resources Director",(847) 286-5904,,2016-0277,5959
"Kmart Store #07432 (Kmart Corporation)21082 Pioneer Plaza DriveWatertown, NY 13601",Department Store,Jefferson | WDB Name: JEFF/LEWIS | Region: North Country,56,56,6/6/2017,"Separations are expected to occur on September 4, 2017, or during the 14-day period commencing on that date.",9/4/2017,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Michael Smith, Regional Human Resources Director",(847) 286-5904,,2016-0276,5958
"Command Security Corporation (for Niagara Frontier Transportation Authority)Buffalo Niagara International Airport - 4200 Genesee StreetCheektowaga, NY 14225",Security Services,Erie | WDB Name: ERIE | Region: WesternNiagara | WBD Name: NIAGARA | Region: Western,34,34,6/1/2017,6/30/2017,6/30/2017,Loss of contract to provide security services for Niagara Frontier Transportation Authority,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Thomas Smeeding, General Manager",(716) 961-9506 ext. 10601,,2016-0274,5956
"Cardinal Health, Inc.(Distribution Center)4 Liebich LaneClifton Park, NY 12065",Provide healthcare services and products.,Saratoga | WDB Name:SAR/WAR/WAS | Region:Capital Region,37,37,6/6/2017,9/4/2017,9/4/2017,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Jason Fisher, VP, HR Business Partner",(330) 425-0247,,2016-0273,5955
"Eastman Kodak Company (Business Park)1669 Lake AvenueRochester, NY14615",Photographic equipment and Supplies,Monroe | WDB Name:MONROE | Region:Finger Lakes Region,-----,1,5/31/2017,8/28/2017,-----,Economic,Plant Layoff,Plant Layoff,The affected workers are not represented by a union.,"Pamela J. Fantauzzo, HR Specialist",(585) 724-7080,,2016-0272,5954
"Gander Mountain Company705 Frank Sottile BlvdKingston, NY12401",Sporting goods store.,,264 (Total employees at all seven sites),40,6/1/2017,"Separations are expected to occur on or between August 17, 2017 and August 31, 2017.",8/31/2017,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Timothy Becker, For Lighthouse Management as CRO",(651) 325-4336,,2016-0264,5953
"Community Care Organization, Inc.5800 Third AvenueBrooklyn, NY 11220",Home care agency providing transitional services to elderly/disabled people.,Kings | WIB Name: NEW YORK CITY | Region: New York City,262,262,6/2/2017,8/31/2017,8/31/2017,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Jose L. LaBarca III, Director of Human Resources",(718) 630-6186,,2016-0271,5952
"IEH Auto Parts LLC d/b/a Auto Plus20 Hazelwood DriveAmherst, NY 14228",Auto part services,Erie | WIB Name: ERIE | Region: Western,38,38,6/1/2017,Separations will begin on 9/1/2017 and run through 9/30/2017.,9/30/2017,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Mark Cook, Senior Vice President, Human Resources",(770) 701-5000,,2016-0263,5951
"Aircraft Service International, Inc. d/b/a ASIGJFK International AirportJamaica, NY11430",Aviation ground service provider,Queens | WIB Name:NEW YORK CITY | Region: New York City,378,378,5/15/2017,7/31/2017,7/31/2017,Loss of Contract,Plant Closing,Plant Closing,"United Service Workers Union, IUJIAT, Local 74","Risha Edwards, Regional Human Resources Director",(704) 359-5244,,2016-0262,5950
"Michael Cetta Inc. d/b/a Sparks Steak House 210 East 46th Street New York, NY 10017",Restaurant,New York | WIB Name:NEW YORK CITY  | Region:New York City,87,87,5/26/2017,8/31/2017,8/31/2017,Possible non-renewal of lease.,Possible Plant Closing,Possible Plant Closing,UFCW Local 342,Steven Cetta,(212) 687-4806,,2016-0261,5949
"Chelsea Hospitality Partners LLC d/b/a Avenue116 10th AvenueNew York, NY10011",Lounge,New York | WIB Name:NEW YORK CITY | Region:New York City,42,42,5/23/2017,7/21/2017,7/21/2017,Closing temporarily due to extensive renovations.,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Judy Tepperberg, Managing Partner","(212) 614-7201, ext.305",,2016-0260,5948
"Kraft Heinz Foods Company8600 Main StreetCampbell, NY 14821","Produces Polly-O’String cheese, mozzarella cheese and other Italian cheese varieties.",Steuben | WIB Name: CSS | Region: Southern,380,380,2/21/2017Amended: 5/24/2017,8/23/2017,8/23/2017,Economic,Plant Closing,Plant Closing,"International Brotherhood of Teamsters, Local 529","Eric Meszaros, Associate Director-Human Resources",(847) 646-8067,,2016-0158,5947
"Nationstar Mortgage LLC611 Jamison RoadElma, NY14059",Mortgage services,Erie | WIB Name:ERIE | Region:Western Region,179,179,5/23/2017,8/21/2017,8/21/2017,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Katie McLain, Senior HR Generalist",(716) 270-1095,,2016-0259,5946
"ViaTech Publishing Solutions, Inc.1440 Fifth Ave.Bay Shore, NY 11706",Global publishing Services,Suffolk | WIB Name: SUFFOLK | Region: Long Island,51,51,5/22/2017,Layoffs will begin on 8/19/2017 and continue in stages.,To be determined,Consolidation and outsourcing of their products.,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Linda Newton, Director of Human Resources",(214) 827-8151 (ext 301),,2016-0258,5945
"Public Service Insurance Company One Park Avenue, 15thFloor New York, NY 10016","Provides auto, home, life and health insurance.",New York | WIB Name: NEW YORK CITY  | Region: New York City,61,12,5/22/2017,Phase one of the layoffs begin on 8/21/2017.,To be determined,Economic,Plant Closing,Plant Closing,The affected  workers are not represented by a union.,"Gary Stewart,Vice President & Director of Human  Resources",(212) 591-9410,,2016-0257,5943
"First Data 1307 Walt Whitman Road Melville, NY 11747",Data processing services,Suffolk | WIB Name: SUFFOLK | Region:  Long Island,641,641 (several affected workers have  transferred to other company locations),3/7/2016Amended:5/22/2017,To occur between 3/19/2015 and 8/31/2017,8/31/2017,Economic,Plant Closing,Plant Closing,No union representation and no bumping rights exist.,"Lori Graesser, Associate General Counsel",(402) 222-8113,,,5942
"PHH Mortgage Corporation1760 Wehrle DriveWilliamsville, NY 14221",Real Estate Credit,Erie | WIB Name: ERIE | Region: Western,----,1,5/19/2017,The fifth round of this layoff is scheduled on or about 8/25/2017 or within fourteen days thereof.,7/1/2017,Reduction in loan originations,Plant Closing,Plant Closing,The affected worker is not represented by a union.,"Terence P. Zirnheld, Director, HR Business Partner",(856) 917-3312,,2016-0256,5941
"Prague LLC d/b/a Schiller's Liquor Bar131 Rivington StreetNew York, NY 10002",Restaurant and Bar,New York | WIB Name:NEW YORK CITY | Region: New York City,48,48,5/15/2017,8/14/2017,8/31/2017,Expiration of their lease.,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Roberta Rossini Delice, Chief Executive Officer","(212) 925-5340, ext. 3000",,2016-0255,5940
"Merchant Cash and Capital, LLC (BIZFI subsidiary)460 Park Avenue South, 10th floorNew York, NY 10016",Automated online marketplace designed to give multiple financing options to applicants.,New York | WIB Name: NEW YORK CITY | Region: New York City,192,74,5/15/2017,8/13/2017,-----,Economic,Plant Layoff,Plant Layoff,The affected workers are not represented by a union.,"Taniya Mazzullo, Vice President - Human Resources",(646) 604-8245,,2016-0254,5938
"Walmart Store #24153429 State StreetNiskayuna, NY12304",Retail Store,Schenectady | WIB Name:CAPITAL DISTRICT | Region:Capital,102,102,5/15/2017,"The store will close to the public on June 9, 2017. All employees at this facility will be terminated effective August 18, 2017",6/9/2017,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Michael Laux, Market Manager",(315) 736-0216,,2016-0253,5937
