Company,Business Type,County,Total Employees,Number Affected,Date of Notice,Layoff Date,Closing Date,Reason for Dislocation,Classification,Reason Stated for Filing,Union,Contact,Phone,Case_ID
"Northrop Grumman Systems CorporationElectronic Attack Center of Excellence600 Grumman Road WestBethpage, NY 11714",Aircraft Design,Nassau | WIB Name: OYSTER BAY | Region: Long Island,"1,333",143,8/14/2013 Amended: 8/20/2013,11/12/2013,-----,Transition of certain programs from Bethpage to other Centers of Excellence.,Plant Layoff,Plant Layoff,The affected workers do not have “bumping” rights and are not represented by a union.,"Amanda Sorensen, Director, Human Resources",(310) 813-0949,4251
"Northrop Grumman Systems CorporationElectronic Attack Center of Excellence600 Grumman Road WestBethpage, NY 11714",Aircraft Design,Nassau | WIB Name: OYSTER BAY | Region: Long Island,-----,143,8/14/2013,11/12/2013,-----,Transition of certain programs from Bethpage to other Centers of Excellence.,Plant Layoff,Plant Layoff,The affected workers do not have “bumping” rights and are not represented by a union.,"Amanda Sorensen, Director, Human Resources",(310) 813-0949,4250
"Landauer Metropolitan, Inc. One Bradford RoadMt. Vernon, NY",Medical equipment supplies and services provider,Westchester | WIB Name: WESTCHESTER | Region: Mid-Hudson RegionOyster Bay | WIB Name: OYSTER BAY | Region: Long IslandDutchess | WIB Name: DUTCHESS | Region: Mid-Hudson RegionMonroe | WIB Name: MONROE | Region: Finger Lakes RegionAlbany | WIB Name: CAPITAL DISTRICT | Region: Capital RegionErie | WIB Name: ERIE | Region: Western Region,198,198,8/13/2013 Amended 8/16/2013,-----,10/8/2013,Potential Sale of Business to Quadrant Management Inc.,Plant Closing,,Company is not unionized and no bumping rights exist.,"Stephanie Ranellone, Human Resources Manager",(914) 663-3421,4249
"Sodexo, Inc.Empire State PlazaAlbany, NY 12220",Food Service,Albany | WIB Name: CAPITAL DISTRICT | Region: Capital Region,128,128,8/8/2013Amended 8/15/2013,-----,11/3/2013,Contract Loss,Plant Closing,Plant Closing,Local 471 Rochester Regional Joint Board,"Nancy Hellner, Vice President of Operations",(856) 298-8326,4248
"Archcare, Inc. @ Kateri Residence150 Riverside DriveNew York, NY 10024",Skilled Nursing Facility,New York | WIB Name: NEW YORK CITY| Region: New York City,555,555,12/3/2012Amended 8/14/2013,-----,Sale has been postponed to occur on or about 8/28/2013,Sale of facility,Plant Closing,Plant Closing,1199 SEIU,"Hugo A. Pizarro, Vice President, Human Resources",(646) 633-4422,4247
"Landauer Metropolitan, Inc. One Bradford RoadMt. Vernon, NY",Medical equipment supplies and services provider,Westchester | WIB Name: WESTCHESTER | Region: Mid-Hudson RegionOyster Bay | WIB Name: OYSTER BAY | Region: Long IslandDutchess | WIB Name: DUTCHESS | Region: Mid-Hudson RegionMonroe | WIB Name: MONROE | Region: Finger Lakes RegionAlbany | WIB Name: CAPITAL DISTRICT | Region: Capital RegionErie | WIB Name: ERIE | Region: Western Region,296 in all locations indicated,296,8/13/2013,-----,10/8/2013,Potential Sale of Business to Quadrant Management Inc.,Plant Closing,Plant Closing,Company is not unionized and no bumping rights exist.,"Stephanie Ranellone, Human Resources Manager",(914) 663-3421,4246
"JPMorgan Chase & Co. Mortgage Banking Productions Operations Unit Chase Homeownership Center4 Chase MetroTech CenterBrooklyn, NY 11245",Mortgage Banking Production Operations Unit & Quality Assurance,New York | WIB Name: NEW YORK CITY | Region: New York City,10,19 – 10 from the Productions Operations Unit (closing) / 9 from Quality Assurance (not closing),8/9/2013 Amended 8/14/2013,11/10/2013,11/10/2013,Economic,Plant Unit Closing,Plant Unit Closing,Non-union,Magaly Denis-Roman,(201) 595-5230,4245
"Bombardier Mass Transit Corporation-Overhaul Division7940 State Route 415Bath, NY 14810",Rail equipment manufacturing,Steuben | WIB Name: CSS | Region: Southern Region,-----,10,8/13/2013,11/15/2013,-----,Economic,Plant Layoff,Plant Layoff,There is no employee representative.,"Tim Bunda, Human Resources",(215) 441-1863,4244
"BorgWarner Morse TEC/Powerdered Metal Operation (PMO)3690 Luker RoadCortland, NY 13045",Automobile parts manufacturing & testing,Cortland | WIB Name: CAYUGA/CORT | Region: Central RegionCounty: Tompkins | WIB Name: TOMPKINS | Region: Southern Region,-----,25,1/18/2013 Amended: 8/13/2013,Layoffs will occur between 5/10/2013 and 10/31/2013.,Production will cease on 6/14/2013 and plant closing will occur by 10/31/2013,Economic,Plant Closing,Plant Closing,Teamsters Local 317,"Michael Rubino, Senior Manager, Human Resources and Labor Relations",(607) 266-5247,4243
"G4S Government Solutions, Inc.26 Federal Plaza, Room 2-130New York, NY 10278",Security services,New York | WIB Name: NEW YORK CITY | Region: New York City,255,255 (total affected for all 33 sites),8/6/2013  Amended: 8/13/13,-----,9/30/2013,Contract Expiration,Plant Closing,Plant Closing,-----,"Paul Cottle, Manager Human Resources Compliance",(800) 325-5432,4242
"JPMorgan Chase & Co. Mortgage Banking Productions Operations Unit Chase Homeownership Center4 Chase MetroTech CenterBrooklyn, NY 11245",Mortgage Banking Production Operations Unit,New York | WIB Name: NEW YORK CITY | Region: New York City,-----,19,8/9/2013,First terminations to occur on 11/10/2013,to be determined,Economic,Plant Unit Closing,Plant Unit Closing,Non-union,Magaly Denis-Roman,(201) 595-5230,4241
"SUNY Downstate Medical Center at LICH - StaffCo.339 Hicks StreetBrooklyn, NY 11201",Medical Center,Kings | WIB Name: NEW YORK CITY| Region: New York City,1666,1666,3/25/2013Amended 8/12/2013,Layoffs are postponed to occur between 8/28/2013 and 9/10/2013,postponed to occur between 8/28/2013 and 9/10/2013,Economic,Plant Closing,Plant Closing,"1199 SEIU United Healthcare Workers East, New York State Nurses Association","Francesca Tinti, Assistant Vice President for Human Resources",(718) 780-1500,4240
"Philips Lighting Company7265 Route 54Bath, NY",Manufacturing outdoor//indoor lighting products,Steuben | WIB Name: CSS| Region: Southern Region,268,268,12/6/2012Amended 8/12/2013,Postponed to occur on or about March 2014,March 2014,Economic,Plant Closing,Plant Closing,USWA,"Amy Heysham, Human Resources Manager",(607) 776-8217,4239
"Citigroup Inc.188 King StreetArmonk, NY 10504",Financial,Westchester | WIB Name: WESTCHESTER | Region: Mid-Hudson Region,-----,36,8/9/2013,11/7/2013,-----,Economic,Plant Layoff,Plant Layoff,There are no bumping rights applicable and no union represents these employees.,"Jill Rorschach, Director of Employee Relations for Citi",(469) 220-4363,4237
"G4S Government Solutions, Inc.26 Federal Plaza, Room 2-130New York, NY 10278",Security services,New York | WIB Name: NEW YORK CITY| Region: New York City,255,255,8/6/2013,-----,9/30/2013,Contract Expiration,Plant Closing,Plant Closing,-----,"Paul Cottle, Manager Human Resources Compliance",(800) 325-5432,4236
"Bausch & Lomb Inc./Valeant PharmaceuticalsOne Bausch and & Lomb PlaceRochester, NY 14604",Optical Instrument & Lens Manufacturing including Headquarters and R&D Management/Administrative/Scientific,Monroe | WIB Name: MONROE| Region: Finger Lakes Region,-----,106,8/7/2013,Layoffs will commence on 11/3/2013 and run through a to-be-determined date in 2014,-----,Company acquisition,Plant Layoff,Plant Layoff,Employees do not belong to a bargaining unit nor do they possess bumping rights.,"Kelly Webber, Vice President, Human Resources, Valeant Pharmaceuticals",(908) 927-1710,4235
"Sodexo, Inc.Empire State PlazaAlbany, NY 12220",Food Service,Albany | WIB Name: CAPITAL DISTRICT| Region: Capital Region,128,128,8/8/2013,-----,11/3/2013,Union Contract Negotiations,Potential Plant Closing,Potential Plant Closing,Local 471 Rochester Regional Joint Board,"Nancy Hellner, Vice President of Operations",(856) 298-8326,4234
"Interfaith Medical Center1545 Atlantic AvenueBrooklyn, NY 11213",Medical Center,Kings | WIB Name: NEW YORK CITY | Region: New York City,1405,1405,8/2/2013Amended 8/8/2013,anticipated to begin 8/12/2013 or within 14 days thereafter,Undetermined at this time,Funding cuts,Plant Closing,Plant Closing,"1199 SEIU United Healthcare Workers East, New York State Nurses Association, NYSNA, The Committee of Residents and Interns/SEIU, New York State Federation of Physicians and Dentists, AFL-CIO","M. Denise McLellan, SPHR, CEBS, Director of Human Resources",(718) 613-6560,4233
"QPH Inc. d/b/a Holliswood Hospital87-37 Palermo StreetHolliswood, NY 11423",Hospital,Queens | WIB Name: NEW YORK CITY| Region: New York City,-----,376,8/6/2013,During the 14-day period beginning on 8/12/2013 through closing,undetermined at this time,Economic,Plant Closing,Plant Closing,1199 SEIU United Healthcare Workers East,"Dorothy Muller, Director of Human Resources",(718) 776-8181 Ext 2337,4232
"Sound Shore Health System Inc.Sound Shore Health Medical Center of Westchester16 Guion PlaceNew Rochelle, NY 10802",Medical services,Westchester | WIB Name: WESTCHESTER| Region: Mid-Hudson Region,1197,1197,7/24/2013Amended 8/7/2013,Between 10/23/2013 and 11/5/2013,11/5/2013,Sale of Assets,Plant Closing,Plant Closing,"NYSNA, 1199 SEIU, TEAMSTERS, Local Union 445","Dennis Ashley, Senior Vice President, Human Resources",(914) 365-4802,4231
"Bombardier Mass Transit Corporation-Overhaul Division7940 State Route 415Bath, NY 14810",Rail equipment manufacturing,Steuben | WIB Name: CSS| Region: Southern Region,-----,3,8/7/2013,11/8/2013,-----,Economic,Plant Layoff,Plant Layoff,There is no employee representative.,"Tim Bunda, Human Resources",(215) 441-1863,4230
"Interfaith Medical Center1545 Atlantic AvenueBrooklyn, NY 11213",Medical Center,Kings | WIB Name: NEW YORK CITY | Region: New York City,1543 - for all 7 locations listed,1543,8/2/2013,8/12/2013 or within 14 days thereafter,8/12/2013,Funding cuts,Plant Closing,Plant Closing,"1199 SEIU United Healthcare Workers East, New York State Nurses Association, NYSNA, The Committee of Residents and Interns/SEIU","M. Denise McLellan, SPHR, CEBS, Director of Human Resources",(718) 613-6560,4228
"Archcare, Inc. @ Kateri Residence150 Riverside DriveNew York, NY 10024",Skilled Nursing Facility,New York | WIB Name: NEW YORK CITY| Region: New York City,555,555,12/3/2012Amended 8/1/2013,-----,Sale has been postponed to occur on or about 8/9/2013,Sale of facility,Plant Closing,Plant Closing,1199 SEIU,"Hugo A. Pizarro, Vice President, Human Resources",(646) 633-4422,4227
"Bombardier Mass Transit Corporation-Overhaul Division7940 State Route 415Bath, NY 14810",Rail equipment manufacturing,Steuben | WIB Name: CSS| Region: Southern Region,-----,7,7/31/2013,11/1/2013,-----,Economic,Plant Layoff,Plant Layoff,There is no employee representative.,"Tim Bunda, Human Resources",(215) 441-1863,4226
"Central Laundry Service Corp.46 Crown StreetBrooklyn, NY 11225",Linen supply,Kings | WIB Name: NEW YORK CITY| Region: New York City,207,207,7/12/2013Amended 7/31/2013,-----,on or about 10/16/2013,Economic,Plant Closing,Plant Closing,Laundry Distribution and Food,Stanley Olan,(718) 287-4800,4225
"AmeriGas Propane, Inc.271 Merritt AvenueWyandanch, NY 11798",Propane,Suffolk | WIB Name: SUFFOLK | Region: Long Island,14,14,7/26/2013,Will occur between 8/1/2013 and 8/14/2013,8/14/2013,Economic,Plant Closing,Plant Closing,Local 282 International Brotherhood of Teamsters,"Troy Fee, Vice President, Human Resources",(610) 768-3688,4224
"St. Vincent's Services-Close to Home Program12 Steuben PlaceStaten Island, NY 10304",Children's Services,Richmond | WIB Name: NEW YORK CITY | Region: New York City,37 - all employees work interchangably at both site locations,37,7/26/2013,9/1/2013,9/1/2013,Economic,Plant Closing,Plant Closing,There are no bumping rights for employees.,"Mark S. Kanter, Managing Director of Human Resources",(718) 422-2240,4223
"Abigail KirshII, LLC d/b/a Abigail Kirsch The New York Botanical Garden 200th Street and Southern BoulevardBronx, NY 10458",Visitor Center and Garden Café,Bronx | WIB Name: NEW YORK CITY | Region: New York City,37,37,7/25/2013,-----,10/25/2013,Economic,Plant Closing,Plant Closing,There are no bumping rights and affected employees are not represented by any union.,"Luisa Marciano, Corporate Director of Human Resources",(914) 269-9645,4222
,Medical services,Westchester | WIB Name: WESTCHESTER| Region: Mid-Hudson Region,1993 in all locations listed,1993,7/24/2013,Between 10/23/2013 and 11/5/2013,11/5/2013,Sale of Assets,Plant Closing,Plant Closing,"NYSNA, 1199 SEIU, TEAMSTERS, Local Union 445","Dennis Ashley, Senior Vice President, Human Resources",(914) 365-4802,4221
,School Transportation-Suffolk County School District,Suffolk | WIB Name: SUFFOLK| Region: Long Island,330at both site locations listed below,330,7/19/2013Amended 7/25/2013,-----,6/21/2013,Sale of contracts,Plant Closing,Plant Closing,"United Service Workers Union, IUJAT","Diane Turcotte, Human Resources",(718) 556-8082,4219
"Eastman Kodak Company (Eastman Park)1669 Lake AvenueRochester, NY 14650",Photographic equipment and supplies,Monroe | WIB Name: MONROE| Region: Finger Lakes Region,-----,7 total – 3 on site and 4 working in NY off site,7/24/2013,9/15/2013 on site employees & 9/24/2013 off site employees,-----,Economic,Plant Layoff,Plant Layoff,Bumping rights do exist.,"Mary C. Lazzar-Whyte, Director, HR Americas Employee Services",(585) 781-1896,4218
"Bendiner & Schlesinger, Inc. Medical Laboratories Headquarters140 58th Street, Brooklyn Army Terminal, Bldg B, Unit 8DBrooklyn, NY 11220",Medical Laboratories,Kings/Bronx/Richmond | WIB Name: NEW YORK CITY| Region: New York CityWestchester | WIB Name: WESTCHESTER| Region: Mid-Hudson Region,238,238,2/19/2013Amended 7/23/2013,Some layoffs will be postponed to occur between 7/16/2013 and 9/30/2013,approximately 5/15/2013,Sale of company's assets,Plant Closing,Plant Closing,1199SEIU,"Peter Stein, Executive Vice President",(212) 254- 2300 Ext 5132,4217
"Acme Bus Corp.21 Fulton StreetMiddletown, NY 10940",Provides transportation to the special needs pre-school children's program.,Orange | WIB Name: ORANGE | Region: Mid-Hudson Region,164,164,3/18/2013Amended 7/23/2013Control Number: 2012-0216,Layoffs are expected to occur on 8/16/2013 or during the fourteen day period commencing on that date.,8/16/2013,Contract Expiration with the Orange County Department of Health effective 8/16/2013.,Plant Closing,Plant Closing,There are no bumping rights for the affected workers.,"James J. Poisella, Jr., Director of Human Resources","(631) 471-4600, Extension #111",4216
"Bombardier Mass Transit Corporation-Overhaul Division7940 State Route 415Bath, NY 14810",Rail equipment manufacturing,Steuben | WIB Name: CSS| Region: Southern Region,-----,8,7/23/2013,10/25/2013,-----,Economic,Plant Layoff,Plant Layoff,There is no employee representative.,"Tim Bunda, Human Resources",(215) 441-1863,4215
"Atlantic Express Transportation Corp./Amboy Bus Company Inc.7 North StreetStaten Island, NY 10302",School Transportation-Suffolk County School District,New York | WIB Name: NEW YORK CITY| Region: New York City,330,330,7/19/2013,-----,6/21/2013,Sale of contracts,Plant Closing,Plant Closing,"United Service Workers Union, IUJAT","Diane Turcotte, Human Resources",(718) 556-8082,4214
"Xerox Business Services @ Xerox Federal Government Solutions501 Bleeker StreetUtica, NY 13501",Administrative support staff involved in Federal Student Loans,Oneida | WIB Name: HMO| Region: Mohawk Valley Region,-----,42,7/22/2013,10/25/2013,12/31/2013,Loss of Service Contract,Plant Unit Closing,Plant Unit Closing,-----,"Diane L. Wright, SPHR",(315) 738-2359,4213
"American Customer Care150 N Main Street, 3rd FloorElmira, NY 14901",Outsourced Contact Center Services,Chemung | WIB Name: CSS | Region: Southern Region,43,43,7/19/2013,-----,on or about 10/18/2013,Economic,Plant Closing,Plant Closing,There are no bumping rights and affected employees are not represented by a union.,"Ely Merrell, Human Resources Director",(860) 584-4428,4211
"BorgWarner Morse TEC/Powerdered Metal Operation (PMO)3690 Luker RoadCortland, NY 13045",Automobile parts manufacturing & testing,Cortland | WIB Name: CAYUGA/CORT | Region: Central RegionCounty: Tompkins | WIB Name: TOMPKINS | Region: Southern Region,-----,25,1/18/2013 Amended: 7/18/2013,Layoffs will occur between 5/10/2013 and 10/31/2013.,Production will cease on 6/14/2013 and plant closing will occur by10/31/2013,Economic,Plant Closing,Plant Closing,Teamsters Local 317,"Michael Rubino, Senior Manager, Human Resources and Labor Relations",(607) 266-5247,4210
"Knight Capital Americas LLC320 Park AvenueNew York, NY 10022",Broker/Dealer for equity securities,New York | WIB Name: NEW YORK CITY | Region: New York City,-----,22,6/12/2013   Amended 7/16/2013,Separations occurred between 3/28/2013 and 8/13/2013,-----,Economic,Plant Layoff,Plant Layoff,No bumping rights exist.,"Bronwen Bastone, Senior Managing Director – Human Resources",(201) 557-6861,4209
"ROC/United Airlines1200 Brooks Avenue, Greater Rochester International AirportRochester, NY 14624",United Airlines Airport Operations Division-customer service and ramp operations,Monroe | WIB Name: MONROE | Region: Finger Lakes Region,-----,40,7/12/2013,on 10/15/2013 or during the 14-day period thereafter,-----,To be provided by an outside vendor,Plant Layoff,Plant Unit Closing,International Association of Machinists,Tom Reardon,(872) 825-2069,4208
"Rich's Products Corporation Manufacturing10 White StreetRochester, NY 14608",Bakery Product Manufacturing Facililty,Monroe | WIB Name: MONROE| Region: Finger Lakes Region,92,92,7/12/2013,-----,10/10/2013,Economic,Plant Closing,Plant Closing,-----,"Martha Rogers, Human Resources Manager",(716) 878-8609,4207
"Central Laundry Service Corp.46 Crown StreetBrooklyn, NY 11225",Linen supply,Kings | WIB Name: NEW YORK CITY| Region: New York City,207,207,7/12/2013,-----,on or about 9/11/2013,Economic,Plant Closing,Plant Closing,Laundry Distribution and Food,Stanley Olan,(718) 287-4800,4206
"Gleacher & Company Securities Inc.1290 Avenue of the AmericasNew York, NY 10104",Savings and Securities,New York | WIB Name: NEW YORK CITY| Region: New York City,-----,34,7/11/2013,6/4/2013,------,Economic,Plant Layoff,Plant Layoff,No union representation and no bumping rights exist.,"James Minogue, Chief Human Resources Officer",(212) 273-7160,4205
"Gleacher & Company Securities Inc.1290 Avenue of the AmericasNew York, NY 10104",Savings and Securities,New York | WIB Name: NEW YORK CITY| Region: New York City,-----,26,5/20/2013Amended 7/11/2013,Between 5/4/2013 and 5/24/2013,------,Economic,Plant Layoff,Plant Layoff,No union representation and no bumping rights exist.,"James Minogue, Chief Human Resources Officer",(212) 273-7160,4204
"Pirate Brands, LLC f/k/a Robert's American Gourmet Food100 Roslyn AvenueSea Cliff, NY 11579",Snack Food Producer,Oyster Bay | WIB Name: OYSTER BAY| Region: Long Island,55,55,7/9/2013,10/8/2013 or within 14 days thereafter,10/22/2013,Economic,Plant Closing,Plant Closing,Affected employees will not have any bumping rights; nor are any employees represented by a union.,"Andy Choffo, Vice President of Human Resources",(973) 630-6433,4201
"Pfizer Inc.64 Maple StreetRouses Point, NY 12979",Pharmaceuticals,Clinton | WIB Name: C-E-F-H| Region: North Country Region,-----,4,7/9/2013,10/19/2013,12/31/2013,Economic,Plant Closing,Plant Closing,Local 95c International Chemical Workers Union/UFCW,"Elaine Reynolds, Senior Manager, Human Resources",(518) 297-1697,4200
,Children's Services,Richmond | WIB Name: NEW YORK CITY| Region: New York City,34,34,7/8/2013,Will commence on 7/5/2013.,7/5/2013,Economic,Plant Closing,Plant Closing,There are no bumping rights for employees affected by this decision.,"Meaghan Chmura, Vice President, Human Resources",(212) 886-4037,4199
,Medical Laboratories,Kings/Bronx/Richmond | WIB Name: NEW YORK CITY| Region: New York City,238,238,2/19/2013 Amended 7/8/2013,Some layoffs will be postponed to occur during the 14-day period between 7/2/2013 and 7/15/2013,approximately 7/1/2013,Sale of company's assets,Plant Closing,Plant Closing,1199SEIU,"Peter Stein, Executive Vice President",(212) 254- 2300 Ext 5132,4198
,Financial Services,New York | WIB Name: NEW YORK CITY| Region: New York City,-----,32,7/8/2013,9/30/2013,-----,Economic,Plant Layoff,Plant Layoff,Employees will not have any bumping rights.,"Anthony Pratofiorito, Head of Human Resources",(212) 671-6481,4197
"Lake Grove SchoolBox 712, Moriches RoadLake Grove, NY 11755",School,Suffolk | WIB Name: SUFFOLK| Region: Long Island,99,99,6/20/2013Amended: 7/2/2013,Layoffs will occur between 6/24/2013 through closing date of 9/9/2013,9/9/2013,Economic,Plant Closing,Plant Closing,SEIU. No bumping rights exist.,"Douglas W. Burns, Chief Financial Officer",(631) 585-8776,4196
"Buena Vista Books, Inc. d/b/a Hyperion1500 Broadway, 3rd FloorNew York, NY 10036",Book Publisher,New York | WIB Name: NEW YORK CITY| Region: New York City,33,33,7/1/2013,Some employees will be retained after the closing date of 9/26/2013 to assist in the winding down of its operations.,on or about 9/26/2013,Economic,Plant Closing,Plant Closing,"None of the affected employees are represented by a union or other labor organization, nor are they entitled to bumping rights pursuant to a collective bargaining agreement or otherwise.","Christiane Sentianin, Manager, Human Resources",(212) 456-6768,4195
"Kaye Scholer LLP425 Park AvenueNew York, NY 10022",Law firm,New York | WIB Name: NEW YORK CITY| Region: New York City,total number yet to be confirmed,2,4/4/2013Amended 7/1/2013,9/3/2013,7/31/2014,"Relocation of Administrative/Support staff to Tallahassee, Florida",Plant Unit Closing,Plant Unit Closing,None of the affected employees are members of a labor organization.,"Dana Morgan, Human Resources Manager",(212) 836-8330,4194
"Petri Baking Products, Inc.18 Main StreetSilver Creek, NY 14136",Bakery and Bakery Products,Chautauqua | WIB Name: CHAUTAUQUA| Region: Western Region,143,143,1/3/2013 Amended 7/1/2013,"Layoffs began on 6/15/2013. Layoffs postponed for 23 employees to assist with final shut down activities and will take place on 7/3/2013 (1), 7/12/3013 (21), and 8/16/2013 (1) or within 14 days of these dates.",6/28/13,Economic,Plant Closing,Plant Closing,The employees are not represented by a union.,"Alice Clark, Vice President, Labor and Employee Relations",(314) 877-7189,4193
"SuperMedia LLC, a Dex Media, Inc.16 Corporate Woods BlvdAlbany, NY 12211",Publishing Operations,Albany | WIB Name: CAPITAL DISTRICT | Region: Capital Region,2,2 remaining workers will be terminated on 10/1/2013,6/28/2013,10/1/2013,6/28/2013,Economic,Plant Unit Closing,Plant Unit Closing,IBEW 2213 (the two affected workers remaining are non-union),"Carl Mitchell, HR Business Partner/New England",(978) 762-1794,4191
"CGM-GH, LLC d/b/a Toy18 Ninth AvenueNew York, NY 10014",Restaurant,New York | WIB Name: NEW YORK CITY | Region: New York City,125,125,6/27/2013,----,6/27/2013,Renovations and successor take over of restaurant space.,Plant Closing,Plant Closing,Non-union,"Nataliya Omelchenko, Bookkeeper",(212) 660-6710,4190
"Sykes Enterprises, Incorporated (Amherst Call Center)251 John James Audubon ParkwayAmherst, NY 14228",Call Center,Erie | WIB Name: ERIE | Region: Western Region,310,65,6/25/2013,9/25/2013,-----,Discontinuance of client account operations,Plant Layoff,Plant Layoff,Affected workers are not represented by a union and bumping rights do not exist.,"Shannon Allen, Area HR Manager",(970) 281-2618,4189
"Xerox Business Services @ Xerox Federal Government Solutions501 Bleeker StreetUtica, NY",Administrative support staff involved in Federal Student Loans,Oneida | WIB Name: HMO| Region: Mohawk Valley Region,304,55,5/17/2013 Amended: 6/25/2013,second phase of closing - 8/30/2013,December 2013,Loss of Service Contract,Plant Unit Closing,Plant Unit Closing,-----,"Janelle R. Burns, SPHR, Sr. HR Consultant",(801) 567-5466,4188
"Xerox Business Services @ Xerox Federal Government Solutions501 Bleeker StreetUtica, NY",Administrative support staff involved in Federal Student Loans,Oneida | WIB Name: HMO| Region: Mohawk Valley Region,304,149,4/6/2013 Amended: 6/25/2013,Will commence on 7/19/2013 and should conclude on or around 8/1/2013,8/1/2013,Loss of Contract with Department of Education,Plant Layoff,Plant Closing,-----,"Janelle R. Burns, SPHR, Sr. HR Consultant",(801) 567-5466,4187
"Xerox Business Services @ Xerox Federal Government Solutions501 Bleeker StreetUtica, NY 13501",Administrative support staff involved in Federal Student Loans,Oneida | WIB Name: HMO | Region: Mohawk Valley Region,304,12,6/21/2013 Amended: 6/25/2013,9/27/2013,12/31/2013,Loss of Service Contract,Plant Unit Closing,Plant Unit Closing,Non-union,"Diane L. Wright, SPHR",(315) 738-2359,4186
"Cornell University - Animal Science Teaching and Research Center681 Cornell LaneDryden, NY 13053",Teaching and Research Center,Tompkins | WIB Name: TOMPKINS| Region: Southern Region,37,37,2/25/2013 Amended: 6/24/2013,-----,Closing date postponed from 8/1/2013 to 9/1/2013.,Contracting out services,Plant Closing,Plant Closing,UAW local 2300,"Tony Caudill, Director CALS Human Resources",(607) 255-5644,4185
"Xerox Business Services @ Xerox Federal Government Solutions501 Bleeker StreetUtica, NY 13501",Administrative support staff involved in Federal Student Loans,Oneida | WIB Name: HMO | Region: Mohawk Valley Region,158,12,6/21/2013,9/27/2013,12/31/2013,Loss of Service Contract,Plant Unit Closing,Plant Unit Closing,Non-union,"Diane L. Wright, SPHR",(315) 738-2359,4184
"BorgWarner Morse TEC/Powerdered Metal Operation (PMO)3690 Luker RoadCortland, NY 13045",Automobile parts manufacturing & testing,Cortland | WIB Name: CAYUGA/CORT| Region: Central RegionCounty: Tompkins / WIB Name: TOMPKINS /Region: Southern Region,-----,25,1/18/2013Amended: 6/24/2013,Layoffs will occur between 5/10/2013 and 10/31/2013.,Production will cease on 6/14/2013 and plant closing will occur by10/31/2013,Economic,Plant Closing,Plant Closing,Teamsters Local 317,"Michael Rubino, Senior Manager, Human Resources and Labor Relations",(607) 266-5247,4182
"Kaye Scholer LLP425 Park AvenueNew York, NY 10022",Law firm,New York | WIB Name: NEW YORK CITY | Region: New York City,total number yet to be confirmed,6,6/20/2013,Between 9/3/2013 and 9/20/2013,7/31/2014,"Relocation of Administrative/Support staff to Tallahassee, Florida",Plant Unit Closing,Plant Unit Closing,None of the affected employees are members of a labor organization.,"Dana Morgan, Human Resources Manager",(212) 836-8330,4181
"BorgWarner Morse TEC/Powerdered Metal Operation (PMO)3690 Luker RoadCortland, NY 13045",Automobile parts manufacturing & testing,Cortland | WIB Name: CAYUGA/CORT | Region: Central RegionCounty: Tompkins / WIB Name: TOMPKINS /Region: Southern Region,-----,25,1/18/2013 Amended: 6/20/2013,Layoffs will occur between 5/10/2013 and 10/31/2013.,Production will cease on 6/14/2013 and plant closing will occur on 10/31/2013,Economic,Plant Closing,Plant Closing,Teamsters Local 317,"Michael Rubino, Senior Manager, Human Resources and Labor Relations",(607) 266-5247,4180
"Lake Grove SchoolBox 712, Moriches RoadLake Grove, NY 11755",School,Suffolk | WIB Name: SUFFOLK | Region: Long Island,99,99,6/20/2013,Layoffs will occur between 6/24/2013 through closing date of 9/9/2013,9/9/2013,Economic,Plant Closing,Plant Closing,No bumping rights exist.,"Douglas W. Burns, Chief Financial Officer",(631) 585-8776,4179
"Bendiner & Schlesinger, Inc. Medical Laboratories Headquarters140 58th Street, Brooklyn Army Terminal, Bldg B, Unit 8DBrooklyn, NY 11220",Medical Laboratories,Kings/Bronx/Richmond | WIB Name: NEW YORK CITY | Region: New York CityWestchester | WIB Name: WESTCHESTER | Region: Mid-Hudson Region,238,238,2/19/2013 Amended 6/20/2013,Some layoffs will be postponed to occur during the 14-day period between 6/18/2013 and 7/1/2013,approximately 7/1/2013,Sale of company's assets,Plant Closing,Plant Closing,1199SEIU,"Peter Stein, Executive Vice President",(212) 254- 2300 Ext 5132,4178
"Southeastern Container, Inc.115 Airport DriveWappingers Falls, NY 12590",Beverage Bottling Manufacturing,Dutchess | WIB Name: DUTCHESS | Region: Mid-Hudson Region,-----,31,6/20/2013,------,9/21/2013,Economic,Plant Closing,Plant Closing,No bumping rights available and no union representation.,"Joaquin Gonzales, General Manager",(845) 463-3935 x 8203,4177
"Archcare, Inc. @ Kateri Residence150 Riverside DriveNew York, NY 10024",Skilled Nursing Facility,New York | WIB Name: NEW YORK CITY | Region: New York City,555,555,12/3/2012 Amended 6/20/2013,-----,Sale has been postponed to occur on 8/1/2013,Sale of facility,Plant Closing,Plant Closing,1199 SEIU,"Hugo A. Pizarro, Vice President, Human Resources",(646) 633-4422,4176
