Company,Business Type,County,Total Employees,Number Affected,Date of Notice,Layoff Date,Closing Date,Reason for Dislocation,Classification,Reason Stated for Filing,Union,Contact,Phone,Case_ID
,Health & Rehabilitation Center for Older Adults,Oswego | WIB: OSWEGO | Region: CENTRAL REGION,94,94,4/29/2010,-----,6/25/2010,Economic,Plant Closing,Plant Closing,1199 SEIU United Healthcare Workers East,Kevin Brogan,(315) 413-3284,2707
,Transit system,New York | WIB Name: NEW YORK CITY| Region: New York City,-----,"25 (Titles affected: 10 Cleaner/Helpers, 5 Helpers, 10 Maintainers)",4/29/2010,6/27/2010,-----,Economic,Plant Layoff,Plant Layoff,Transportation Workers Union- Local 100-Employees may exercise bumping rights where applicable.,"Thomas Del Sorbo, Executive Vice President",(646) 252-8588,2706
,School Bus Transportation,New York | WIB: NEW YORK CITY| Region: NEW YORK CITY,3031,,4/29/2010,-----,6/29/2010,Unable to reach contract agreement,Plant Closing,Plant Closing,The employees do not have bumping rights.,"Nathan Schlenker, CFO",(718) 442-7000 Ext. 8072,2705
,Transit system,New York | WIB Name: NEW YORK CITY| Region: New York City,-----,676,4/27/2010,"6/27/2010 (554 laid off), 7/4/2010 (122 laid off)",-----,Economic,Plant Layoff,Plant Layoff,"Transportation Workers Union, Amalgamated Transit Union","Judith Pierce, Senior Vice President",(646) 252-5880,2703
,Grocery Stores/warehouses,Central Region - Onondaga County,"4,142","4,142",4/26/10 Amended,Extensions in layoff dates occuring see below,-----,Economic,Plant Closing,Plant Closing,UFCW Local 1; IBT Local 294 and IBT Local 317,"Christine McMahon, S.V.P. Human Resources",315-461-2340,2700
,Food Services,New York | WIB: NEW YORK CITY| Region: NEW YORK CITY,45,41,4/26/2010,-----,4/30/2010,ABC Disney severed contract,Plant Closing,Plant Closing,Employees are currently represented by a labor organization.,"Nancy Dupuy, Human Resources Consultant",(212) 613-5527,2698
,Photographic equipment and Supplies,Monroe | WIB Name: MONROE| Region: Finger Lakes Region,-----,1,4/19/2010,To occur between 7/5/2010 and 7/10/2010,-----,Economic,Plant Layoff,Plant Layoff,Bumping rights do exist.,"Mary C. Lazzar-Whyte, Director, US&C Employee Services",(585) 781-1896,2697
,Photographic equipment and supplies,Monroe | WIB Name: MONROE | Region: Finger Lakes Region,-----,7,4/22/2010,7/11/2010 – 7/18/2010,-----,Economic,Plant Layoff,Plant Layoff,Bumping rights do exist.,"Mary C. Lazzar-Whyte, Director, US&C Employee Services",(585) 781-1896,2696
,Financial,Suffolk | WIB Name: SUFFOLK | Region: Long Island,65,28,4/22/2010,7/20/2010,-----,Economic,Plant Layoff,Plant Layoff,No bumping rights exist and each of the affected employees is a non-union employee.,"Linda Dellutri, Vice President Human Resources",(631) 773-5168,2695
,Beverage and Food Service Equipment,New York | WIB Name: NEW YORK CITY| Region: New York City,-----,72,4/21/2010,,-----,Economic,Plant Layoff,Plant Layoff,"Local 365 of the International Union, United Automobile Aerospace and Agricultural","Joseph A. Canova, Chief Operating Officer/Chief Financial Officer",(502) 357-2218 or (516) 474-4083,2694
,Business Information Website,New York | WIB: NEW YORK CITY| Region: NEW YORK CITY,-----,,4/19/2010,7/16/2010,-----,Economic,Plant Layoff,Plant Layoff,"None of the affected employees are unionized and there are no provisions regarding transfer, bumping, or reassignment rights to affected employees.","Diane Evans, Human Resource Director",(646) 746-6495,2693
,Photographic equipment and Supplies,Monroe | WIB Name: MONROE| Region: Finger Lakes Region,-----,1,4/19/2010,To occur between 7/5/2010 and 7/10/2010,-----,Economic,Plant Layoff,Plant Layoff,Bumping rights do exist.,"Mary C. Lazzar-Whyte, Director, US&C Employee Services",(585) 781-1896,2692
,Grocery Stores/warehouses,Central Region - Onondaga County,"4,142","4,142",4/16/10 Amended,Extensions in layoff dates occuring see below,-----,Economic,Plant Closing,Plant Closing,UFCW Local 1; IBT Local 294 and IBT Local 317,"Christine McMahon, S.V.P. Human Resources",315-461-2340,2690
,Medical Center,New York | WIB: NEW YORK CITY| Region: NEW YORK CITY,-----,2850 at both sites,4/15/2010,Began on 4/12/2010 and employees will be released on various dates through 7/8/2010,No exact closing date given at this time.,Economic,Plant Closing,Plant Closing,"There may be bumping rights with respect to the affected bargaining units initially selected for separation to retain employment. Due to the closure of these facilities, only limited bumping options will be made.","Randi Karp, Director of Labor Relations",(212) 356-4415,2689
,Perishable Prepared Food Manufacturing,New York | WIB: NEW YORK CITY| Region: NEW YORK CITY,154,154,4/15/2010,7/9/2010,8/30/2010 or during the 2-week period following,Relocating operations outside of NY,Plant Closing,Plant Closing,None of the affected employees have bumping rights.,"Angela King, Human Resources Director",(718) 932-9000,2688
,Grocery Stores/warehouses,Central Region - Onondaga County,"4,142","4,142",4/12/10 Amended,Extensions in layoff dates occuring see below,02/20/10,Economic,Plant Closing,Plant Closing,UFCW Local 1; IBT Local 294 and IBT Local 317,"Christine McMahon, S.V.P. Human Resources",315-461-2340,2687
,Prepared Foods Manufacturing,Erie | WIB: ERIE| Region: Western Region,31 (including 24 bargaining unit positions),31,4/12/2010,-----,7/30/2010,Economic,Plant Closing,Plant Closing,"Bakery, Confectionery, Tobacco Workers and Grain Millers Union, Local 36G",Peter Coppola,(716) 878-8269,2686
,Non-profit family services support facility for persons with disabilities,Kings | WIB Name: NEW YORK CITY| Region: New York City,39,39,4/12/2010,-----,6/30/2010,Economic,Plant Closing,Plant Closing,"Local 205, Community & Social Agency Employees Union, District Council 1710, AFSCME, AFL-CIO, The Council of Supervisors and Administrators of the City of New York, Local 1, American Federation of Schools Administrators","Alan D. Goodman, Executive Director",(718) 310-5610,2685
,Pharmaceuticals,Clinton | WIB: C-E-F-H | Region: CAPITAL DISTRICT,-----,The total number of layoffs postponed for both sites is 114.,4/8/2010,-----,9/30/2010,Economic,Plant Closing,Plant Closing - Amended,Local 95c ICWU/UFCW,"Kent Eldridge, Director Human Resources",(518) 846-6322,2682
,Appliance Parts & Service,,-----,8,4/7/2010,5/27/2010,-----,Merger,Plant Layoff,Plant Layoff,-----,"Andrew Sipka, Chief Financial Officer",(314) 817-1442,2681
,Aging Services,New York | WIB: NEW YORK CITY| Region: NEW YORK CITY,-----,27,4/7/2010,-----,6/30/2010,Loss of contract with DFTA of Title V Program,Plant Unit Closing,Plant Unit Closing,"None of the affected employees are represented by a Union, and bumping rights do not exist for this group.","Linda Martin, Executive Vice President",(718) 409-8215,2680
,Beverage Distributor,Albany | WIB: Capital District| Region: CAPITAL REGION,51,51,4/6/2010,-----,Could occur as early as 4/30/2010 or as late as 5/31/2010,"Business sold to Saratoga Eagle Sales & Services, Inc.",Plant Closing,Plant Closing,Teamsters Local 294,"Lawrence McNamara, President",(518) 465-4611,2678
,Grocery Stores/warehouses,,"4,142","4,142",4/6/10 Amended,-----,The highlighted stores below will not be closing and are now owned and operated by Tops Market.,Economic,Plant Closing,Plant Closing,UFCW Local 1; IBT Local 294 and IBT Local 317,"Christine McMahon, S.V.P. Human Resources",315-461-2340,2677
,Manufacture Shrink Sleeve Labels,Nassau/Oyster Bay | WIB: Oyster Bay | Region: LONG ISLAND,119 (10 employees will be transferred to other Printpack facilities),109,4/5/2010,-----,6/25/2010,Economic,Plant closing,Plant Closing,-----,"Jose Diaz, Division Human Resource Manager",(516) 935-3965,2676
,Children’s Services,New York | WIB: NEW YORK CITY| Region: NEW YORK CITY,-----,39,4/5/2010,"33 affected on 6/30/2010, 6 affected on 7/7/2010",-----,Economic,Plant Layoff,Plant Layoff,There are no bumping rights applicable to the layoff,"Janet Sellwood, Human Resources Director",(212) 284-4590,2675
,Provider of special education services to students with disabilities,Orange | WIB Name: ORANGE| Region: Mid-Hudson Region,114,2,4/5/2009,-----,,,Plant Closing,Plant Closing,Communications Workers of American Local 1120,"Jennifer Clum, Director of Human Resources",(845) 561-0436,2674
,Grocery Stores/warehouses,,"4,142","4,142",4/5/10 Amended,-----,Amended closing dates for the following highlighted sites below,Economic,Plant Closing,Plant Closing,UFCW Local 1; IBT Local 294 and IBT Local 317,"Christine McMahon, S.V.P. Human Resources",315-461-2340,2673
,School Bus Transportation,Suffolk | WIB: SUFFOLK| Region: LONG ISLAND,130,130,4/5/2010,-----,6/30/2010,Sale of business,Plant Closing,Plant Closing,-----,Thomas Smith,(631) 732-3200,2672
,Energy,Chemung| WIB: CSS | Region: SOUTHERN TIER,89,43,4/2/10,"7/1/2010 – 19 workers affected by layoff, 1/1/2011 – 8 workers affected by layoff, 16 to be relocated to Pittsburgh",-----,Relocating a portion of company’s business operations to Pittsburgh,Plant Layoff,Plant Layoff,-----,"Amy Gilbert, HR Business Partner",(607) 562-0000,2671
,Asset Management,Oyster Bay| WIB: Oyster Bay| Region: LONG ISLAND,83,72,4/5/2010,To commence on 5/13/2010 and end on 9/30/2010,-----,Economic,Plant Layoff,Plant Layoff,BNY does not permit bumping and affected employees are not represented by a union.,Nancy Pedisich,(516) 228-1559,2670
,Wagering Operations,New York | WIB: NEW YORK CITY| Region: NEW YORK CITY,1320,1320,4/2/2010,-----,4/11/2010,Bankruptcy Court,Plant Closing,Plant Closing,"District Council 37 & Local 858 The shutdown will affect all areas of operation of NYCOTB and bumping rights, if any, held by any affected employee will be ineffective and unavailable for exercise by the employee.",Adrien Ellenberg,(212) 221-5200 Ext 5253,2669
,Trust Operations,New York | WIB: NEW YORK CITY| Region: NEW YORK CITY,37,37,4/2/2010,-----,6/30/2010,Economic,Plant Unit Closing,Plant Unit Closing,None of the affected employees have bumping rights or are represented by a union.,"Stacey Eggers, Human Resources Vice President",(704) 383-3264,2668
,"Sell warranties for vehicles: cars, motor homes, water craft",Hempstead | WIB Name: HEMPSTEAD| Region: Long Island,-----,6,3/29/2010,,6/30/2010,Relocating operations to Georgia,Plant Closing,Plant Closing,There are no bumping rights at this location.,"Carol E. Vaughn, Vice President of Human Resources",(516) 228-8600 Ext 1179,2667
,Asset Management,Oyster Bay| WIB: Oyster Bay| Region: LONG ISLAND,-----,90 (increased from original 60 workers indicated in notice received on 2/11/2010),4/1/2010,To commence on 5/13/2010 and end on 9/30/2010,-----,Economic,Plant Layoff,Plant Layoff,BNY does not permit bumping and affected employees are not represented by a union.,Nancy Pedisich,(516) 228-1559,2666
,,,-----,69,4/1/2010,6/29/2010,-----,Economic,Plant Layoff,Plant Layoff,Employees are not represented by a union and do not have any bumping rights.,,(315) 624-3190,2665
"WKS/Residential Resources of the Empire State, Inc.",Community Support Services for the Disabled,Clinton | WIB: C-E-F-H | Region: CAPITAL DISTRICT,-----,10,3/31/2010,Between 3/18-3/23/2010,-----,Economic,Plant Layoff,Plant Layoff,No union affliation,"Heather M. Hannafin, PHR, Vice President",(603) 357-3737,2662
Pfizer Inc.,Pharmaceutical Manufacturing,Rockland | WIB Name: ROCKLAND| Region: Mid-Hudson Region,"2,621",123,3/31/2010,7/2/2010,-----,Company Restructuring,Plant Layoff,Plant Layoff,-----,"Elaine Cunningham - Director, Human Resources",(845) 602-2173,2660
Restaurant Associates at ABC Disney,Food Services,New York | WIB: NEW YORK CITY| Region: NEW YORK CITY,45,45,3/31/2010,-----,4/23/2010,ABC Disney severed contract,Plant Closing,Plant Closing,Employees are currently represented by a labor organization.,"Nancy Dupuy, Human Resources Consultant",(212) 613-5527,2659
Dyno Nobel America,Manufacturing Facility,Ulster | WIB Name: ULSTER| Region: Mid-Hudson Region,39,39,3/31/2010,6/30/2010 ( to occur during a 3-month period),9/30/2010,Economic,Plant Closing,Plant Closing,United Steelworkers Local 13226 covers bumping rights.,"Thomas J. Gaffney, Group Human Resources Manager",(845) 334-3227,2658
Takashimaya New York LLC,Department store,New York | WIB Name: NEW YORK CITY| Region: New York City,73,73,3/30/2010,6/30/2010 (70 workers affected),7/23/2010-8/6/2010 (3 workers affected),Economic,Plant Closing,Plant Closing,Bumping rights do not exist.,Takashi Otsuka,(212) 350-0511,2657
Eastman Kodak Company (Eastman Park),Photographic equipment and Supplies,Monroe | WIB Name: MONROE| Region: Finger Lakes Region,-----,1,3/29/2010,To occur between 6/1/2010 and 6/12/2010,-----,Economic,Plant Layoff,Plant Layoff,Bumping rights do exist.,"Mary C. Lazzar-Whyte, Director, US&C Employee Services",(585) 781-1896,2655
"British Airways, Plc",Airlines,New York | WIB Name: NEW YORK CITY| Region: New York City,75,75,3/29/2010,-----,Between 6/30/2010 – 7/14/2010,Economic,Plant Closing,Plant Closing,IAMAW – International Association of Machinists and Aerospeace Workers,"Rosemary Hughes, Director of People",(347) 418-4705,2653
The Penn Traffic Company (P&C/Quality Stores/Warehouses),Grocery Stores/warehouses,"North Country Region - Jefferson, Lewis, and St. Lawrence Counties","4,142","4,142",3/29/10 Amended,-----,Amended closing dates for the following highlighted sites below,Economic,Plant Closing,Plant Closing,UFCW Local 1; IBT Local 294 and IBT Local 317,"Christine McMahon, S.V.P. Human Resources",315-461-2340,2652
"Laparkan Trading Limited, Inc.","Agents, shipping",New York | WIB Name: NEW YORK CITY | Region: New York City,36,36,3/26/2010,"6/22/2010 (layoffs will occur between June 22, 2010 and June 30, 2010).",6/30/2010,Economic,Plant Closing,Plant Closing,"Local 807, International Brotherhood of Teamsters",Mac Arjan,718-272-5252,2651
Darby & Darby,Law Firm,New York | WIB Name: NEW YORK CITY| Region: New York City,119,119,3/25/2010,-----,3/12/2010,Economic,Plant Closing,Plant Closing,No bumping rights exist.,"Angela Reade, Director of Aministration",(212) 527-7669,2650
"Sherrill Manufacturing, Inc.",Flatware Manufacturer,Oneida | WIB: HMO| Region: CENTRAL REGION,108,86,3/25/2010,"4/5/2010 - 50 affected, 5/31 – 26 affected, 10 affected at a date to be determined",-----,Economic,Plant Closing,Plant Closing,Bumping rights do not exist.,Alice Roberts,(315) 361-3557,2649
Synergy Business Management,Tobacco Trade,Cattaraugus | WIB Name: ALL/CAT| Region: Western Region,130,Unable to determine at this time,3/24/2010,6/30/2010,-----,Passage of PACT Act,Plant Layoff,Plant Layoff,No bargaining unit in place and no established bumping rights for affected employees.,"Barbara Ulrich, Director",(716) 725-4528,2647
"The Penn Traffic Company (P&C/Quality Stores/Warehouses)(Multiple sites listed below)Corporate Office: P.O. Box 4737Syracuse, NY 13221-4737",Grocery Stores/warehouses,"North Country Region - Jefferson, Lewis, and St. Lawrence CountiesCentral Region - Cortland, Cayuga, Onondaga, and Oswego CountiesMohawk Valley Region – Montgomery, Oneida, and Madison CountiesWestern Region – Erie, Niagara, Cattaraugus, and Chautauqua Counties.Southern Tier – Chenango, Otsego, Chemung, Steuben, Schuyler, Tioga and Tompkins  CountiesFinger Lakes – Yates, and Seneca Counties","4,142","4,142",3/22/10 Amended,Extensions in layoff dates occuring see below,02/20/10,Economic,Plant Closing,Plant Closing,UFCW Local 1; IBT Local 294 and IBT Local 317,"Christine McMahon, S.V.P. Human Resources",315-461-2340,2646
"NADAP (facilities in New York City listed below)109 East 16th StreetNew York, NY 10003",Substance Abuse Assessment Program,New York | WIB Name: NEW YORK CITY| Region: New York City,98,98,3/22/2010,-----,6/22/2010,Economic,Plant Closing,Plant Closing,Employees will not have bumping rights.,"Theresa Morgan, Director of Human Resources",(212) 986-1170 Ext 181,2645
"WKS/Residential Resources of the Empire State, Inc.",Community Support Services for the Disabled,Clinton | WIB: C-E-F-H | Region: CAPITAL DISTRICT,-----,2,3/22/2010,3/6/2010,-----,Economic,Plant Layoff,Plant Layoff,No union affliation,"Heather M. Hannafin, PHR, Vice President",(603) 357-3737,2644
"American Eagle Outfitters, Inc.(Discontinue Martin+Osa brand at New York Design Center)417 Fifth Avenue, 8th & 9th FloorsNew York, NY 10016",Clothing – Martin+Osa Design Center,New York | WIB Name: NEW YORK CITY| Region: New York City,102,102 (76 will be laid off on 3/12/2010 with the remaining 26 layoffs occurring over the next several months to wind down the M+O business).,3/17/2010 - Amended,3/12/2010,3/12/2010,Economic,Plant Unit Closing,Plant Unit Closing,"Affected employees are not represented by a union, nor by any other employee representative.","Thomas DiDonatoExecutive Vice President of Human ResourcesAmerican Eagle Outfitters, Inc.",412-432-3300,2642
MT Transportation Logistics Services Inc.,Transportation,Hempstead | WIB: HEMPSTEAD| Region: LONG ISLAND,-----,199,3/16/2010,6/30/2010,-----,Potential cancellation of contract by the United States Post Office or MT,Possible Plant Layoff,Possible Plant Layoff,Bumping rights do not exist and affected employees are not represented by any union.,Nick Bilotti,(631) 231-6984,2641
"The Penn Traffic Company (P&C/Quality Stores/Warehouses(Multiple sites listed below)Corporate Office: P.O. Box 4737Syracuse, NY 13221-4737",Grocery Stores/warehouses,"North Country Region - Jefferson, Lewis, and St. Lawrence CountiesCentral Region - Cortland, Cayuga, Onondaga, and Oswego CountiesMohawk Valley Region – Montgomery, Oneida, and Madison CountiesWestern Region – Erie, Niagara, Cattaraugus, and Chautauqua Counties.Southern Tier – Chenango, Otsego, Chemung, Steuben, Schuyler, Tioga and Tompkins  CountiesFinger Lakes – Yates, and Seneca Counties","4,142","4,142",3/16/10 Amended,Extensions in layoff dates occuring see below,02/20/10,Economic,Plant Closing,Plant Closing,UFCW Local 1; IBT Local 294 and IBT Local 317,"Christine McMahon, S.V.P. Human Resources",315-461-2340,2640
"WKS/Residential Resources of the Empire State, Inc.",Community Support Services for the Disabled,Clinton | WIB: C-E-F-H | Region: CAPITAL DISTRICT,-----,14,3/15/2010,From 2/3/10 through 3/4/2010,-----,Economic,Plant Layoff,Plant Layoff,No union affliation,"Heather M. Hannafin, PHR, Vice President",(603) 357-3737,2639
"Centralized Laboratory Services (CLS)43-25 Hunter StreetLong Island City, NY 11101",Laboratory,New York | WIB Name: NEW YORK CITY| Region: New York City,-----,21,3/15/2010,Layoffs have been postponed for final 21 who remain on site after 5/24/2010. Layoffs will now occur between 6/14/2010 and 8/12/2010,8/12/2010,Economic,,Plant Closing,"1199 SEIU - However, since all positions in the bargaining unit will be eliminated by the  closing, bumping will not be possible.   Classification:  Plant Closing","Bill Voigt, Director of Employee Relations",(646) 447-7833,2638
"The Penn Traffic Company (P&C/Quality Stores/Warehouses)(Multiple sites listed below)Corporate Office: P.O. Box 4737Syracuse, NY 13221-4737",Grocery Stores/warehouses,"North Country Region - Jefferson, Lewis, and St. Lawrence Counties Central Region - Cortland, Cayuga, Onondaga, and Oswego Counties Mohawk Valley Region – Montgomery, Oneida, and Madison Counties Western Region – Erie, Niagara, Cattaraugus, and Chautauqua Counties. Southern Tier – Chenango, Otsego, Chemung, Steuben, Schuyler, Tioga and Tompkins  Counties Finger Lakes – Yates, and Seneca Counties","4,142","4,142",3/15/10 Amended,-----,Amended closing dates for the following highlighted sites below,Economic,Plant Closing,Plant Closing,UFCW Local 1; IBT Local 294 and IBT Local 317,"Christine McMahon, S.V.P. Human Resources",315-461-2340,2637
"Watson Laboratories, Inc.",Pharmaceutical Laboratory,Putnam | WIB Name: WESTCH/PTNM| Region: Mid-Hudson Region,123,1,3/12/2010,6/4/2010,12/31/2010,Economic,Plant Closing,Plant Closing,-----,"Awilda Gonzalez, Human Resources Manager",(914) 767-2051,2635
"American Eagle Outfitters, Inc.",Clothing – Martin+Osa Design Center,New York | WIB Name: NEW YORK CITY| Region: New York City,102,102 (76 will be laid off on 3/12/2010 with the remaining 26 layoffs occurring over the next several months to wind down the M+O business).,3/12/2010,3/12/2010,3/12/2010,Economic,Plant Unit Closing,Plant Unit Closing,"Affected employees are not represented by a union, nor by any other employee representative.",Thomas DiDonato,412-432-3300,2634
"Tishman Speyer Properties
(Co-Owners with Peter Cooper Village Stuyvesant Town  Partners II, LP)
Peter Cooper Village and Stuyvesant Town
317 Avenue C
New York, NY 10009",Property Management,New York | WIB  Name: NEW YORK CITY| Region: New York City,154,154,3/5/2010,-----,5/31/2010,Economic,Plant Closing,Plant  Closing,Employees will not have bumping rights.,Michael Butler,(212) 715-0381,2626
"The  Penn Traffic Company (P&C/Quality Stores/Warehouses)
  (Multiple  sites listed below)
  Corporate  Office: P.O. Box 4737
  Syracuse, NY 13221-4737",Grocery Stores/warehouses,"North Country Region - Jefferson, Lewis, and St. Lawrence Counties
  Central  Region - Cortland, Cayuga, Onondaga, and Oswego Counties
  Mohawk Valley  Region - Montgomery, Oneida,  and Madison Counties
  Western  Region - Erie, Niagara, Cattaraugus, and Chautauqua Counties.
  Southern  Tier - Chenango, Otsego, Chemung, Steuben, Schuyler, Tioga and Tompkins  Counties
  Finger  Lakes - Yates, and Seneca   Counties","4,142","4,142",3/5/10  Amended,-----,4/3/2010   for the following highlighted sites,Economic,Plant Closing,Plant  Closing,UFCW Local 1; IBT Local 294  and IBT Local 317,"Christine McMahon, S.V.P. Human Resources",315-461-2340,2625
"Interstate National Dealer Services, Inc.
  333 Earle Ovington Boulevard
  Uniondale, NY 11553","Sell warranties for vehicles: cars, motor homes, water  craft",Hempstead | WIB Name: HEMPSTEAD| Region: Long Island,100,36,2/2/2010,,6/30/2010,Relocating  operations to Georgia,Plant Closing,Plant  Closing,There are no bumping rights at this location.,"Carol Vaughn, Vice President of Human Resources",(516) 228-8600 Ext 1153,2624
"ARAMARK Food & Support Services
  JPMC, 270 Park Avenue
  New York, NY 10017",Food Services,New York | WIB Name: NEW YORK CITY| Region: New York City,35,32,3/5/2009,-----,4/30/2010,Renovation to the facility site.,Plant Closing,Plant  Closing,UNITE HERE Local 100  Bumping rights are available for 3 positions that remain.,"Susan Eisma, Director, Human Resources",(860) 454-0614,2623
"Sports Publications Production
  Subsidiary of Daily Racing Form, Inc.
  18 Industrial Park Drive
  Port Washington, NY 11050",Publications Production facility,Oyster Bay| WIB: Oyster Bay| Region: LONG  ISLAND,66,66,3/5/2010,-----,5/31/2010,Economic,Plant Closing,Plant  Closing,"Amalgamated Union Local #1,  United Association of Workers of America Local #528, & Graphic  Communications conference International Brotherhood of Teamsters Local 51-
  23M","Tom Travis, Vice President/Production",(516) 833-1628,2622
"United States Gypsum Company
  70 Grassy Point Road
  Stony Point, NY 10980",Gypsum Wallboard Product Manufacturing,Rockland  | WIB Name: ROCKLAND| Region: Mid-Hudson Region,69,69,3/5/2010,-----,6/1/2010,Economic,Plant Closing,Plant  Closing,There are no bumping rights.,"Mark Hagerman, Plant Manager",(845) 942-7000,2621
"Eastman Kodak Company (Eastman Park)
  1669 Lake Avenue
  Rochester, NY",Photographic equipment and Supplies,Monroe | WIB Name: MONROE| Region: Finger Lakes Region,-----,29,3/4/2010,To  occur between 5/17/2010 and 5/23/2010,-----,Economic,Plant Layoff,Plant  Layoff,Bumping rights do exist.,"Mary C. Lazzar-Whyte, Director, US&C Employee  Services",(585) 781-1896,2620
"Temic Automotive of North America
611 Jamison    Road
Elma, NY 14059",Automotive electronics manufacturing,Erie | WIB Name: ERIE| Region: Western Region,6,4,3/4/2010,To  occur during the 14 day period on or after 5/28/2010,Closing to occur in 2010,Adverse business conditions,,Plant  Closing,No bumping rights,"Donna Lilly, Human Resources Manager",(716) 208-0070,2619
"Interstate National Dealer Services, Inc.
333 Earle Ovington Boulevard
Uniondale, NY 11553","Sell warranties for vehicles: cars, motor homes, water  craft",Hempstead | WIB Name: HEMPSTEAD| Region: Long Island,100,48,3/4/2010,,6/30/2010,Relocating  operations to Georgia,Plant Closing,Plant  Closing,There are no bumping rights at this location.,"Carol E. Vaughn, Vice President of Human Resources",(516) 228-8600 Ext 1179,2618
"Peter Cooper Village and Stuyvesant Town Partners II,  LP
317 Avenue C
New York, NY 10009",Property Management,New York | WIB  Name: NEW YORK CITY| Region: New York City,115,115,3/4/2010,-----,5/31/2010,Economic,,Plant  Closing,Company employees will not have bumping rights.,Michael Butler,(212) 715-0381,2617
"JP Morgan Chase & Co. (Treasury and Security  Services)
5801 East Taft Road 
Cicero, NY 13212",Treasury Services,Onondaga | WIB: ONONDAGA  | Region: CENTRAL REGION,32,32,3/2/2010,Terminations  will begin on 5/15/2010,5/31/2010,Treasury & Security Services will be relocated.,Plant Closing,Plant  Closing,"The employees affected are not  represented by a union, and bumping rights do not exist.","Patricia B. Williamson, Vice President, Human  Resources",(602) 794-0635,2616
"Bombardier Mass Transit Corporation
  7940 State Route 415
  Bath, NY 14810",Rail equipment manufacturing,Steuben | WIB Name: Chemung/Schuyler/Steuben|  Region: Southern Tier,-----,147,3/3/2010,6/1/2010,-----,Economic,Plant Layoff,Plant  Layoff,No bumping rights exist.,"Terri Rumsey, Human Resources Manager",(607)  329-0461,2615
"Dri Mark Products, Inc.
  15 Harbor Park    Drive
  Port Washington, NY 11050",Highlighter and marker manufacturer,Hempstead | WIB Name: HEMPSTEAD| Region: Long Island,85,23,3/3/2010,,-----,Relocating portions of the business functions to Mexico,Plant Layoff,Plant  Layoff,UAW Local 528,"Lydia Mojica, Human Resource Manager",(516) 484-6200  Ext 164,2614
"Sheraton Hotels of New York
Managed by Starwood Hotels &Resorts Worldwide, Inc.
790 7th Avenue & 51st Street
New York, NY 10019",Hotel - food and beverage department,New  York /WIB: New York City /Region: NEW YORK CITY,61,42  affected - (37 Union 5 Non-Union),3/2/2010 Amended,5/15/2010,-----,Economic,Plant Layoff,Plant  Layoff,New  York Hotel and Motel Trades Council,"Thomas J. Mituzas, Area Director of Human Resources",(212) 621-8596,2613
"General Linen Supply & Laundry Co., Inc.
835 Myrtle Avenue
Brooklyn, NY 11206",Linen supply and laundry services,Kings | WIB Name: NEW YORK CITY| Region: New York City,258,258,3/2/2010,-----,6/1/2010,Economic,Plant Closing,Plant  Closing,Amalgamated  Service & Allied Industries Joint Board - UNITE,Joseph Lagana,(718) 963-9600,2612
"MTA New York City Transit (TA)
  2 Broadway
  New York, NY 10004",Transit system,New York | WIB  Name: NEW YORK CITY| Region: New York City,-----,620 (600 affected - Station Agent and 20 affected -  Station Supervisor titles),3/1/2010,5/7/2010,-----,Economic,Plant Layoff,Plant  Layoff,"Transportation Workers Union, Amalgamated Transit Union","Judith Pierce, Senior Vice President",(646) 252-5880,2611
"Pali Capital, Inc.
650 Fifth Avenue
New York, NY",Investment Banking Firm,New York | WIB: NEW YORK CITY| Region: NEW YORK CITY,145,145,2/26/2010,"began  on 2/5/2010 (14 affected), between 2/16-2/19/2010 (113 affected), 18 remain on 
  site to be terminated  between 60-90 days following this warn notice.",2/19/2010,Economic,,Plant  Closing,"Employees  are not represented by a union, thus do not have a collective bargaining 
  agreement. Consequently bumping rights do not exist for  hourly employees. 

  Classification:  Plant Closing","Anne Corwin, Human Resources",(212) 259-5141,2609
"Cecilware Corporation
43-05 20th Avenue
Long Island City, NY 11105",Beverage and Food Service Equipment,New York | WIB  Name: NEW YORK CITY| Region: New York City,-----,4,2/26/2010,"Layoff for one affected worker  postponed to occur between 6/25/10-7/9/10 
  3 others have been postponed to occur between  10/1/20-10/15/10",-----,Economic,,Plant  Layoff,"Local 365 of the International  Union, United Automobile Aerospace and Agricultural 
  Implement Workers  of America

  Classification:  Plant Layoff","Joseph A. Canova, Chief Operating Officer/Chief  Financial Officer",(502) 357-2218 or (516) 474-4083,2608
"Pinnacle Food Group (Previously Birds Eye Foods)
  90 Linden Oaks
  Rochester, NY",Frozen food distributor,Monroe | WIB Name: MONROE| Region: Finger Lakes Region,205,205,2/26/2010,To  occur between 5/31/2010 and 12/31/2010,7/15/2010,Company  merger of facility to NJ location,Plant Closing,Plant  Closing,-----,Lois Warlick-Jarvie,(585) 264-3188,2607
