Company,Business Type,County,Total Employees,Number Affected,Date of Notice,Layoff Date,Closing Date,Reason for Dislocation,Classification,Reason Stated for Filing,Union,Contact,Phone,FEIN NUM,Event Number,Case_ID
"B&H Foto and Electronics Corp. (Navy Yard Facility)63 Flushing Avenue, Bldg. 64Brooklyn, NY 11205",Photo and electronics,Kings | WDB Name: NEW YORK CITY | Region: New York City,150,150,8/21/2017Amended: 6/22/2018,"Separations are now being extended from June 11, 2018 and June 24, 2018 to between July 9, 2018 and July 22, 2018.","The closing will take place between July 6, 2018 and July 19, 2018.","Relocation to Florence, New Jersey.",Plant Closing,Plant Closing,United Steelworkers District 4,"Jacob Mittelman, Vice President of Operations",(212) 239-7500,,2017-0034,6417
"Catholic Guardian Services(Long Island Program for Persons with Developmental Disabilities)902 Melville Estates CourtMelville, NY 11747",Programs for persons with development disabilities,Suffolk | WDB Name: SUFFOLK | Region: Long Island,99 (total affected employees at all sites),12,3/26/2018 Amended: 6/19/2018,"Separations have been extended from June 30, 2018, or within 14 days thereafter to July 31, 2018, or within 14 days thereafter.","7/31/2018, or within 14 days thereafter.",Transition of services to Care Coordination Organizations Services,Plant Unit Closing,Plant Unit Closing,The affected workers are not represented by a union.,"Craig Longley, Executive Director",(212) 371-1000 Ext: 2300,13-5562186,2017-0281,6416
"CareConnect Insurance Company, Inc.2200 Northern BoulevardEast Hills, NY 11548",Health insurance market,Nassau | WDB Name: HEMPSTEAD | Region: Long Island,78,26,3/16/2018,Phase 3 separations will begin on or about 6/15/2018.,To be determined,Economic,Plant Closing,Plant Closing,The employees are not represented by a union.,"Carol DeSantie, Director of Human Resources",(516) 405-7925,47-2478692,2017-0406,6415
"Restaurant Associates - Compass Group, USA, Inc. (at Federal Reserve Bank of New York) 33 Liberty Street New York, NY 10045",Food Services Provider,New York |WDB Name: NEW YORK CITY | Region: New York City,65 (total employees at the two sites),53,6/12/2018,7/31/2018,7/31/2018,Loss of contract to provide food services at the Federal Reserve Bank of New York.,Plant Closing,Plant Closing,"UNITE HERE, Local 100","Jason Pemarzo, Restaurant Associates, HR Manager",(212) 720-6476,56-1874931,2017-0408,6414
"Metro Athletic Medicine and Fitness, P.C.506 Sixth StreetBrooklyn, NY 11215",Healthcare – Physical Therapy,Brooklyn | WDB Name: NEW YORK CITY | Region: New York City,-----,54,6/14/2018,"Terminations will occur on or about September 1, 2018 or within 14 days thereafter.",9/1/2018,Loss of the services contract,Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Ms. Katherine Carter, VP Human Resources",(201) 214-5256,11-3249458,2017-0407,6413
"Cardinal McCloskey Community Services - Head Start Programs560 Concord AvenueBronx, NY 10455",Pre-School,Bronx | WDB Name: NEW YORK CITY | Region: New York City,202 (total employees at all sites),-----,6/1/2018,7/1/2018,7/1/2018,"Loss of contract with the U.S. Department of Health and Human Services, Administration for Children and Families",Plant Unit Closing,Plant Unit Closing,"Community and Social Agency Employees Union, District 1707, AFSCME, AFL-CIO, District 1707","Dr. Reva Gershen-Lowy, Senior Vice President, Early Childhood Education",(914) 997-8000 Ext: 198,82-3959799,2017-0398,6412
"Center for Family Support, Inc. (Fiscal Intermediary Program)333 7th AvenueNew York, NY 10001",Providing support and assistance to individuals with developmental and related disabilities and to the family members who care for them.,New York | WDB Name: NEW YORK CITY | Region: New York City,80,80,6/1/2018,9/9/2018,9/9/2018,Transitioning services to another entity.,Plant Unit Closing,Plant Unit Closing,The employees are not represented by a union.,"Sharon Lax, Director of Human Resources",(212) 629-7939 Ext: 297,13-1913807,2017-0405,6411
"New York Yankees Steakhouse (Manhattan)7 W 51stStreetNew York, NY 10019",Restaurant,New York | WDB Name: NEW YORK CITY | Region: New York City,75,75,6/8/2018,"September 8, 2018","September 8, 2018",Economic,Plant Closing,Plant Closing,The employees are not represented by a union.,"David Carroll, Sr. Vice President of Human Resources",(954) 797-5455,90-0821315,2017-0397,6409
"Chevy's (RM HQ LLC)259 West 42nd St.New York, NY 10036",Restaurant,New York | WDB Name: NEW YORK CITY | Region: New York City,134,134,6/4/2018,9/2/2018,9/2/2018,Economic,Plant Closing,Plant Closing,The employees are not represented by a union.,"Lisa Tomlinson, Senior Vice President of Human Resources",(562) 346-1215,61-1678615,2017-0396,6408
"Carthage Specialty Paperboard, Inc.30 Champion StreetCarthage, NY 13619",Manufacturer of recyled paperboard,Jefferson | WDB Name: JEFF/LEWIS | Region: North Country,77,77,2/28/2018Amended: 6/8/2018,"Employees were placed on a temporary furlough from February 25, 2018 through March 17, 2018 and were recalled to work on March 18, 2018. It is presently expected that all employees will be terminated during the 14-day period of July 18 through July 31, 2018.","On or around July 28, 2018",Economic,Temporary maintenace furlough/possible plant closing,Temporary maintenace furlough/possible plant closing,"United Steel Workers (USW) International Union, Local 4-0276","Don Schnackel, Vice President of Finance",(315) 493-5514,14-1837076,2017-0252,6407
"Sterling National BankOne Jericho PlazaJericho, NY 11753",Financial Institution,Nassau | WDB Name: OYSTER BAY | Region: Long Island,187,7,6/6/2018,9/28/2018,------,Acquisition of Astoria Bank by Sterling National Bank,Plant Layoff,Plant Layoff,The employees are not represented by a union,"Gary Zimbalatti, First VP Director Human Resources Business Partners",(516) 327-7624,13-1726107,2017-0395,6406
"""21"" Club21 W. 52nd StreetNew York, NY 10019",Restaurant,New York | WDB Name:NEW YORK CITY | Region: New York City,154,71 (It is expected that 40 of the affected employees will be recalled prior to their layoff period exceeding six months).,"2/6/2018 Amended:June 5, 2018",1/3/2018,1/3/2018,Weather related,Temporary Plant Closing,Temporary Plant Closing,"UNITE HERE, Local 100","Karen B. Fanniel, Director of Human Resources",(212) 359-7228,13-1077770,2017-0240,6405
"St. John Villa Academy57 Cleveland PlaceStaten Island, NY 10305",School,Richmond |WDB Name:NEW YORK CITY | Region:New York City,71,71,5/31/2018 Amended: 6/5/2018,"The expected date of the first separations is June 30, 2018, with subsequent separations expected to occur on August 31, 2018, September 4, 2018 and December 31, 2018.",8/31/2018,Economic,Plant Closing,Plant Closing,Federation of Catholic Teachers,"Nicholas F. Mazza, PhD, Director of Administration",(718) 447-4150 Ext: 131,13-5604691,2017-0378,6404
"Eastman Kodak Company (Kodak Office)343 State StreetRochester, NY 14650",Photographic equipment and Supplies,Monroe |WDB Name: MONROE | Region:Finger Lakes Region,-----,1,5/30/2018,8/27/2018,-----,Economic,Plant Layoff,Plant Layoff,The employee is not represented by a union.,"Pamela J. Fantauzzo, HR Specialist",(585) 724-7080,16-0417150,2017-0394,6403
"Jewish Board of Family & Children's Services, Inc.(Hawthorne Cedar Knolls Residential Treatment Center)226 Linda AvenueHawthorne, NY 10532","Hawthorne Cedar Knolls is overseen by the state Office of Children and Family Services and provides mental health, social and therapeutic services to troubled youths who typically have behavior issues.",Westchester |WDB Name:WESTCH/PTNM | Region:Mid-Hudson Region,107,107,5/30/2018,"All employee separations are expected to occur during the 14-day period starting on August 31, 2018",8/31/2018,Economic,Plant Unit Closing,Plant Unit Closing,"Community and Social Agency Employees, District Council 1707, AFSCME","Judy Archer, Chief Human Resources Officer",(212) 632-4781,13-5564937,2017-0393,6402
"Pfizer, Inc.64 Maple Street, Rouses PointRouses Point, NY 12979",Pharmaceuticals (production),Clinton |WDB Name:C-E-F-H | Region:North Country Region,40,5,6/1/2018,"The separations will occur August 31, 2018.",8/3/2018,Economic,Plant Closing,Plant Closing,Local 95c ICWU/UFCW,"Daniel Naiman, Sr. Director, Human Resources",(212) 733-2110,23-1405012,2017-0392,6401
"Van Trans, LLC & Attendant, LLC670 Hillside RoadPelham Manor, NY 10803",Transportation,Westchester |WDB Name: WESTCH/PTNM | Region:Mid-Hudson Region,333,333,6/4/2018,"Separations are expected to occur on September 5, 2018.",-----,Contract loss with the NYC Department of Education Office of Pupil Transportation,Plant Layoff,Plant Layoff,"United Employees Transportation Union, c/o International Union of Journeymen and Allied Trades","John Bandelt, Director of Human Resources",(516) 349-8200 Ext: 105,-----,2017-0388,6400
"Wells Fargo (Retail Fulfillment Unit)179 Sully TrailPittsford, NY 14534",Bank,Monroe |WDB Name:MONROE | Region:Finger Lakes Region,48,28,5/31/2018,"Separation date commencing on or about August 30, 2018.",-----,Economic,Plant Unit Closing,Plant Unit Closing,The employees are not represented by a union.,"Anita L. Steward, Enterprise Employee Relations",(980) 201-7298,41-0449260,2017-0391,6399
"Kmart Store Unit # 09418 (Kmart Corporation)25301 Rockaway BlvdRosedale, NY 11422",Department Store,Queens |WDB Name:NEW YORK CITY | Region:New York City,99,99,5/31/2018,"Separations will occur on September 2, 2018 or during a 14-day period beginning on that date.",9/2/2018,Economic,Plant Closing,Plant Closing,The employees are not represented by a union.,"Michael Smith, Regional Human Resources Director",(630) 364-9036,38-0729500,2017-0389,6398
"Kmart Store Unit # 03861 (Kmart Corporation)1000 Montauk HighwayWest Babylon, NY 11704",Department Store,Suffolk |WDB Name:SUFFOLK | Region: Long Island,85,85,5/31/2018,"Separations will occur on September 2, 2018 or during a 14-day period beginning on that date.",9/2/2018,Economic,Plant Closing,Plant Closing,The employees are not represented by a union.,"Michael Smith, Regional Human Resources Director",(630) 364-9036,38-0729500,2017-0390,6397
"Van Trans, LLC & Attendant, LLC 670 Hillside RoadPelham Manor, NY 10803",Transportation,Westchester | WDB Name: WESTCH/PTNM | Region: Central,333,333,6/4/2018,"Separations are expected to occur on September 5, 2018.",-----,Contract loss with the NYC Department of Education Office of Pupil Transportation,Plant Layoff,Plant Layoff,"United Employees Transportation Union, c/o International Union of Journeymen and Allied Trades","John Bandelt, Director of Human Resources",(516) 349-8200 Ext:105,-----,2017-0388,6396
"Sears, Roebuck and Co. (Full Line Store Unit #01353)3649 Erie Blvd ESyracuse, NY 13214",Retail Store and automotive center,Syracuse | WDB Name: ONONDAGA | Region: Central,38,38,5/31/2018,"Separations will occur on September 2, 2018 or during a 14-day period beginning on that date.",9/2/2018,Economic,Plant Closing,Plant Closing,The employees are not represented by a union.,"Cindy Courchaine, Market Human Resources Manager",(724) 601-9321,36-1750680,2017-0386,6395
"Volunteers of America-Greater New York, Inc. (Residential Services Program)260 Christopher Lane, Suite 3FStates Island, NY 10314",Provides staff support and supervision to adults with all ranges of intellectual/developmental disablilites,Richmond | WDB Name: NEW YORK CITY | Region: New York City,91,91,5/25/2018,7/31/2018,7/31/2018,Economic,Plant Unit Closing,Plant Unit Closing,The employees are not represented by a union.,"Denise Sullivan, Human Resources Manager",(212) 496-4396,58-1959781,2017-0385,6394
"Citizen Watch Company of America, Inc. (Warehouse & Distribution Operating Units)1 Bulova AvenueWoodside, NY 11377",Warehousing/Distribution and after sales service,Queens | WDB Name: NEW YORK CITY | Region: New York City,-----,59,12/29/2017Amended: 6/1/2018,"Employment separations are expected to commence on or about March 29, 2018 or within 14 days thereafter.One remaining affected worker’s employment in the distribution operating unit will be extended to August 31, 2018.",8/31/2018,Economic,Plant Unit Closing,Plant Unit Closing,Independent Production Maintenance and Service Employees Union,"Seth Presser, General Counsel",(212) 497-9795,95-2934490,2017-0179,6393
"Lifeline Center for Child Development80-09 Winchester BoulevardQueens, NY 11427",Preschool program,Queens | WDB Name: NEW YORK CITY | Region: New York City,41,41,5/31/2018,8/31/2018,8/31/2018,Economic,Plant Closing,Plant Closing,The employees are not represented by a union.,"Charles Caputo, Executive Director",(718) 740-4300,11-2002845,2017-0384,6392
"Munchery268 3rd StreetBrooklyn, NY 11215",Online food ordering and meal delivery service,Kings | WDB Name: NEW YORK CITY | Region: New York CityCounty: New York |WDB Name: NEW YORK CITY | Region: New York City,80 (Total employees at all four sites),-----,5/11/2018,"Separations are expected to occur on May 11, 2018 or the 14-day period commencing on this date.",5/11/2018,Economic,Plant Closing,Plant Closing,The employees are not represented by a union.,"Susan Sami, Sr. Director of People Operations",(415) 967-7633,45-2777314,2017-0380,6391
"Toys ""R"" Us, Inc., dba Toys ""R"" Us and/or Babies ""R"" Us 300 West Sunrise HighwayValley Stream, NY 11581","Hobby, Toy and Game Store",Nassau | WDB Name: HEMPSTEAD | Region: Long Island,70,70,3/15/2018Amendment: 5/29/2018,"The separations are being extended from June 13, 2018 and will occur on or during a 14-day period beginning on June 16, 2018.",6/16/2018,Economic,Plant Closing,Plant Closing,The employees are not represented by a union.,"Kara Sabino, Vice President",(973) 617-5293,13-5159250,2017-0270,6390
"Toys ""R"" Us, Inc., dba Toys ""R"" Us and/or Babies ""R"" Us8973-95 Bay ParkwayBrooklyn, NY 11214","Hobby, Toy and Game Store",Kings | WDB Name: NEW YORK CITY | Region: New York City,108,108,3/15/2018Amendment: 5/29/2018,"The separations are being extended from June 13, 2018 and will occur on or during a 14-day period beginning on June 16, 2018.",6/16/2018,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Kara Sabino, Vice President",(973) 617-5293,13-5159250,2017-0267,6389
"Toys ""R"" Us, Inc., dba Toys ""R"" Us and/or Babies ""R"" Us610 Exterior StreetBronx, NY 10451","Hobby, Toy and Game Store",Bronx | WDB Name: NEW YORK CITY | Region: New York City,69,69,3/15/2018Amendment: 5/29/2018,"The separations are being extended from June 13, 2018 and will occur on or during a 14-day period beginning on June 16, 2018.",6/16/2018,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Kara Sabino, Vice President",(973) 617-5293,13-5159250,2017-0268,6388
"Toys ""R"" Us, Inc., dba Toys ""R"" Us and/or Babies ""R"" Us117 Old Country RoadCarle Place, NY 11514","Hobby, Toy and Game Store",Nassau | WDB Name: OYSTER BAY | Region: Long Island,70,70,3/15/2018Amendment: 5/29/2018,"The separations are being extended from June 13, 2018 and will occur on or during a 14-day period beginning on June 16, 2018.",6/16/2018,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Kara Sabino, Vice President",(973) 617-5293,13-5159250,2017-0269,6387
"Tahari ASL, LLC1114 Avenue of the Americas, 8th FloorNew York, NY 10036",Provides online clothing,New York | WDB Name: NEW YORK CITY | Region: New York City,137,137,5/29/2018,8/31/2018,8/31/2018,Economic,Plant Closing,Plant Closing,"NY Metropolitan Regional Joint Board, WU","Lester Schreiber, Chief Operating Officer",(973) 671-6350,06-1637065,2017-0379,6386
"St. John Villa Academy57 Cleveland PlaceStaten Island, NY 10305",School,Richmond |WDB Name: NEW YORK CITY | Region:New York City,57,57,5/31/2018,"The expected date of the first separations is June 30, 2018, with separations expected to occur on July 31, 2018, August 31, 2018 and December 31, 2018.",6/30/2018,Economic,Plant Closing,Plant Closing,Federation of Catholic Teachers,"Nicholas F. Mazza, PhD, Director of Administration",(718) 447-4150 Ext: 131,13-5604691,2017-0378,6385
"First Care of New York, Inc.2488 Grand ConcourseBronx, NY 10458",Home health care service,Bronx |WDB Name:NEW YORK CITY | Region:New York City,851,851,5/31/2018,"Separations to occur on or about August 31, 2018 or during the 14-day period beginning on that date.",8/31/2018,"Acquired by the Health Acquisition Corp., D/B/A Allen Health Care Services",Plant Closing,Plant Closing,The employees are not represented by a union.,"Maria Riccobono, Director of Operations",(347) 862-2805,20-0757300,2017-0376,6384
"Millennium Medical Staffing, Inc.2488 Grand ConcourseBronx, NY 10458",Home health care service,Bronx |WDB Name:NEW YORK CITY | Region:New York City,135,135,5/31/2018,"Separations to occur on or about August 31, 2018 or during the 14-day period beginning on that date.",8/31/2018,"Acquired by the Health Acquisition Corp., D/B/A Allen Health Care Services",PlantClosing,Plant Closing,The employees are not represented by a union.,"Maria Riccobono, Director of Operations",(347) 862-2805,20-1869401,2017-0377,6383
"Sterling National Bank-Forest Hills Financial Center108-01 Queens BlvdForest Hills, NY 11375",Financial Institution,Queens | WDB Name: NEW YORK CITY | Region: New York City,4,4,5/29/2018,"The employee separations will occur in stages, with this stage expected to commence during the 14-day period starting on August 28, 2018. Other stages may commence throughout the remainder of 2018.",To be determined,Acquisition of Astoria Bank by Sterling National Bank,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Gary Zimbalatti, Assistant Director-Employee Services",(516) 327-7624,13-1726107,2017-0374,6382
"Premier Aviation Overhaul Center, Ltd. 394 Hangar Road Rome, NY 13441",Premier Aviation performs ground aircraft maintenance and refinishing services to the North American market.,Oneida | WDB Name: HMO | Region: Mohawk Valley,127,127,5/24/2018,8/22/2018,8/22/2018,Economic,Plant Closing,Plant Closing,The employees are not represented by a union.,"Jennifer Rapson, Controller",(315) 534-8368,42-1771857,2017-0373,6381
"Geritrex, LLC144 E Kingsbridge RoadMount Vernon, NY 10550",Manufacturer and distributor of Over the Counter generic creams and lotions,Westchester | WDB Name: WESTCH/PTNM | Region: Mid-Hudson,26,26,2/21/2018,"Separations will occur between May 25, 2018 and July 20, 2018.",6/30/2018,"The Mount Vernon lease is expiring and the entire operations are beingrelocated to Middletown, NY.",Plant Closing,Plant Closing,The employees are not represented by a union.,"David Gershen, Chief Financial Officer",(914) 668-4003 Ext: 122,65-0172853,2017-0372,6379
"Pfizer, Inc.64 Maple Street, Rouses PointRouses Point, NY 12979",Pharmaceuticals (production),Clinton |WDB Name: C-E-F-H | Region: North Country,58,2,5/20/2018,"The separation will occur August 17, 2018.",6/1/2018,Economic,Plant Closing,Plant Closing,Local 95c ICWU/UFCW,"Daniel Naiman, Sr. Director, Human Resources",(212) 733-2110,23-1405012,2017-0367,6378
"Center for Nursing & Rehabilitation, Inc. (CNR)520 Prospect PlaceBrooklyn, NY 11238",Rehabilitation center,Kings |WDB Name: NEW YORK CITY | Region:New York City,305,305,5/15/2018,"The closing will occur sometime during the period of June 4 to 18, 2018.",6/18/2018,The purchaser intends to continue the facility's operations and will be offering employment to substantially all employees employed at CNR,Plant Closing,Plant Closing,1199 SEIU United Healthcare Workers East,"David Silva, CRPO, Senior Vice President Human Resources",(347) 920-7277,11-2289702,2017-0370,6376
"Conduent Education Services, LLC 501 Bleecker St.Utica, NY 13501",Educational Services,Oneida |WDB Name: HMO | Region: Mohawk Valley Region,162,8,5/11/2018,"This sixth phase of separations will occur on or about August 10, 2018.",To be determined,Change in business needs,Plant Closing,Plant Closing,The employees are not represented by a union.,"Armando Santiesteban, Senior Human Resources Generalist",(915) 775-3069,95-2501112,2017-0369,6374
"Newsday LLC235 Pinelawn Road Melville, NY 11747",Newspaper print and distribution,Suffolk |WDB Name:SUFFOLK | Region: Long Island,1423,31,5/11/2018,This Phase 7 employee separations is expected to occur during the 14-day period starting on 8/13/2018.,October 2018,Economic,Plant Unit Closing,Plant Unit Closing,"Local 406, Graphic Communications Conference, International Brotherhood of Teamsters","Donna Cesarani, Director, Human Resources",(631) 843-2654,26-2913173,2017-0368,6373
"VWR (Part of Avantor)3 Lincoln BoulevardRouses Point, NY 12979",Manufacturing and supply chain solutions for the Life Sciences and Advanced Technology Industries,Clinton | WDB Name: C-E-F-H | Region: North Country,26,26,2/28/2018Amended: 5/11/2018,Separations have been extended from 5/28/2018 to 8/28/2018.,Closing date has been extended from 5/28/2018 to 8/28/2018.,Consolidate production and all other functions into their Solon facility in Ohio.,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Samantha Stanton, Human Resources Director",(440) 914-3469,80-0745252,2017-0250,6372
"Pfizer, Inc.64 Maple Street, Rouses PointRouses Point, NY 12979",Pharmaceuticals (production),Clinton |WDB Name: C-E-F-H | Region: North Country,58,2,5/9/2018,"The separation will occur August 3, 2018.",6/1/2018,Economic,Plant Closing,Plant Closing,The employees are not represented by a union.,"Daniel Naiman, Sr. Director, Human Resources",(212) 733-2110,23-1405012,2017-0367,6371
"Forty Six O Seven Co., Inc. (IHOP #4607)73-01 Northern BlvdJackson Heights, NY 11372",Restaurant,Queens |WDB Name: NEW YORK CITY | Region: New York City,53,53,5/7/2018,8/30/2018,8/30/2018,Not renewing its Lease or Franchise Agreement,Plant Closing,Plant Closing,UNITE HERE Local 100,"Karin Sandnes, Human Resources/Risk Management Director",(661) 294-8877,06-1365941,2017-0364,6370
"Aptos Inc.15 Governor DriveNewburgh, NY 12550",Software developers,Orange | WDB Name: ORANGE | Region: Mid-Hudson,117,3,5/7/2018,"This third wave of separations is expected to commence during the 14-day period starting on August 6, 2018.",To be determined,Economic,Plant Closing,Plant Closing,The employees are not represented by a union.,"Lisa Rogers, People Business Partner",(845) 926-4226,14-1624962,2017-0366,6369
"Sterling National Bank 718 Medford AvenuePatchogue, NY 11172",Financial Institution,Suffolk |WDB Name: SUFFOLK | Region: Long Island,8,1,5/7/2018,8/7/2018,To be determined,Acquisition of Astoria Bank by Sterling National,Plant Closing,Plant Closing,The employees are not represented by a union.,"Gary Zimbalatti, First Vice President, Director HR Business Partners",(516) 327-7624,13-1726107,2017-0365,6368
"Sterling National Bank  711 Franklin Avenue Franklin Square, NY 11010",Financial Institution,Nassau |WDB Name: HEMPSTEAD  | Region: Long Island,6,1,5/2/2018,7/31/2018,-----,Acquisition of Astoria Bank by Sterling  National,Plant Layoff,Plant Layoff,The employees  are not represented by a union.,"Gary Zimbalatti, First Vice President, Director Human Resources Business Partners",(516) 327-7624,13-1726107,2017-0362,6367
"Sears Full Line Store (Unit  #01514) 6929 Williams Rd Niagara Falls, NY 14304",Retail store,Niagara |WDB Name: NIAGARA  | Region: Western Region,42,42,5/3/2018,7/29/2018,8/19/2018,Economic,Plant Closing,Plant Closing,The employees  are not represented by a union.,"Cindy Courchaine, Market Human Resources Manager",(724) 601-9321,36-1750680,2017-0363,6366
"Newsday LLC 235 Pinelawn Road Melville, NY 11747",Newspaper print and distribution,Suffolk | WDB Name: SUFFOLK  | Region: Long Island,1423,162,3/9/2018Amended: 5/7/2018,This Phase 4 employee separations is expected to occur  during the 14- day period starting on 6/11/2018. Fifteen (15) employee separations have been postponed from the 14-day  period starting on 6/11/2018 to the 14-day period starting on 8/13/2018.,October  2018,Economic,Plant Unit Closing,Plant Unit Closing,"Local 406, Graphic Communications Conference,  International Brotherhood of Teamsters","Donna Cesarani, Director, Human Resources",(631) 843-2654,26-2913173,2017-0260,6365
"Gannett Publishing Services 10 Gannett Drive Johnson City, NY 13790",Commercial Printing,Broome | WDB Name: BROOME/TIOGA  | Region: Southern Region,93,93,"3/16/2018Amended:May 4, 2018","The majority of the affected employees will be terminated during a 14-day period commencing on  June 16, 2018. Five (5) affected  employees at the Johnson City site will be terminated during a 14-day period  commencing on August 2, 2018.",6/16/2018,Economic,Plant Closing,Plant Closing,The affected  workers are not represented by a union.,"Bonnie Still, Human Resources Business Partner",(856) 486-2591,45-3829401,2017-0271,6364
"Airline Service Professionals  LLC (at the JFK International  Airport for Jet Blue) Building 81 South Cargo Road Jamaica, NY 11430",Ground handling airline services,Queens |WDB Name: NEW YORK CITY  | Region: New York City,236,236,4/26/2018,7/27/2018,7/27/2018,Contractual loss with Jet Blue,Plant Closing,Plant Closing,The employees  are not represented by a union.,"Sheldon DeSouza, General Manager",(718) 751-7010,46-1016949,2017-0355,6363
"Triangle Aviation Services, Inc.  (at JFK Airport, Terminal 8 -  LATAM Airline Group) John F. Kennedy Airport,  Terminal 8 Jamaica, NY 11430",Perform ramp and cabin cleaning services,Queens |WDB Name: NEW YORK CITY  | Region: New York City,85,85,5/1/2018,8/1/2018,8/1/2018,Loss of contract with LATAM Airline Group,Plant Closing,Plant Closing,TWU Local 504,"Venise Kelly, Director of Human Resources",(516) 821-1202,----,2017-0361,6362
"Trans-Packers Services Corp. 419-429 Vandervoort Avenue Brooklyn, NY 11222",A food packing company,Brooklyn |WDB Name: NEW YORK CITY  | Region: New York City,105,105,4/30/2018,7/31/2018,7/31/2018,"Relocating to a new facility in  Piscataway, NJ. All employees have been offered comparable positions in the new  Piscataway, NJ facility.",Plant Closing,Plant Closing,UFCW Local 312,"Monica Weiss, Secretary-Treasurer",(718) 963-0900,11-2171192,2017-0360,6361
"B&H Foto and Electronics  Corp. (Navy Yard Facility) 63 Flushing Avenue, Bldg. 64 Brooklyn, NY 11205",Photo and electronics,Kings | WDB Name: NEW YORK CITY  | Region: New York City,195,195,8/21/2017Amended: 5/4/2018,"Separations are  now being extended from April 23, 2018 and May 6, 2018 to June 11, 2018 and June 24, 2018.",6/24//2018,"Relocation to Florence, New Jersey.",Plant Closing,Plant Closing,United Steelworkers District 4,"Jacob Mittelman, Vice President of Operations",(212) 239-7500,,2017-0034,6359
"VNS CHOICE dba VNSNY CHOICEMedicare Advantage Sales Department1250 BroadwayNew York, NY 10001","Insures care for the poor, the chronically ill and the elderly",New York |WDB Name:NEW YORK CITY | Region: New York City,289,43,5/2/2018,7/30/2018,-----,Economic,Layoff,Layoff,The employees are not represented by a union.,"Marian Haas, Vice President, Human Resources Policy & Practice",(212) 609-7880,13-3951057,2017-0358,6358
"Harbor Footwear Group, Ltd.55 Harbor Park DrivePort Washington, NY 11050","Footwear Merchant, Wholesaler",Nassau |WDB Name:HEMPSTEAD | Region:Long Island,53,53,5/1/2018,7/31/2018,7/31/2018,Economic,Plant Closing,Plant Closing,The employees are not represented by a union.,"Charles H. Kaplan, Esq.,at Sills Cummis & Gross P.C.",(212) 500-1563,13-2648196,2017-0359,6357
"Aptos Inc.15 Governor DriveNewburgh, NY 12550",Software developers,Orange | WDB Name:ORANGE | Region: Mid-Hudson Region,117,6,5/1/2018,"This second wave of separations is expected to commence during the 14-day period starting on July 31, 2018.",To be determined,Economic,Plant Closing,Plant Closing,The employees are not represented by a union.,"Lisa Rogers, People Business Partner",(845) 926-4226,14-1624962,2017-0357,6356
"Nypro Inc., a Jabil Inc. Company100 Indigo CreekRochester, NY 14626",Global manufacturing services company.,Monroe |WDB Name: MONROE | Region: Finger Lakes Region,53,53,4/30/2018,"The estimated date of the first separation is between August 1, 2018 and August 14, 2018 [14-day window], with terminations expected to continue through November 1, 2018 as the Company winds down activities.",11/1/2018,Changing business needs,Plant Closing,Plant Closing,The employees are not represented by a union.,"Lisa Dwyer, Human Resources Manager",(585) 453-3733,38-1886260,2017-0356,6355
"Conduent Education Services, LLC 501 Bleecker St.Utica, NY 13501",Educational Services,Oneida |WDB Name:HMO | Region:Mohawk Valley Region,126,25,4/27/2018,"This fifth phase of separations will occur on or about July 27, 2018.",To be determined,Change in business needs,Plant Closing,Plant Closing,The employees are not represented by a union.,"Armando Santiesteban, Senior Human Resources Generalist",(915) 775-3069,95-2501112,2017-0354,6354
"Umami Burgerat the Hudson Hotel358 West 58th StreetNew York, NY 10019",Food services,New York |WDB Name:NEW YORK CITY | Region: New York City,71,71,4/25/2018,7/24/2018,7/24/2018,Economic,Plant Closing,Plant Closing,"New York Hotel & Motel Trades Council, AFL-CIO Local 6 affiliated with UNITE HERE","Tom Oliva, Local 6 Representative",(212) 957-8000,-----,2017-0353,6353
"Citizen Watch Company of America, Inc.(Credit/Accounts Receivable, Customer Relations, and Finance Operating Units)350 Fifth Avenue, 29th FloorNew York, NY 10118","Credit/Accounts Receivable, Customer Relations, and Finance Operating Units",New York |WDB Name:NEW YORK CITY | Region:New York City,148,29,4/27/2018,"The employee separations will be commencing on or about June 27, 2018, or within 14 days thereafter.",6/27/2018,Economic,Plant Unit Closings,Plant Unit Closings,The employees are not represented by a union.,"Seth Presser, General Counsel",(212) 497-9795,95-2934490,2017-0352,6352
"1 BB Food and Drink Corp.(1 Hotel Brooklyn, Bridge)60 Furman StreetBrooklyn, NY 11201",Provide food services,Kings | WDB Name: NEW YORK CITY | Region:New York City,144,144,4/6/2018 Amendment: 4/26/2018,5/10/2018,5/10/2018,Contract expired,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Luz Zenteno, Human Resources Director",(347) 696-2503,82-1483403,2017-0317,6351
