Company,Business Type,County,Total Employees,Number Affected,Date of Notice,Layoff Date,Closing Date,Reason for Dislocation,Classification,Reason Stated for Filing,Union,Contact,Phone,Case_ID
"British Airways, Plc.(Baggage Room and Customer Relations Unit) John F. Kennedy International AirportJamaica, NY 11430",Airlines (Baggage Room and Customer Relations Unit Employees affected),Queens | WIB Name: NEW YORK CITY | Region: New York City,91,91(15 Customer Relations Reps; 76 Baggage Services workers),8/14/2014,"9/30/2014 (The expected separation date for affected Customer Relations Unit employees will be on September 30, 2014. The expected separation date for affected Baggage Room employees will be on November 12, 2014.)",11/12/2014,Contingent upon ratification of the Company’s proposed contract changes.,Possible Plant Unit Closings,Possible Plant Unit Closings,"District Lodge 142, International Associations of Machinists and Aerospace Workers","Denise Cerniglia, Employee Relations Manager",(212) 716-0466,4747
"Eurest Services (at Google)1118th AvenueNew York, NY 10011",Building Cleaning and Maintenance Services,New York | WIB Name: NEW YORK CITY | Region: New York City,45,45,8/8/2014,9/30/2014,9/30/2014,Cancellation of contract by Google,Plant Closing,Plant Closing,The affected employees are non-union employees.,"Sandy Schuster, SPHR",(610) 576-5192,4746
"SUNY Downstate Medical Center at LICH - StaffCo.339 Hicks StreetBrooklyn, NY 11201",Medical Center,Kings | WIB Name: NEW YORK CITY | Region: New York City,485,485,3/25/2013  Amended: 8/12/2014,Remaining layoffs are postponed to occur between 8/18/2014 and 9/12/2014.,Postponed to occur between 8/18/2014 and 9/12/2014.,Economic,Plant Closing,Plant Closing,"1199 SEIU United Healthcare Workers East, New York State Nurses Association, Local 30 & 30 A-B-C-D of the International Union of Operating Engineers, and Special and Superior Officers Benevolent Association","Francesca Tinti, Assistant Vice President for Human Resources",(718) 780-1500,4745
"Hotel Bedford118 East 40th StreetNew York, NY 10016",Hotel,New York | WIB Name: NEW YORK CITY | Region: New York City,47,47,8/11/2014,Layoffs will begin on or about 10/13/2014 and continue through closing date of 11/9/2014,11/9/2014,Economic,Plant Closing,Plant Closing,"Trades Council, AFL-CIO & Unite Here Local",Ayesha Whyte,(703) 387-3243,4744
"Practicare Medical Management, Inc.601 Gates Road, Suite 3Vestal, NY 13850",Medical Billing,Broome | WIB Name: BROOME/TIOGA | Region: Southern RegionOntario | WIB Name: FINGER LAKES | Region: Finger Lakes RegionOneida | WIB Name: HMO | Region: Mohawk Valley RegionOnondaga | WIB Name: ONONDAGA | Region: Central Region,-----,10,8/8/2014,to occur between 11/7/2014 and 11/21/2014,-----,"Sale of operating assets to Medical Transcription Billing, Corp.",Plant Layoff,Plant Layoff,Employees will not have the right to bump other employees from their jobs.,"James N. Antonacci, Jr., President",(315) 433-5161,4743
"The Hortense and Louis Rubin Dialysis Center, Inc.1850 Peoples AvenueTroy, NY 12180",Dialysis Center,Rensselaer\Saratoga | WIB Name: CAPITAL DISTRICT | Region: Capital Region,43,43,4/22/2014Amended: 8/8/2014,-----,has been postponed to occur on 10/1/2014 or within 14 days of this new date,Sale of Business,Plant Closing,Plant Closing,None of the affected employees have bumping rights.,"Wayne Evancoe, CEO",(518) 271-0702,4742
"Brookhaven Memorial Hospital South Brookhaven Health Center West - Patchogue365 East Main StreetPatchogue, NY 11772",Medical Center,Nassau | WIB Name: SUFFOLK | Region: Long Island,48,48,7/31/2014  Amended: 8/7/2014,-----,11/1/2014,Suffolk County is discontinuing their contract with the Medical Center,Plant Layoff,Plant Layoff,"Brookhaven Federation of Nurses and Health Professional, NYSUT and United Teamsters Local 202","Paul Davin, Vice President, Human Resources",(631) 654-7165,4741
"Fiber Glass Industries, Inc.69 Edson StreetAmsterdam, NY 12010",Fiber Glass Manufacturing,Montgomery | WIB Name: FMS | Region: Mohawk Valley,66,66,8/4/2014,------,11/4/2014,Economic,Plant Closing,Plant Closing,No union representation at this facility.,John Menzel,(518) 842-4000 Ext 228,4740
"CSC Holdings, LLC200 Jericho QuadrangleJericho, NY 11753",Inbound Telemarketing,Nassau | WIB Name: OYSTER BAY | Region: Long Island,-----,86,8/7/2014,11/7/2014,-----,Economic,Plant Layoff,Plant Layoff,Bumping rights are not recognized. Employees are not represented by any union.,"Michelle Ziegler, Manager HR Generalist",(518) 803-2654,4739
"Brookhaven Memorial Hospital South Brookhaven Health Center West - Patchogue365 East Main StreetPatchogue, NY 11772",Medical Center,Nassau | WIB Name: SUFFOLK | Region: Long Island,47,47,7/31/2014,-----,11/1/2014,Suffolk County is discontinuing their contract with the Medical Center,Plant Layoff,Plant Layoff,Brookhaven Federation of Nurses and Health Professionals & NYSUT,"Paul Davin, Vice President, Human Resources",(631) 654-7165,4738
"Remy USA Industries, L.L.C. Bayshore - Corporate & Shipping1560 Fifth AvenueBay Shore, NY 11706",Offices and shipping- transportation and freight logistics business,Suffolk | WIB Name: SUFFOLK | Region: Long Island,40,40,8/1/2014,-----,11/5/2014,Economic,Plant Closing,Plant Closing,No affected employees are subject to representation or bumping rights.,"Herb Blank, Human Resource Manager",(765) 778-5998,4736
"ARAMARK Business Dining  Services JPMC  1 Chase Manhattan Plaza New York, NY 10081",Food Services,New York | WIB Name: NEW YORK CITY| Region: New York City,28,28,8/1/2014,-----,10/31/2014,Economic,Plant Closing,Plant  Closing,UniteHere Local 100,"Judy Grimard,  Human Resources Manager",(860) 920-5013,4735
"1-800-Flowers.com, Inc.One Old Country RoadCarle Place, NY 11514",Florists - customer service representatives,Nassau | WIB Name: OYSTER BAY | Region: Long Island,-----,220,7/31/2014,10/31/2014 or within 14 day period thereafter.,-----,Restructuring Service Center operations. A majority of the affected workers will be transitioned to employment with Sutherland Global Services.,Plant Layoff,Plant Layoff,There are no bumping rights and the affected employees are not represented by a union.,"Jerry Leonard, Vice President, Human Resources",(516) 237-4609,4734
"Bimbo Bakeries USA, Inc.1724 Fifth AvenueBay Shore, NY 11706",Cessation of manufacturing operations,Suffolk | WIB Name: SUFFOLK| Region: Long Island,-----,176,3/27/2014  Amended: 7/31/2014,Will commence on 6/26/2014 and will be completed by 8/23/2014 or within a fourteen (14) day period thereafter.,8/23/2014,Economic,Plant Unit Closing,Plant Unit Closing,BCTGM Union Local 53,"Jeanne Carrieri, Senior Manager, Human Relations",(203) 531-2034,4733
"Stanley Black and Decker's (SBD) Powers Business2 Powers LaneBrewster, NY 10509",Tool Manufacturing,Putnam | WIB Name: WESTCH/PTNM | Region: Mid-Hudson Region,150,35,4/9/2014Rescinded: 7/31/2014,To commence on 7/18/2014 and continue in phases through August.,-----,Transfer of work to other SBD facilities,Plant Layoff,Plant Layoff,No union involvement,"Jamille V. McCullough, Human Resources Director",(845) 230-7539,4732
"Millennium Partners Sports Club Management LLC Reebok Sports Club/NY160 Columbus AvenueNew York, NY 10023",Sports Club,New York | WIB Name: NEW YORK CITY | Region: New York City,332,332,7/29/2014,to occur between 10/31/2014 and 11/28/2014,10/31/2014,Sale of company,Plant Closing,Plant Closing,Employees affected by these closures do not have bumping rights and are not represented by unions.,"Natalie Ducharme, Vice President of Human Resource",(617) 476-8918,4731
"John Hassall, Inc. 609-1 Cantiague Rock Road Westbury, NY 11590",Production of custom designed metal parts and  fasteners,Nassau | WIB Name: HEMPSTEAD| Region: Long Island,83,83,4/30/2014  Amended:7/30/2014,Company in negotiations with several potential buyers.Possible employment terminations postponed  from 7/28/2014 through 8/10/2014 to fourteen  (14) day period beginning 10/25/2014.,11/7/2014,Economic,Plant Closing,Plant Closing,No bumping  rights exist.,David VanRossum,"(516) 334-6200, ext. 538",4730
"Rivington HouseThe Nicholas A. Rango Healthcare Facility45 Rivington StreetNew York, NY 10002",Residential facility,New York | WIB Name: NEW YORK CITY | Region: New York City,231,231,7/28/2014,To occur between 10/31/2014 and 11/28/2014,11/21/2014,Economic,Plant Closing,Plant Closing,"Special and Superior Officer Benevolent Association, 1199 SEIU United Healthcare Workers East","Karen Zemsky-Czizsik, Human Resources Director",(212) 337-5781,4729
"PricewaterhouseCoopers LLP677 BroadwayAlbany, NY 12207",Accounting Firm,Albany | WIB Name: CAPITAL DISTRICT | Region: Capital Region,40,40,7/29/2014,-----,10/31/2014,Economic,Plant Closing,Plant Closing,There are no applicable bumping rights.,"Eric Pugh, Northeast Market HR Leader",(617) 530-4416,4728
"Laboratory Corporation of America Holdings (LabCorp)@ Mitchell Field FacilityCytology Department51 Charles Lindbergh BoulevardUniondale, New York 11553",Clinical medical testing services,Nassau | WIB Name: Nassau-Hempstead / Region: Long Island,19,19,7/16/2014,Layoffs will occur between 10/20/2014 and 11/3/2014.,11/3/2014,Economic,Plant Unit Closing,Plant Unit Closing,Affected employees do not have any bumping rights and do not have an employee representative.,"Karen Annelli, Manager Human Resources",(908) 526-2400 Ext 2572,4727
"Kaye Scholer LLP425 Park AvenueNew York, NY 10022",Law firm,New York | WIB Name: NEW YORK CITY | Region: New York City,48,29,2/28/2013  Amended: 7/22/2014,Will occur between 5/31/2013 and 9/30/2014,7/31/2014,"Relocation of operations to Tallahassee, Florida",Plant Unit Closing,Plant Unit Closing,None of the affected employees are members of a labor organization.,Dana Morgan,(212) 836-8330,4725
"Eastman Kodak Eastman Business Park1669 Lake AvenueRochester, NY 14615",Photographic equipment and supplies,Monroe | WIB Name: MONROE | Region: Finger Lakes Region,-----,4,7/16/2014,10/13/2014,-----,Economic,Plant Layoff,Plant Layoff,There is no employee representative of record.,"Mary C. Lazzar-Whyte, Director, HR Americas Employee Services",(585) 781-1896,4724
"Microsoft Corporation2929 Express Drive NorthHauppauge, NY 11749",Computer program development,Suffolk | WIB Name: SUFFOLK | Region: Long Island,32,32,7/17/2014,-----,10/15/2014,Reorganization and restructure of operations,Plant Closing,Plant Closing,Employees are not entitled to bumping rights.,"Ed Ingle, Managing Director of Government Affairs",(202) 263-5904,4723
"Daikin Applied4900 Technology Park BoulevardAuburn, NY 13021",Air conditioning manufacturing,Cayuga | WIB Name: CAYUGA/CORTLAND | Region: Central Region,415,18,7/14/2014,"10/17/2014 (2nd phase). Layoffs will continue through December 31, 2015.",12/31/2015,Economic,Plant Closing,Plant Closing,"United Steelworkers, Local 32","Matthew Alexejun, Director, Human Resources",(315) 282-6296,4722
"Eastern Niagara Hospital2600 William StreetNewfane, NY 14108",Hospital,Niagara | WIB Name: NIAGARA | Region: Western Region,-----,185,7/17/2014,to commence during the 14 day period beginning on 10/13/2014,-----,Economic,Plant Layoff,Plant Layoff,"Public Employees Federation, AFL-CIO, 1199 SEIU United Healthcare Workers East, New York State Nurses Association","Joseph Farrauto, Director of Human Resources",(716) 514-5542,4721
"Good Samaritan Hospital Medical Center@ Martin Luther King Health Center1556 Straight PathWyandanch, NY 11798",Primary healthcare operator,Suffolk | WIB Name: SUFFOLK | Region: Long Island,64,64,7/16/2014,-----,10/12/2014,"Loss of contract. Suffolk county has contracted with Hudson River Healthcare, Inc. to operate the Health Center.",Plant Closing,Plant Closing,Non-union,"Mark C. Boehrer, Vice President of Human Resources",(631) 376-4060,4720
"SinglePoint Care Network, LLC1440 BroadwayNew York, NY 10018",Care Management,New York | WIB Name: NEW YORK CITY| Region: New York City,88,59,7/11/2014,To occur between 10/9/2014 and 12/9/2014,-----,Economic,Plant Layoff,Plant Layoff,None of the employees are represented by a union.,"Joan Russo, Chief Executive Officer",(646) 943-8806,4717
"Questar Assessment, Inc.4 Hardscrabble HeightsBrewster, NY 10509",Testing Services,Putnam | WIB Name: WESTCH/PTNM | Region: Mid-Hudson Region,39,39,7/7/2014,To occur between 7/8/2014 and 11/30/2014,11/30/2014,Economic,Plant Closing,Plant Closing,No bumping rights exist.,"Barb Gaddo, Director of Human Resources",(952) 997-0709,4716
"The Community Program Centers of Long Island, Inc. Early Head Start/Head Start Programs400 Sheep Pasture RoadPort Jefferson, NY",Pre school programs,Suffolk | WIB Name: SUFFOLK | Region: Long Island,41,41,4/30/2014,-----,6/30/2014,Potential Loss of Grant Funds,Potential Plant Unit Closings,Potential Plant Unit Closings,There are no bumping rights.,"Elizabeth A. Geary, Director of CPC",(631) 585-2020 Ext 235,4715
"SUNY Downstate Medical Center at LICH - StaffCo.339 Hicks StreetBrooklyn, NY 11201",Medical Center,Kings | WIB Name: NEW YORK CITY | Region: New York City,485,485,"3/25/2013 Amended: 7/3/2014
Control Number: 2012-0244
Rapid Response Specialist: Edwidge Michel
Reason Stated for Filing: Plant Closing",Remaining layoffs are postponed to occur between 7/11/2014 and 8/31/2014.,Postponed to occur between 7/11/2014 and 8/31/2014.,Economic,Plant Closing,Plant Closing,"1199 SEIU United Healthcare Workers East, New York State Nurses Association, Local 30 & 30 A-B-C-D of the International Union of Operating Engineers, and Special and Superior Officers Benevolent Association","Francesca Tinti, Assistant Vice President for Human Resources",(718) 780-1500,4714
"United Airlines, Inc. Airport Operations DivisionBuffalo Niagara International AirportBuffalo, NY 14225",Passenger & Fleet Services,Erie | WIB Name: ERIE | Region: Western Region,-----,71,7/3/2014,10/1/2014 or during the 14-day period thereafter,------,Economic - Outsourcing operations to outside vendor,Plant Layoff,Plant Layoff,"International Association of Machinists & Aerospace Workers, AFL-CIO",Thomas Reardon,(872) 825-2069,4713
"Sterling National Bank512 7th AvenueNew York, NY 10018",Financial Institution,New York | WIB Name: NEW YORK CITY | Region: New York CityRockland | WIB Name: ROCKLAND | Region: Mid-Hudson RegionOrange | WIB Name: ORANGE | Region: Mid-Hudson RegionOyster Bay | WIB Name: OYSTER BAY | Region: Long Island,-----,1,6/24/2014 Amended: 7/3/2014,to occur between 9/22/2014 and 11/6/2014,-----,Economic,Plant Layoff,Plant Layoff,There are no bumping rights.,"Jean Strella, M.S., CBP, CCP, SPRH, Senior Vice President",(845) 369-8086,4712
"Newkirk Products, Inc. (A DST Company)14, 15, & 17 Corporate CircleAlbany, NY 12203",Publishing/printing production operations,Albany | WIB Name: CAPITAL DISTRICT | Region: Capital Region,222,76,7/3/2014  Amended: 7/7/2014,10/31/2014,12/31/2014,"Relocation of production operations only to Kansas City, MO and South Windsor, CT",Plant Layoff,Plant Layoff,No union represents the affected employees.,"Thomas F. Benoit, Manager, Human Resources",(518) 862-3300,4711
"Sterling National Bank512 7th AvenueNew York, NY 10018",Financial Institution,New York | WIB Name: NEW YORK CITY | Region: New York CityRockland | WIB Name: ROCKLAND | Region: Mid-Hudson RegionOrange | WIB Name: ORANGE | Region: Mid-Hudson RegionOyster Bay | WIB Name: OYSTER BAY | Region: Long Island,-----,3,6/24/2014  Amended 7/3/2014,to occur between 9/22/2014 and 11/6/2014,-----,Economic,Plant Layoff,Plant Layoff,There are no bumping rights.,"Jean Strella, M.S., CBP, CCP, SPRH, Senior Vice President",(845) 369-8086,4710
"ConAgra Foods Inc.aka The Carriage House Companies, Inc.196 Newton StreetFredonia, NY 14063",Manufacturing plant,Chautauqua | WIB Name: CHAUTAUQUA | Region: Western Region,395,395,3/20/2014 Amended 7/3/2014,To occur between 10/3/2014 and 2/28/2015 with few employees left on site to wind down operations through 5/24/2015,2/28/2015,Economic,Plant Closing,Plant Closing,National Conference Firemen & Oilers District of Local 32 BJ/S.E.I.U.,Lori Bridges,(716) 673-8265,4709
"Manhattan Ford Lincoln, Inc.787 11th AvenueNew York, NY 10019",Auto Dealership,New York | WIB Name: NEW YORK CITY | Region: New York City,245,245,6/30/2014,9/30/2014,9/30/2014,Economic,Plant Closing,Plant Closing,"Local 32BJ, Service Employees International Union; Local 259 United Auto Workers; International Union, United Automobile, Aerospace and Agricultural Implement Workers of America, “UAW”","Matthew Lawless, Director of Employee Services",(212) 549-2403,4708
"Circor Flow Technologies Spence Engineering Company150 Coldenham RoadWalden, NY 12586",Manufacturer of steam specialty & fluid control devices,Orange | WIB Name: ORANGE | Region: Mid-Hudson Region,91,55,8/19/2013 Amended: 7/3/2014,Layoffs were extended for remaining 10 workers to occur on 8/31/2014 (9) and 9/30/2014 (1),-----,Economic,Plant Layoff,Plant Layoff,International Association of Machinist and Aerospace Workers Union (IAM),Sharon Bruel,(845) 778-6232,4707
"Newkirk Products, Inc. (A DST Company)14, 15, & 17 Corporate CircleAlbany, NY 12203",Publishing/printing production operations,Albany | WIB Name: CAPITAL DISTRICT | Region: Capital Region,222,76,7/3/2014,10/31/2014,production operations only will relocate/close on 12/31/2014,"Relocation of production operations to Kansas City, MO and South Windsor, CT",Plant Layoff,Plant Layoff,No union represents the affected employees.,"Thomas F. Benoit, Manager, Human Resources",(518) 862-3300,4706
"The Scotsman Press, Inc.750 West Genesee StreetSyracuse, NY 13204",Commercial Printing,Onondaga | WIB Name: ONONDAGA | Region: Central Region,63,63,7/1/2014,7/3/2014,8/14/2014,Economic,Plant Closing,Plant Closing,Non-union,"William G. Veit, President",(315) 234-2355,4705
"IAC Acoustics1160 Commerce AvenueBronx, NY 10462",Noise control products and systems,Bronx | WIB Name: NEW YORK CITY | Region: New York City,101,101,7/1/2014,"To occur between 7/18/2014 and 12/31/2014, until windup of operations is complete.",11/12/2014,Economic,Plant Closing,Plant Closing,Local 28 Sheet Metal Workers International,"Lynn Nixon, Human Resources",(718) 430-4541,4704
"The Scotsman Press, Inc.41 Kattelville RoadChenango Bridge, NY 13745",Commercial Printing,Broome | WIB Name: BROOME/TIOGA | Region: Southern Region,20,20,6/30/2014,Will commence on or about 7/3/2014 and continue through 8/1/2014.,8/1/2014,Economic,Plant Closing,Plant Closing,Non-union,"William G. Veit, President",(315) 234-2355,4703
"RiverSource Life Insurance of New York20 Madison AvenueAlbany, NY 12203",Life Insurance,Albany | WIB Name: CAPITAL DISTRICT | Region: Capital Region,29,29,6/27/2014,Terminations will begin on or around 9/28/2014.,9/28/2014,Economic,Plant Closing,Plant Closing,No union presence.,"Mark R. Matuga, Vice President",(612) 671-2254,4702
"Reit Management & Research LLC110 West Fayette StreetSyracuse, NY 13202",Real Estate Management,Onondaga | WIB Name: ONONDAGA | Region: Central Region Monroe | WIB Name: MONROE | Region: Finger Lakes RegionErie | WIB Name: ERIE | Region: Western Region,17,17,6/30/2014,-----,9/30/2014,Loss of contract to manage properties owned by Common Wealth REIT,Plant Closing,Plant Closing,Employees do not have bumping rights.,"Jennifer B. Clark, Executive Vice President and General Counsel",(617) 796-8183,4701
"The Stop & Stop Supermarket Company653 Hillside AvenueNew Hyde Park, NY 11040",Supermarket,Nassau | WIB Name: OYSTER BAY | Region: Long Island,162,162,6/30/2014,-----,9/29/2014 or during a 14-day period thereafter,Economic,Plant Closing,Plant Closing,UFCW Locals 342 & 464A,"Gail Goolkasian, Vice President of Employment",(617) 770-6006,4700
"Acme Bus Corp.30 West Yaphank RoadCoram, NY 11763",School Bus Transportation,Suffolk | WIB Name: SUFFOLK | Region: Long Island,-----,58,2/28/2014 Amended: 6/24/2014,8/15/2014 or on the 14-day period commencing on this date,-----,Loss of Contract,Plant Layoff,Plant Layoff,IBT Local 1205,"James J. Poisella, Jr. Director of Human Services","(631) 471-4600, Ext 111",4699
"Nistel, Inc.741 Grant AvenueLake Katrine, NY 12449",Nursing Care,Ulster | WIB Name: ULSTER | Region: Mid-Hudson Region,84,84,4/17/2014,To occur between 7/25/2014 and 8/8/2014,8/8/2014,Economic,Plant Closing,Plant Closing,New York State Nurses Association,"Cherie Hanson-Rodriquez, Vice President of Operations",(845) 616-0971,4698
"DHS Systems LLC33 Kings HighwayOrangeburg, NY 10962",Soft-walled shelter systems,Rockland | WIB Name: ROCKLAND| Region: Mid-Hudson Region,30,30,6/24/2014,Will commence on or about 7/25/2014 and continue in stages through 9/26/2014.,9/26/2014,Economic,Plant Closing,Plant Closing,Bumping rights do not exist.,"Nelson A Weinstein, Chief Financial Officer",(845) 359-6066 Ext. 110,4697
"Baumann & Sons Buses, Inc.65 Court StreetCopiague, NY 11726",School Bus Transportation,Suffolk | WIB Name: SUFFOLK | Region: Long Island,-----,100,2/28/2014 Amended: 6/25/2014,Layoffs postponed to occur on or about 8/15/2014 or during the 14-day period following this date,-----,Loss of Contract,Plant Layoff,Plant Layoff,IBT Local 1205,"James J. Poisella, Jr, Director of Human Resources",(631) 471-4600,4696
"Voila Sweets, LLC65 Porter AvenueBrooklyn, NY 11237",Bakery,Kings | WIB Name: NEW YORK CITY | Region: New York City,72,72,3/21/2014 Amended 6/24/2014,-----,to be postponed from 6/25/2014 to 7/21/2014 or the 14-day period commencing on that date.,Economic,Plant Closing,Plant Closing,"Bakery, Confectionary, Tobacco Workers and Grain Millers International Union Local 53",Ira Lampart through Jack Hanan,(718) 366-1100,4695
"Sterling National Bank512 7th AvenueNew York, NY 10018",Financial Institution,New York | WIB Name: NEW YORK CITY | Region: New York City Rockland | WIB Name: ROCKLAND | Region: Mid-Hudson Region Orange | WIB Name: ORANGE | Region: Mid-Hudson Region Oyster Bay | WIB Name: OYSTER BAY | Region: Long Island,-----,1,6/24/2014,to occur between 9/22/2014 and 11/6/2014,-----,Economic,Plant Layoff,Plant Layoff,There are no bumping rights.,"Jean Strella, M.S., CBP, CCP, SPRH, Senior Vice President",(845) 369-8086,4693
"Rouge Tomate, LLC10 E. 60th StreetNew York, NY 10022",Restaurant,New York | WIB Name: NEW YORK CITY | Region: New York City,105,105,6/18/2014,-----,8/9/2014,"Company intends to reopen restaurant in a new location at a future date, undetermined at this time.",Plant Closing,Plant Closing,"None of the employees are unionized and there are no provisions regarding transfer, bumping, or reassignment rights to the affected employees.","Teresa A. Gillane, Human Resources Manager",(646) 237-8977 Ext.202,4692
"Pfizer Inc.64 Maple StreetRouses Point, NY 12979",Pharmaceuticals,Clinton | WIB Name: C-E-F-H | Region: North Country Region,-----,1 non union employee,6/19/2014,10/4/2014,12/31/2014,Economic,Plant Closing,Plant Closing,Local 95c International Chemical Workers Union/UFCW,"Elaine Reynolds, Senior Manager, Human Resources",(518) 297-1697,4691
"Swissport USA Inc.JFK International Airport, Bldg 21& 21BJamaica, NY 11430",Cargo handling,Queens | WIB Name: NEW YORK CITY | Region: New York City,-----,180,6/6/2014 Amended 6/23/2014,Layoffs that were due to occur on 8/15/2014 will now be postponed to occur on 9/5/2014,-----,Economic,Plant Layoff,Plant Layoff,Local 116 RWDSU & UFCW,"Carmen Rodriguez, Human Resources Manager",(718) 233-9515,4690
"SUNY Downstate Medical Center at LICH - StaffCo.339 Hicks StreetBrooklyn, NY 11201",Medical Center,Kings | WIB Name: NEW YORK CITY | Region: New York City,485,485,3/25/2013 Amended: 6/17/2014,Remaining layoffs are postponed to occur between 6/26/2014 and 7/9/2014.,Postponed to occur between 6/26/2014 and 7/9/2014.,Economic,Plant Closing,Plant Closing,"1199 SEIU United Healthcare Workers East, New York State Nurses Association, Local 30 & 30 A-B-C-D of the International Union of Operating Engineers, and Special and Superior Officers Benevolent Association","Francesca Tinti, Assistant Vice President for Human Resources",(718) 780-1500,4689
"Stop and Shop Supermarket Company LLC240 East Sandford BoulevardMt. Vernon, NY 10550",Warehouse,Westchester | WIB Name: WESTCHESTER | Region: Mid-Hudson Region,239,239,6/13/2014,to occur between 9/15/2014 or during the 14-day period thereafter,9/15/2014,Economic,Plant Closing,Plant Closing,UFCW Local 1500 & UFCW Local 464A,"Gail Goolkasian, Vice President of Employment",(617) 770-6006,4688
"TLC Health Network/Lake Shore Health Care Center845 Routes 5 & 20Irving, NY 14081",Health Center,Chautauqua | WIB Name: CHAUTAUQUA| Region: Western RegionCattaraugus | WIB Name: ALL/CAT| Region: Western Region,438,438,10/17/2013Amended 6/16/2014,Separations will occur between 8/16/2014 and 8/29/2014.,8/29/2014,Potential Sale of facility,Potential Plant Closing,Potential Plant Closing,1199 SEIU United Health Care Workers East,"Jack Davis, SPHR, Vice President for Administrative Services",(716) 363-7260,4686
"P.W. Minor and Sons, Inc.3 Treadeasy AvenueBatavia, NY 14020",Shoe Manufacturer,Genesee | WIB Name: GLOW | Region: Finger Lakes Region,72,72,6/13/2014,Terminations will occur between 6/13/2014 and 9/1/2014,9/1/2014,Economic,Plant Closing,Plant Closing,Employees are not represented by a union and no bumping rights exist for affected employees.,Maryl Bedenko,(585) 815-0679,4685
"Advanced Motors and Drives6268 East Molly RoadEast Syracuse, NY 13057",Manufacturing,Onondaga | WIB Name: ONONDAGA | Region: Central Region,189,34,3/6/2014 Amended: 6/9/2014,Postponed to occur on 9/8/2014,-----,Economic,Plant Layoff,Plant Layoff,There is no employee representative.,"Sheri Brown, Human Resources Manager","(330) 734-3600, ext 207",4684
"Blue Apron, Inc.324 Maujer StreetBrooklyn, NY 11226",Prepared meal plans,Kings | WIB Name: NEW YORK CITY | Region: New York City,82,82,6/10/2014,to occur between 9/8/2014 and 9/22/2014,9/8/2014,"Relocation of operations to Jersey City, NJ",Plant Closing,Plant Closing,No bumping rights exist.,"Christine Seekamp, Human Resources",(718) 576-2533,4682
"Nidec Advanced Motors and Drives6268 East Molly RoadEast Syracuse, NY 13057",Manufacturing,Onondaga | WIB Name: ONONDAGA | Region: Central Region,-----,34,6/9/2014,9/8/2014,-----,Economic,Plant Layoff,Plant Layoff,There is no employee representative.,"Sheri Brown, Human Resources Manager","(330) 734-3600, ext 207",4681
"IPRO Headquarters1979 Marcus Avenue, 1st FloorLake Success, NY 11042",Health Care Service Contracts,Nassau | WIB Name: OYSTER BAY| Region: Long IslandAlbany | WIB Name: CAPITAL DISTRICT| Region: Capital Region,-----,99,6/6/2014,8/31/2014,-----,Contract loss,Plant Layoff,Plant Layoff,Bumping rights do not exist.,"Alan King, Chief Financial Officer",(516) 209-5541,4680
"Travelers Indemnity CompanyPersonal Insurance Business Center440 South Warren StreetSyracuse, NY 13202",Insurance Business Center,Onondaga | WIB Name: ONONDAGA| Region: Central Region,226,14,10/20/2013Amended 6/9/2014,1/15/2014,9/30/2014,Transferring operations from Syracuse,Plant Layoff,Plant Layoff,There are no bumping rights.,"Charles F. Collins Jr., Human Resources Director",(315) 424-5508,4679
"Travelers Indemnity CompanyPersonal Insurance Business Center440 South Warren StreetSyracuse, NY 13202",Insurance Business Center,Onondaga | WIB Name: ONONDAGA | Region: Central Region,80 - 11 employees will remain on the payroll until April of 2015 to close out operations to this unit.,69,6/5/2014,9/15/2014,9/15/2014,Transferring operations from Syracuse,Plant Unit Closing,Plant Unit Closing,There are no bumping rights.,Patrice McElrath,(518) 761-3506,4678
"Main Court LLC436 Main StreetBuffalo, NY 14202",Property Management,Erie | WIB Name: ERIE| Region: Western Region,2,2,5/22/2014Amended 6/6/2014,-----,8/23/2014,Potential Sale of facility,Plant Closing,Plant Closing,Bumping rights do not exist. Employees are not represented by a union.,"David L. Sweet, President",(716) 856-3440,4677
"Bravo Brio Restaurant Group160 Market StreetYonkers, NY 10710",Restaurant,Yonkers | WIB Name: WESTCH/PTNM| Region: Mid-Hudson Region,78,78,5/28/2014,-----,8/28/2014,Economic,Plant Closing,Plant Closing,No bumping rights exist and employees are not represented.,"Vernessa Gates, Chief People Officer",(614) 340-9206,4676
"Swissport USA Inc.JFK International Airport, Bldg 21& 21BJamaica, NY 11430",Cargo handling,Queens | WIB Name: NEW YORK CITY| Region: New York City,-----,180,6/6/2014,8/15/2014,-----,Economic,Plant Layoff,Plant Layoff,Local 116 RWDSU & UFCW,"Carmen Rodriguez, Human Resources Manager",(718) 233-9515,4675
"Main Seneca Corporation237, 241, 251 Main Street, Suite 1125",Property Management,Erie | WIB Name: ERIE | Region: Western Region,68 (at both sites),68,5/22/2014 Amended 6/4/2014,-----,8/23/2014,Potential Sale of facility,Plant Closing,Plant Closing,SEIU,"David L. Sweet, President",(716) 856-3440,4674
